archive,neuron_name,neuron_id,species,cell_type,brain_region,doi,protocol,source,whole_brain,axon_dend_ratio,bp_apical,bp_axon,bp_basal,diam_max_um,diam_measured,diam_med_um,diam_min_um,dynamic_range,extent_x_um,extent_y_um,extent_z_um,file,frac_len_modal_diam,frac_len_subres,len_apical_um,len_axon_um,len_basal_um,len_dend_um,len_total_um,max_extent_um,max_radial_um,modal_diam_um,n_distinct_diam,points,soma_diam_um,soma_points,tip_apical,tip_axon,tip_basal
Ascoli,042602-LM-LoDe,5533,rat,interneuron,hippocampus|CA3|stratum lacunosum-moleculare,10.1002/cne.22082,in vitro,ascoli,False,23.796434,0,344,9,2.7,True,0.77,0.13,6016,782.12,575.68,297.56,complete__ascoli__042602-LM-LoDe.swc,0.290996,0.015014,0.0,30849.305,1296.3835,1296.3835,32145.6885,782.12,556.6429,0.77,22,45695,13.574,3,0,345,12
Ascoli,102-LM-HiDe,5528,rat,interneuron,hippocampus|CA3|stratum lacunosum-moleculare,10.1002/cne.22082,in vitro,ascoli,False,6.404199,0,253,32,2.39,True,0.5808,0.138,8484,1170.8,560.9,122.16,complete__ascoli__102-LM-HiDe.swc,0.558783,0.04011,0.0,21550.6763,3365.0855,3365.0855,24915.7618,1170.8,677.4336,0.5808,19,9335,11.064,3,0,254,38
Ascoli,103-SR-LoDe,5529,rat,interneuron,hippocampus|CA3|stratum radiatum,10.1002/cne.22082,in vitro,ascoli,False,9.49221,0,146,9,1.96,True,0.43,0.22,2633,579.3,549.0,170.3,complete__ascoli__103-SR-LoDe.swc,0.36011,0.2523,0.0,12003.8866,1264.604,1264.604,13268.4906,579.3,502.4276,0.43,11,8943,19.166,3,0,147,11
Ascoli,104-SR-HiDe,5530,rat,interneuron,hippocampus|CA3|stratum radiatum,10.1002/cne.22082,in vitro,ascoli,False,9.201522,0,227,18,2.17,True,0.22,0.22,3220,708.3,485.7,111.2,complete__ascoli__104-SR-HiDe.swc,0.6176,0.617908,0.0,15410.8078,1674.8108,1674.8108,17085.6186,708.3,485.2165,0.22,11,11233,13.8,3,0,228,22
Ascoli,118-LM-HiDe,5531,rat,interneuron,hippocampus|CA3|stratum lacunosum-moleculare,10.1002/cne.22082,in vitro,ascoli,False,2.826503,0,106,32,5.0,True,0.43,0.22,5550,1221.0,601.6,192.08,complete__ascoli__118-LM-HiDe.swc,0.439947,0.439947,0.0,13208.3649,4673.0414,4673.0414,17881.4063,1221.0,853.2019,0.22,22,10140,29.4,3,0,107,35
Ascoli,32-SR-HiDe,5522,rat,interneuron,hippocampus|CA3|stratum radiatum,10.1002/cne.22082,in vitro,ascoli,False,11.432534,0,310,39,1.74,True,0.65,0.22,4833,1063.3,672.69,332.0,complete__ascoli__32-SR-HiDe.swc,0.599572,0.024575,0.0,44197.4023,3865.9322,3865.9322,48063.3345,1063.3,837.9981,0.65,10,13090,15.79,2,0,311,40
Ascoli,34-SR-HiDe,5523,rat,interneuron,hippocampus|CA3|stratum radiatum,10.1002/cne.22082,in vitro,ascoli,False,6.921871,0,203,83,3.7,True,0.65,0.22,5693,1252.5,739.7,258.1,complete__ascoli__34-SR-HiDe.swc,0.708372,0.025324,0.0,29337.7111,4238.4076,4238.4076,33576.1187,1252.5,987.8998,0.65,18,10234,16.188,3,0,204,86
Ascoli,49-LM-LoDe,5524,rat,interneuron,hippocampus|CA3|stratum lacunosum-moleculare,10.1002/cne.22082,in vitro,ascoli,False,14.11872,0,356,10,1.74,True,0.43,0.22,3889,855.5,677.5,183.04,complete__ascoli__49-LM-LoDe.swc,0.489513,0.319144,0.0,36343.7484,2574.1532,2574.1532,38917.9016,855.5,484.9412,0.43,9,12172,13.9875,4,0,357,13
Ascoli,69-SR-LoDe,5525,rat,interneuron,hippocampus|CA3|stratum radiatum,10.1002/cne.22082,in vitro,ascoli,False,14.803027,0,223,10,2.18,True,0.43,0.1298,6062,778.4,786.8,255.18,complete__ascoli__69-SR-LoDe.swc,0.300435,0.206281,0.0,24959.5051,1686.1082,1686.1082,26645.6133,786.8,542.5469,0.43,24,12769,12.398,3,0,224,14
Ascoli,700-LM-LoDe,5532,rat,interneuron,hippocampus|CA3|stratum lacunosum-moleculare,10.1002/cne.22082,in vitro,ascoli,False,11.530401,0,149,10,1.59,True,0.58,0.14,3498,489.7,481.5,67.68,complete__ascoli__700-LM-LoDe.swc,0.463197,0.002011,0.0,15110.1634,1310.463,1310.463,16420.6265,489.7,332.4934,0.58,11,6190,13.158,3,0,150,14
Ascoli,85-LM-HiDe,5526,rat,interneuron,hippocampus|CA3|stratum lacunosum-moleculare,10.1002/cne.22082,in vitro,ascoli,False,4.037003,0,335,59,4.68,True,0.22,0.07,10300,721.0,699.8,298.41,complete__ascoli__85-LM-HiDe.swc,0.670103,0.670832,0.0,35966.5762,8909.2277,8909.2277,44875.8039,721.0,641.9303,0.22,25,14998,15.42,3,0,336,61
Ascoli,98-SR-HiDe,5527,rat,interneuron,hippocampus|CA3|stratum radiatum,10.1002/cne.22082,in vitro,ascoli,False,4.006923,0,126,21,3.47,True,0.5808,0.138,4830,666.5,648.0,107.29,complete__ascoli__98-SR-HiDe.swc,0.387383,0.018939,0.0,11814.776,2948.5909,2948.5909,14763.3669,666.5,547.8912,0.5808,21,5104,23.3,3,0,127,24
Conte,aIN-524-nrn-ns-100407-transl-invX-scaled-straightened,162048,Xenopus laevis,interneuron|ascending,spinal cord,10.1016/j.jneumeth.2020.109062,in vivo,conte,False,5.676424,0,4,5,4.62,False,0.3,0.3,3066,919.79,495.03,41.46,complete__conte__aIN-524-nrn-ns-100407-transl-invX-scaled-straightened.swc,0.975483,0.0,0.0,1764.5852,310.8621,310.8621,2075.4474,919.79,760.4528,0.3,5,154,10.8111,9,0,5,8
Conte,cIN-1375-nrn-ns-101206-transl-invX-scaled-straightened,162034,Xenopus laevis,interneuron|Commissural,spinal cord,10.1016/j.jneumeth.2020.109062,in vivo,conte,False,12.123619,0,4,7,15.42,False,0.3,0.3,6430,1929.03,208.46,88.1,complete__conte__cIN-1375-nrn-ns-101206-transl-invX-scaled-straightened.swc,0.952317,0.0,0.0,2121.1653,174.9614,174.9614,2296.1266,1929.03,1248.866,0.3,9,178,9.0457,7,0,4,8
Conte,cIN-961110-1-1-nrn-ns-100329-scaled-straightened,162064,Xenopus laevis,interneuron|Commissural,spinal cord,10.1016/j.jneumeth.2020.109062,in vivo,conte,False,54.34038,0,2,0,6.52,True,0.3,0.3,3387,1016.18,213.33,96.76,complete__conte__cIN-961110-1-1-nrn-ns-100329-scaled-straightened.swc,0.889715,0.0,0.0,1221.2131,22.4734,22.4734,1243.6864,1016.18,750.395,0.3,11,81,9.1767,6,0,2,1
Conte,dIN-000516-nrn-ns-100624-transl-invX-scaled-straightened,162096,Xenopus laevis,interneuron|Descending,spinal cord,10.1016/j.jneumeth.2020.109062,in vivo,conte,False,11.354448,0,4,5,2.86,False,0.3,0.3,3232,969.71,492.05,51.82,complete__conte__dIN-000516-nrn-ns-100624-transl-invX-scaled-straightened.swc,0.960853,0.0,0.0,1130.4182,99.5573,99.5573,1229.9755,969.71,1084.7087,0.3,5,84,6.44,5,0,3,7
Conte,dIN-000623-nrn-ns-100623-transl-invX-scaled-straightened,162026,Xenopus laevis,interneuron|Descending,spinal cord,10.1016/j.jneumeth.2020.109062,in vivo,conte,False,7.483944,0,1,4,2.86,False,0.3,0.3,1342,402.45,296.6,13.82,complete__conte__dIN-000623-nrn-ns-100623-transl-invX-scaled-straightened.swc,0.954694,0.0,0.0,528.1726,70.5741,70.5741,598.7467,402.45,490.0728,0.3,4,75,8.5333,6,0,2,5
Conte,dIN-1137-nrn-ns-101028-transl-invX-scaled-straightened,162027,Xenopus laevis,interneuron|Descending,spinal cord,10.1016/j.jneumeth.2020.109062,in vivo,conte,False,7.486845,0,2,0,5.28,False,0.3,0.3,2269,90.72,680.82,17.15,complete__conte__dIN-1137-nrn-ns-101028-transl-invX-scaled-straightened.swc,0.924226,0.0,99.5719,745.4794,0.0,99.5719,845.0513,680.82,655.0299,0.3,10,74,13.0429,7,2,3,0
Conte,dIN-1301-nrn-ns-100930-transl-invX-scaled-straightened,162046,Xenopus laevis,interneuron|Descending,spinal cord,10.1016/j.jneumeth.2020.109062,in vivo,conte,False,13.300811,2,2,0,5.12,False,0.3,0.3,3051,915.21,758.05,35.04,complete__conte__dIN-1301-nrn-ns-100930-transl-invX-scaled-straightened.swc,0.946162,0.0,89.8473,1195.042,0.0,89.8473,1284.8892,915.21,1162.0253,0.3,9,65,14.155,8,3,3,0
Conte,dIN-1330-nrn-ns-100928-V3-transl-invX-scaled-straightened,162095,Xenopus laevis,interneuron|Descending,spinal cord,10.1016/j.jneumeth.2020.109062,in vivo,conte,False,6.523329,0,1,4,8.58,False,0.3,0.3,4101,462.63,1230.34,33.93,complete__conte__dIN-1330-nrn-ns-100928-V3-transl-invX-scaled-straightened.swc,0.909627,0.0,16.103,1314.7203,185.4383,201.5413,1516.2616,1230.34,1278.9962,0.3,9,125,15.5167,12,1,1,7
Conte,dIN-1343-nrn-ns-100907-transl-invX-scaled-straightened,162044,Xenopus laevis,interneuron|Descending,spinal cord,10.1016/j.jneumeth.2020.109062,in vivo,conte,False,11.644852,1,2,2,4.62,False,0.3,0.3,3700,663.39,1110.04,32.84,complete__conte__dIN-1343-nrn-ns-100907-transl-invX-scaled-straightened.swc,0.913353,0.0,46.0624,1308.5285,66.3073,112.3697,1420.8982,1110.04,1248.8977,0.3,7,109,12.5767,6,2,1,4
Conte,dIN-1354-nrn-ns-100902-transl-invX-scaled-straightened,162084,Xenopus laevis,interneuron|Descending,spinal cord,10.1016/j.jneumeth.2020.109062,in vivo,conte,False,5.927717,1,2,2,6.4,True,1.28,0.3,3612,1083.59,244.77,73.75,complete__conte__dIN-1354-nrn-ns-100902-transl-invX-scaled-straightened.swc,0.869988,0.0,70.0099,1123.0499,119.4475,189.4574,1312.5074,1083.59,1084.9126,0.3,10,130,17.2422,9,3,1,4
Conte,dIN-1437-nrn-ns-100826-transl-invX-scaled-straightened,162042,Xenopus laevis,interneuron|Descending,spinal cord,10.1016/j.jneumeth.2020.109062,in vivo,conte,False,7.91746,3,2,1,6.9,True,0.3,0.3,2578,773.52,280.49,31.19,complete__conte__dIN-1437-nrn-ns-100826-transl-invX-scaled-straightened.swc,0.837175,0.0,63.702,864.4908,45.4859,109.1879,973.6787,773.52,815.0417,0.3,10,86,8.64,6,4,2,2
Conte,dIN-364-nrn-ns-100407-transl-invX-scaled-straightened,162028,Xenopus laevis,interneuron|Descending,spinal cord,10.1016/j.jneumeth.2020.109062,in vivo,conte,False,8.725002,0,4,3,4.04,False,0.3,0.3,2204,661.21,164.49,13.84,complete__conte__dIN-364-nrn-ns-100407-transl-invX-scaled-straightened.swc,0.966816,0.0,0.0,782.3613,89.6689,89.6689,872.0302,661.21,546.9841,0.3,5,82,7.512,5,0,2,6
Conte,dIN-436-NRN-ONLY-100324-UNPROCESSED-WITHIN-NS,162052,Xenopus laevis,interneuron|Descending,spinal cord,10.1016/j.jneumeth.2020.109062,in vivo,conte,False,42.064166,0,3,1,5.0,False,0.3,0.3,4507,1352.14,485.68,24.0,complete__conte__dIN-436-NRN-ONLY-100324-UNPROCESSED-WITHIN-NS.swc,0.952701,0.0,0.0,1538.2445,36.569,36.569,1574.8136,1352.14,1210.7801,0.3,9,136,9.9067,6,0,2,3
Conte,dIN-487-nrn-ns-100409-transl-invX-scaled-straightened,162066,Xenopus laevis,interneuron|Descending,spinal cord,10.1016/j.jneumeth.2020.109062,in vivo,conte,False,18.946355,0,2,1,3.84,False,0.3,0.3,1812,543.56,235.75,10.37,complete__conte__dIN-487-nrn-ns-100409-transl-invX-scaled-straightened.swc,0.952177,0.0,0.0,611.6357,32.2825,32.2825,643.9182,543.56,591.1828,0.3,5,57,9.26,6,0,1,3
Conte,dIN-526-nrn-ns-100402-transl-invX-scaled-straightened,162037,Xenopus laevis,interneuron|Descending,spinal cord,10.1016/j.jneumeth.2020.109062,in vivo,conte,False,4.831577,0,1,5,1.82,False,0.3,0.3,4211,1263.38,878.03,24.16,complete__conte__dIN-526-nrn-ns-100402-transl-invX-scaled-straightened.swc,0.991154,0.0,47.0311,1538.9313,271.4842,318.5153,1857.4467,1263.38,1507.766,0.3,3,129,14.545,8,2,1,8
Conte,dla-358-nrn-ns-120711-transl-invX-scaled-straightened,162056,Xenopus laevis,interneuron|dorsolateral ascending neuron (dla),spinal cord,10.1016/j.jneumeth.2020.109062,in vivo,conte,False,12.581418,0,2,1,9.06,True,0.3,0.3,4938,1481.28,674.14,63.26,complete__conte__dla-358-nrn-ns-120711-transl-invX-scaled-straightened.swc,0.899996,0.0,0.0,1836.4655,145.9665,145.9665,1982.432,1481.28,1592.3437,0.3,11,133,13.704,5,0,1,6
Conte,dlc-000504-3-2-nrn-ns-120712-comb-transl-invX-scaled-straight,162092,Xenopus laevis,interneuron|dorsolateral commissural neuron (dlc),spinal cord,10.1016/j.jneumeth.2020.109062,in vivo,conte,False,56.5111,0,2,0,10.76,False,0.3,0.3,6395,1918.57,1252.58,107.11,complete__conte__dlc-000504-3-2-nrn-ns-120712-comb-transl-invX-scaled-straight.swc,0.957784,0.0,32.5248,2519.1292,12.0528,44.5776,2563.7068,1918.57,1759.2854,0.3,7,169,10.848,10,1,2,1
Conte,dlc-1367-nrn-ns-110116-combined-transl-invX-scaled-straightened,162074,Xenopus laevis,interneuron|dorsolateral commissural neuron (dlc),spinal cord,10.1016/j.jneumeth.2020.109062,in vivo,conte,False,15.724485,0,4,1,2.86,False,0.3,0.3,4502,175.2,1350.6,62.21,complete__conte__dlc-1367-nrn-ns-110116-combined-transl-invX-scaled-straightened.swc,0.959066,0.0,0.0,1569.1574,99.7907,99.7907,1668.9481,1350.6,708.0958,0.3,5,136,11.42,9,0,4,5
Conte,hdIN-935-nrn-ns-111213-transl-invX-scaled-straightened,162049,Xenopus laevis,interneuron|Descending,brainstem|hindbrain,10.1016/j.jneumeth.2020.109062,in vivo,conte,False,4.110115,5,0,0,5.28,False,0.3,0.3,1452,435.55,197.18,50.91,complete__conte__hdIN-935-nrn-ns-111213-transl-invX-scaled-straightened.swc,0.983329,0.0,114.8954,472.2333,0.0,114.8954,587.1287,435.55,461.5122,0.3,3,36,10.885,4,6,1,0
Conte,hdIN-951-nrn-ns-111215-transl-invX-scaled-straightened,162087,Xenopus laevis,interneuron|Descending,brainstem|hindbrain,10.1016/j.jneumeth.2020.109062,in vivo,conte,False,43.136455,0,4,0,0.3,False,0.3,0.3,5210,1563.08,715.49,97.42,complete__conte__hdIN-951-nrn-ns-111215-transl-invX-scaled-straightened.swc,1.0,0.0,42.5695,1836.2973,0.0,42.5695,1878.8669,1563.08,1079.2422,0.3,1,48,12.535,4,1,5,0
Conte,hdINE-107-2-1-nrn-ns-120110-transl-invX-scaled-straightened,162079,Xenopus laevis,interneuron|Descending,brainstem|hindbrain,10.1016/j.jneumeth.2020.109062,in vivo,conte,False,4.906486,6,0,0,5.72,False,0.3,0.3,2811,843.44,296.76,19.33,complete__conte__hdINE-107-2-1-nrn-ns-120110-transl-invX-scaled-straightened.swc,0.951824,0.0,175.1044,859.1473,0.0,175.1044,1034.2517,843.44,861.0495,0.3,8,43,9.6176,5,7,1,0
Conte,hdINE-208-1-2-nrn-ns-120110-transl-invX-scaled-straightened,162032,Xenopus laevis,interneuron|Descending,brainstem|hindbrain,10.1016/j.jneumeth.2020.109062,in vivo,conte,False,13.857084,4,1,0,0.3,False,0.3,0.3,6712,2013.74,88.36,44.92,complete__conte__hdINE-208-1-2-nrn-ns-120110-transl-invX-scaled-straightened.swc,1.0,0.0,148.8618,2062.7904,0.0,148.8618,2211.6521,2013.74,1672.6038,0.3,1,57,6.728,5,5,2,0
Conte,hdINE-219-1-2-nrn-ns-120111-transl-invX-scaled-straightened,162059,Xenopus laevis,interneuron|Descending,brainstem|hindbrain,10.1016/j.jneumeth.2020.109062,in vivo,conte,False,4.690514,5,2,0,6.4,False,0.3,0.3,3052,915.47,72.92,47.9,complete__conte__hdINE-219-1-2-nrn-ns-120111-transl-invX-scaled-straightened.swc,0.909501,0.0,215.1114,1008.983,0.0,215.1114,1224.0945,915.47,516.1339,0.3,9,65,11.8,4,6,3,0
Conte,hdINE-229-1-1-nrn-ns-111215-transl-invX-scaled-straightened,162023,Xenopus laevis,interneuron|Descending,brainstem|hindbrain,10.1016/j.jneumeth.2020.109062,in vivo,conte,False,5.599381,8,1,0,4.62,False,0.3,0.3,3314,994.09,217.15,28.82,complete__conte__hdINE-229-1-1-nrn-ns-111215-transl-invX-scaled-straightened.swc,0.973385,0.0,200.9413,1125.1469,0.0,200.9413,1326.0882,994.09,619.962,0.3,5,53,9.512,5,9,2,0
Feldmeyer,BC110530F_01,109128,rat,interneuron|Non-fast spiking|Local projecting|non-Martinotti-like,neocortex|somatosensory|barrel|layer 4,10.1093/cercor/bhx352,in vitro,feldmeyer,False,9.381928,0,537,31,3.31,True,0.24,0.24,4920,537.99,1180.71,348.78,complete__feldmeyer__BC110530F_01.swc,0.85697,0.85697,0.0,43389.1865,4624.7624,4624.7624,48013.949,1180.71,742.0647,0.24,22,117470,19.1578,3,0,538,36
Feldmeyer,BC111209D_02,109129,rat,interneuron|Non-fast spiking|transcolumnar,neocortex|somatosensory|barrel|layer 4,10.1093/cercor/bhx352,in vitro,feldmeyer,False,8.26693,0,334,40,4.44,True,0.32,0.17,6060,1030.18,856.75,425.41,complete__feldmeyer__BC111209D_02.swc,0.613946,0.269827,0.0,35466.0515,4290.1115,4290.1115,39756.163,1030.18,708.0517,0.32,20,65385,22.5692,3,0,335,44
Feldmeyer,BC120209A_03,109133,rat,interneuron|Non-fast spiking|transcolumnar,neocortex|somatosensory|barrel|layer 4,10.1093/cercor/bhx352,in vitro,feldmeyer,False,7.834289,0,642,42,4.04,True,0.24,0.24,4871,1169.12,1118.2,466.07,complete__feldmeyer__BC120209A_03.swc,0.887451,0.887451,0.0,56657.3319,7231.9689,7231.9689,63889.3008,1169.12,868.335,0.24,21,106655,25.625,3,0,643,48
Feldmeyer,BC120301A_04,109115,rat,interneuron|Non-fast spiking|Local projecting|non-Martinotti-like,neocortex|somatosensory|barrel|layer 4,10.1093/cercor/bhx352,in vitro,feldmeyer,False,5.885028,0,422,46,2.42,True,0.24,0.24,3212,770.8,510.91,240.63,complete__feldmeyer__BC120301A_04.swc,0.865737,0.865737,0.0,31146.2597,5292.4575,5292.4575,36438.7172,770.8,482.0038,0.24,15,105859,23.7398,3,0,423,52
Feldmeyer,BC120830F_05,109126,rat,interneuron|Non-fast spiking|Local projecting|non-Martinotti-like,neocortex|somatosensory|barrel|layer 4,10.1093/cercor/bhx352,in vitro,feldmeyer,False,8.40305,0,416,26,2.9,True,0.24,0.24,5725,664.85,1373.9,435.82,complete__feldmeyer__BC120830F_05.swc,0.525345,0.525345,0.0,38429.8009,4573.3155,4573.3155,43003.1163,1373.9,758.6991,0.24,18,86609,13.7052,3,0,417,33
Feldmeyer,BC130207C_06,109116,rat,interneuron|Non-fast spiking|Local projecting|non-Martinotti-like,neocortex|somatosensory|barrel|layer 4,10.1093/cercor/bhx352,in vitro,feldmeyer,False,6.668426,0,231,40,1.53,True,0.32,0.08,6224,497.94,491.5,266.05,complete__feldmeyer__BC130207C_06.swc,0.615931,0.254953,0.0,21985.5443,3296.9617,3296.9617,25282.506,497.94,346.4307,0.32,16,57605,22.0642,3,0,232,50
Feldmeyer,BC130221A_07,109130,rat,interneuron|Non-fast spiking|transcolumnar,neocortex|somatosensory|barrel|layer 4,10.1093/cercor/bhx352,in vitro,feldmeyer,False,10.279998,0,507,39,4.69,False,0.24,0.24,4746,688.11,1139.0,578.09,complete__feldmeyer__BC130221A_07.swc,0.9046,0.9046,0.0,54258.7682,5278.0915,5278.0915,59536.8596,1139.0,673.2699,0.24,24,88033,22.578,3,0,508,43
Feldmeyer,BC130222A_08,109132,rat,interneuron|Non-fast spiking|transcolumnar,neocortex|somatosensory|barrel|layer 4,10.1093/cercor/bhx352,in vitro,feldmeyer,False,8.725279,0,463,37,2.83,True,0.24,0.24,5877,1410.43,1097.79,420.82,complete__feldmeyer__BC130222A_08.swc,0.882309,0.882309,0.0,50418.2924,5778.4162,5778.4162,56196.7086,1410.43,933.105,0.24,18,90148,19.1945,3,0,464,43
Feldmeyer,BC130311C_09,109134,rat,interneuron|Non-fast spiking|transcolumnar,neocortex|somatosensory|barrel|layer 4,10.1093/cercor/bhx352,in vitro,feldmeyer,False,6.405839,0,454,41,3.22,True,0.24,0.24,4727,1134.37,1043.35,360.74,complete__feldmeyer__BC130311C_09.swc,0.79504,0.79504,0.0,36476.6921,5694.2881,5694.2881,42170.9801,1134.37,815.7142,0.24,22,120349,18.571,3,0,455,46
