scientific_name,taken_from,grade,corroborating_sources,mass_from,origin
Tamiasciurus mearnsi,amniote,B,,amniote,unrecorded
Taphozous achates,amniote,B,,amniote,unrecorded
Taphozous georgianus,anage,C,amniote;pantheria,anage,wild
Taphozous hilli,anage,B,,anage,wild
Taphozous melanopogon,amniote,B,,amniote,unrecorded
Taphozous troughtoni,amniote,B,,amniote,unrecorded
Tapirella bairdii,anage,B,,anage,captive
Tapirus bairdii,amniote,B,,amniote,unrecorded
Tapirus indicus,amniote,B,pantheria,amniote,unrecorded
Tapirus pinchaque,anage,B,amniote,anage,captive
Tapirus terrestris,seed,B,amniote;anage;pantheria,seed,wild+captive
Tarsipes rostratus,amniote,B,pantheria,amniote,unrecorded
Tarsius bancanus,amniote,B,pantheria,amniote,unrecorded
Tarsius dentatus,amniote,B,,amniote,unrecorded
Tarsius pelengensis,amniote,B,,amniote,unrecorded
Tarsius pumilus,amniote,B,,amniote,unrecorded
Tarsius sangirensis,amniote,B,,amniote,unrecorded
Tarsius syrichta,amniote,B,pantheria,amniote,unrecorded
Tarsius tarsier,amniote,B,pantheria,amniote,unrecorded
Tatera indica,anage,B,amniote;pantheria,anage,captive
Taterillus congicus,amniote,B,,amniote,unrecorded
Taterillus emini,amniote,B,,amniote,unrecorded
Taterillus gracilis,amniote,B,,amniote,unrecorded
Taterillus lacustris,amniote,B,,amniote,unrecorded
Taterillus pygargus,amniote,B,,amniote,unrecorded
Taurotragus derbianus,anage,B,amniote;pantheria,anage,captive
Taurotragus oryx,anage,A,amniote;pantheria,anage,captive
Taxidea taxus,anage,B,amniote;pantheria,anage,captive
Tayassu pecari,anage,B,amniote;pantheria,anage,captive
Tenrec ecaudatus,seed,B,amniote;anage;pantheria,seed,wild+captive
Tetracerus quadricornis,anage,B,amniote;pantheria,anage,captive
Thallomys loringi,amniote,B,,amniote,unrecorded
Thallomys nigricauda,amniote,B,,amniote,unrecorded
Thallomys paedulcus,amniote,B,pantheria,amniote,unrecorded
Thallomys shortridgei,amniote,B,,amniote,unrecorded
Thamnomys kempi,amniote,B,,amniote,unrecorded
Thamnomys major,amniote,B,,amniote,unrecorded
Thamnomys venustus,amniote,B,,amniote,unrecorded
Theropithecus gelada,anage,B,amniote;pantheria,anage,captive
Thomomys bottae,anage,B,amniote;pantheria,anage,captive
Thomomys bulbivorus,amniote,B,,amniote,unrecorded
Thomomys clusius,amniote,B,,amniote,unrecorded
Thomomys idahoensis,amniote,B,,amniote,unrecorded
Thomomys mazama,amniote,B,,amniote,unrecorded
Thomomys monticola,amniote,B,pantheria,amniote,unrecorded
Thomomys talpoides,amniote,B,pantheria,amniote,unrecorded
Thomomys townsendii,amniote,B,,amniote,unrecorded
Thoopterus nigrescens,amniote,B,,amniote,unrecorded
Thrichomys apereoides,anage,B,amniote,anage,captive
Thrichomys inermis,amniote,B,,amniote,unrecorded
Thrichomys pachyurus,amniote,B,,amniote,unrecorded
Thryonomys gregorianus,amniote,B,,amniote,unrecorded
Thryonomys swinderianus,anage,B,amniote;pantheria,anage,captive
Thylacinus cynocephalus,amniote,B,pantheria,amniote,unrecorded
Thylamys cinderella,amniote,B,,amniote,unrecorded
Thylamys elegans,amniote,B,,amniote,unrecorded
Thylamys pallidior,amniote,B,,amniote,unrecorded
Thylamys tatei,amniote,B,,amniote,unrecorded
Thylamys venustus,amniote,B,,amniote,unrecorded
Thylogale billardierii,anage,B,amniote;pantheria,anage,captive
Thylogale brunii,anage,B,amniote,anage,captive
Thylogale stigmatica,anage,B,amniote,anage,captive
Thylogale thetis,anage,B,amniote;pantheria,anage,captive
Tlacuatzin canescens,amniote,B,,amniote,unrecorded
Tolypeutes matacus,anage,B,amniote,anage,captive
Tolypeutes tricinctus,amniote,B,,amniote,unrecorded
Trachypithecus auratus,anage,B,amniote,anage,captive
Trachypithecus barbei,amniote,B,,amniote,unrecorded
Trachypithecus cristatus,anage,B,amniote;pantheria,anage,captive
Trachypithecus delacouri,amniote,B,,amniote,unrecorded
Trachypithecus ebenus,amniote,B,,amniote,unrecorded
Trachypithecus francoisi,anage,B,amniote,anage,captive
Trachypithecus geei,amniote,B,,amniote,unrecorded
Trachypithecus germaini,amniote,B,,amniote,unrecorded
Trachypithecus hatinhensis,amniote,B,,amniote,unrecorded
Trachypithecus johnii,amniote,B,,amniote,unrecorded
Trachypithecus laotum,amniote,B,,amniote,unrecorded
Trachypithecus obscurus,anage,B,amniote;pantheria,anage,captive
Trachypithecus phayrei,anage,B,amniote,anage,captive
Trachypithecus pileatus,anage,B,amniote,anage,captive
Trachypithecus poliocephalus,amniote,B,,amniote,unrecorded
Trachypithecus shortridgei,amniote,B,,amniote,unrecorded
Trachypithecus vetulus,amniote,B,pantheria,amniote,unrecorded
Tragelaphus angasii,anage,B,amniote;pantheria,anage,captive
Tragelaphus buxtoni,amniote,B,pantheria,amniote,unrecorded
Tragelaphus eurycerus,anage,B,amniote;pantheria,anage,captive
Tragelaphus imberbis,anage,B,amniote;pantheria,anage,captive
Tragelaphus scriptus,anage,B,amniote;pantheria,anage,captive
Tragelaphus spekii,anage,A,amniote;pantheria,anage,captive
Tragelaphus strepsiceros,anage,A,amniote;pantheria,anage,captive
Tragulus javanicus,anage,B,amniote;pantheria,anage,captive
Tragulus kanchil,amniote,B,,amniote,unrecorded
Tragulus napu,anage,B,amniote;pantheria,anage,captive
Tragulus nigricans,amniote,B,,amniote,unrecorded
Tragulus williamsoni,amniote,B,,amniote,unrecorded
Tremarctos ornatus,anage,B,amniote;pantheria,anage,captive
Trichechus inunguis,anage,B,amniote;pantheria,anage,captive
Trichechus manatus,seed,A,amniote;anage;pantheria,seed,wild+captive
Trichechus senegalensis,amniote,B,,amniote,unrecorded
Trichosurus arnhemensis,amniote,B,,amniote,unrecorded
Trichosurus caninus,amniote,B,pantheria,amniote,unrecorded
Trichosurus johnstonii,amniote,B,,amniote,unrecorded
Trichosurus vulpecula,anage,B,amniote;pantheria,anage,captive
Trichys fasciculata,amniote,B,pantheria,amniote,unrecorded
Trogopterus xanthipes,amniote,B,pantheria,amniote,unrecorded
Tscherskia triton,amniote,B,,amniote,unrecorded
Tupaia belangeri,anage,B,amniote;pantheria,anage,captive
Tupaia chrysogaster,amniote,B,,amniote,unrecorded
Tupaia glis,seed,B,amniote;anage;pantheria,seed,wild+captive
Tupaia gracilis,amniote,B,,amniote,unrecorded
Tupaia longipes,amniote,B,pantheria,amniote,unrecorded
Tupaia minor,anage,B,amniote,anage,captive
Tupaia montana,amniote,B,,amniote,unrecorded
Tupaia tana,anage,B,amniote,anage,captive
Tursiops aduncus,amniote,B,,amniote,unrecorded
Tursiops truncatus,seed,A,amniote;anage;pantheria,seed,wild+captive
Tylomys nudicaudus,anage,B,amniote;pantheria,anage,captive
Tylomys tumbalensis,amniote,B,,amniote,unrecorded
Uncia uncia,anage,A,amniote;pantheria,anage,captive
Urocyon cinereoargenteus,anage,B,amniote;pantheria,anage,captive
Urocyon littoralis,amniote,B,pantheria,amniote,unrecorded
Urogale everetti,anage,B,amniote;pantheria,anage,captive
Urotrichus talpoides,amniote,B,pantheria,amniote,unrecorded
Ursus americanus,seed,B,amniote;anage;pantheria,seed,wild+captive
Ursus arctos,seed,A,amniote;anage;pantheria,seed,wild+captive
Ursus maritimus,seed,A,amniote;anage;pantheria,seed,wild+captive
Ursus thibetanus,anage,B,amniote;pantheria,anage,captive
Vampyrum spectrum,amniote,B,pantheria,amniote,unrecorded
Vandeleuria nolthenii,amniote,B,,amniote,unrecorded
Varecia rubra,anage,B,amniote,anage,captive
Varecia variegata,anage,A,amniote;pantheria,anage,captive
Vespadelus caurinus,amniote,B,,amniote,unrecorded
Vespadelus darlingtoni,anage,B,amniote,anage,wild
Vespadelus pumilus,anage,C,amniote,anage,wild
Vespadelus regulus,anage,B,,anage,wild
Vespadelus vulturnus,anage,B,amniote,anage,wild
Vespertilio murinus,anage,C,amniote;pantheria,anage,wild
Vespertilio sinensis,amniote,B,,amniote,unrecorded
Vicugna pacos,anage,A,,anage,captive
Vicugna vicugna,anage,B,amniote;pantheria,anage,captive
Viverra civettina,anage,C,amniote,anage,captive
Viverra tangalunga,anage,C,amniote;pantheria,anage,captive
Viverra zibetha,anage,B,amniote;pantheria,anage,captive
Viverricula indica,amniote,B,pantheria,amniote,unrecorded
Vombatus ursinus,seed,B,amniote;anage;pantheria,seed,wild+captive
Vormela peregusna,anage,B,amniote;pantheria,anage,captive
Vulpes bengalensis,amniote,B,pantheria,amniote,unrecorded
Vulpes cana,amniote,B,pantheria,amniote,unrecorded
Vulpes chama,amniote,B,pantheria,amniote,unrecorded
Vulpes corsac,anage,B,amniote,anage,captive
Vulpes ferrilata,amniote,B,,amniote,unrecorded
Vulpes lagopus,seed,B,amniote;anage;pantheria,seed,wild+captive
Vulpes macrotis,anage,B,amniote;pantheria,anage,captive
Vulpes pallida,anage,B,amniote;pantheria,anage,captive
Vulpes rueppellii,anage,B,amniote,anage,captive
Vulpes velox,anage,B,amniote;pantheria,anage,captive
Vulpes vulpes,seed,B,amniote;anage;pantheria,seed,wild+captive
Vulpes zerda,anage,B,amniote;pantheria,anage,captive
Wallabia bicolor,anage,B,amniote;pantheria,anage,captive
Wiedomys pyrrhorhinos,amniote,B,,amniote,unrecorded
Wyulda squamicaudata,amniote,B,pantheria,amniote,unrecorded
Xeromys myoides,amniote,B,,amniote,unrecorded
Xerospermophilus mohavensis,anage,B,,anage,captive
Xerospermophilus tereticaudus,anage,B,,anage,captive
Xerus erythropus,anage,B,amniote;pantheria,anage,captive
Xerus inauris,anage,B,amniote;pantheria,anage,captive
Xerus rutilus,amniote,B,,amniote,unrecorded
Zaedyus pichiy,anage,B,amniote;pantheria,anage,captive
Zaglossus bartoni,amniote,B,,amniote,unrecorded
Zaglossus bruijni,anage,B,amniote;pantheria,anage,captive
Zalophus californianus,seed,B,amniote;anage;pantheria,seed,wild+captive
Zalophus japonicus,amniote,B,,amniote,unrecorded
Zalophus wollebaeki,amniote,B,,amniote,unrecorded
Zapus hudsonius,anage,B,amniote;pantheria,anage,captive
Zapus princeps,amniote,B,,amniote,unrecorded
Zapus trinotatus,amniote,B,,amniote,unrecorded
Zelotomys hildegardeae,amniote,B,,amniote,unrecorded
Zelotomys woosnami,amniote,B,,amniote,unrecorded
Ziphius cavirostris,anage,B,amniote;pantheria,anage,wild
Zygodontomys brevicauda,amniote,B,,amniote,unrecorded
Zygodontomys brunneus,amniote,B,,amniote,unrecorded
Zyzomys argurus,amniote,B,,amniote,unrecorded
Zyzomys palatilis,anage,B,amniote,anage,captive
Zyzomys pedunculatus,anage,B,amniote,anage,captive
Limulus polyphemus,seed,B,,seed,wild
Caspiomyzon wagneri,anage,B,fishbase,anage,wild
Entosphenus macrostoma,fishbase,C,,fishbase,wild
Entosphenus minimus,fishbase,C,,fishbase,wild
Entosphenus tridentatus,anage,B,fishbase,anage,wild
Eudontomyzon danfordi,anage,B,fishbase,anage,wild
Eudontomyzon mariae,anage,B,fishbase,anage,wild
Ichthyomyzon bdellium,fishbase,C,,fishbase,wild
Ichthyomyzon castaneus,anage,B,fishbase,anage,wild
Ichthyomyzon fossor,fishbase,C,,fishbase,wild
Ichthyomyzon unicuspis,anage,B,fishbase,anage,wild
Lampetra aepyptera,anage,B,fishbase,anage,wild
Lampetra fluviatilis,anage,B,fishbase,anage,wild
Lampetra planeri,anage,B,fishbase,anage,wild
Lampetra zanandreai,fishbase,C,,fishbase,wild
Lethenteron appendix,anage,B,fishbase,anage,wild
Lethenteron camtschaticum,anage,B,fishbase,anage,wild
Lethenteron kessleri,anage,B,fishbase,anage,wild
Lethenteron reissneri,anage,B,fishbase,anage,wild
Petromyzon marinus,anage,B,fishbase,anage,wild
Lamellibrachia luymesi,seed,B,anage,seed,wild
Acanthocercus atricollis,anage,B,amniote,anage,captive
Acanthodactylus bedriagai,amniote,B,,amniote,unrecorded
Acanthodactylus boskianus,amniote,B,,amniote,unrecorded
Acanthodactylus dumerilii,amniote,B,,amniote,unrecorded
Acanthodactylus hardyi,amniote,B,,amniote,unrecorded
Acanthodactylus longipes,amniote,B,,amniote,unrecorded
Acanthodactylus maculatus,amniote,B,,amniote,unrecorded
Acanthodactylus pardalis,amniote,B,,amniote,unrecorded
Acanthodactylus schreiberi,amniote,B,,amniote,unrecorded
Acanthodactylus scutellatus,amniote,B,,amniote,unrecorded
Acanthodactylus spinicauda,amniote,B,,amniote,unrecorded
Acanthophis antarcticus,anage,B,amniote,anage,captive
Acanthophis laevis,amniote,B,,amniote,unrecorded
Acanthophis pyrrhus,amniote,B,,amniote,unrecorded
Acanthophis rugosus,amniote,B,,amniote,unrecorded
Acontias meleagris,amniote,B,,amniote,unrecorded
Acontias orientalis,amniote,B,,amniote,unrecorded
Acrochordus arafurae,anage,B,amniote,anage,captive
Acrochordus javanicus,anage,C,amniote,anage,captive
Actinemys marmorata,anage,B,amniote,anage,captive
Afrotyphlops congestus,amniote,B,,amniote,unrecorded
Afrotyphlops liberiensis,amniote,B,,amniote,unrecorded
Afrotyphlops punctatus,amniote,B,,amniote,unrecorded
Agama africana,amniote,B,,amniote,unrecorded
Agama agama,amniote,B,,amniote,unrecorded
Agama boensis,amniote,B,,amniote,unrecorded
Agama caudospinosa,amniote,B,,amniote,unrecorded
Agama doriae,amniote,B,,amniote,unrecorded
Agama impalearis,anage,B,amniote,anage,captive
Agama kaimosae,amniote,B,,amniote,unrecorded
Agama lionotus,amniote,B,,amniote,unrecorded
Agama mwanzae,amniote,B,,amniote,unrecorded
Agama planiceps,amniote,B,,amniote,unrecorded
Agama spinosa,amniote,B,,amniote,unrecorded
Agama turuensis,amniote,B,,amniote,unrecorded
Agkistrodon contortrix,anage,B,amniote,anage,captive
Agkistrodon piscivorus,anage,B,amniote,anage,captive
Ahaetulla mycterizans,amniote,B,,amniote,unrecorded
Aipysurus laevis,amniote,B,,amniote,unrecorded
Aldabrachelys gigantea,seed,A,amniote;anage,seed,wild+captive
Alligator mississippiensis,seed,A,amniote;anage,seed,wild+captive
Alligator sinensis,anage,B,amniote,anage,captive
Amblyrhynchus cristatus,anage,B,amniote,anage,captive
Ameiva ameiva,anage,B,amniote,anage,captive
Ameiva atrigularis,amniote,B,,amniote,unrecorded
Ameiva praesignis,amniote,B,,amniote,unrecorded
Amphisbaena alba,anage,B,amniote,anage,captive
Amphisbaena microcephalum,amniote,B,,amniote,unrecorded
Anguis cephallonica,amniote,B,,amniote,unrecorded
Anguis colchica,amniote,B,,amniote,unrecorded
Anguis fragilis,seed,B,amniote;anage,seed,wild+captive
Anolis aeneus,amniote,B,,amniote,unrecorded
Anolis baracoae,amniote,B,,amniote,unrecorded
Anolis carolinensis,anage,B,amniote,anage,captive
Anolis cuvieri,anage,B,amniote,anage,captive
Anolis equestris,anage,B,amniote,anage,captive
Anolis extremus,amniote,B,,amniote,unrecorded
Anolis lineatopus,amniote,B,,amniote,unrecorded
Anolis lividus,amniote,B,,amniote,unrecorded
Anolis luteogularis,amniote,B,,amniote,unrecorded
Anolis luteosignifer,amniote,B,,amniote,unrecorded
Anolis nelsoni,amniote,B,,amniote,unrecorded
Anolis noblei,amniote,B,,amniote,unrecorded
Anolis ordinatus,amniote,B,,amniote,unrecorded
Anolis porcatus,amniote,B,,amniote,unrecorded
Anolis roquet,anage,B,amniote,anage,captive
Anolis sabanus,amniote,B,,amniote,unrecorded
Anolis sagrei,amniote,B,,amniote,unrecorded
Anolis smallwoodi,amniote,B,,amniote,unrecorded
Anolis smaragdinus,amniote,B,,amniote,unrecorded
Antaresia childreni,anage,B,amniote,anage,captive
Antaresia perthensis,amniote,B,,amniote,unrecorded
Apalone ferox,anage,B,amniote,anage,captive
Apalone spinifera,anage,B,amniote,anage,captive
Archaeolacerta bedriagae,amniote,B,,amniote,unrecorded
Arizona elegans,anage,B,amniote,anage,captive
Aspidites melanocephalus,anage,B,amniote,anage,captive
Aspidites ramsayi,amniote,B,,amniote,unrecorded
Aspidoscelis marmorata,amniote,B,,amniote,unrecorded
Aspidoscelis maxima,amniote,B,,amniote,unrecorded
Aspidoscelis neomexicana,amniote,B,,amniote,unrecorded
Aspidoscelis sexlineata,amniote,B,,amniote,unrecorded
Aspidoscelis tigris,amniote,B,,amniote,unrecorded
Astrochelys radiata,anage,C,amniote,anage,captive
Astrochelys yniphora,amniote,B,,amniote,unrecorded
Atheris chlorechis,amniote,B,,amniote,unrecorded
Atheris squamigera,amniote,B,,amniote,unrecorded
Atractaspis bibronii,anage,B,amniote,anage,captive
Basiliscus basiliscus,amniote,B,,amniote,unrecorded
Basiliscus plumifrons,anage,B,amniote,anage,captive
Basiliscus vittatus,anage,B,amniote,anage,captive
Batagur baska,anage,B,amniote,anage,captive
Batagur borneoensis,amniote,B,,amniote,unrecorded
Batagur dhongoka,amniote,B,,amniote,unrecorded
Bellatorias major,amniote,B,,amniote,unrecorded
Bipes biporus,amniote,B,,amniote,unrecorded
Bitis arietans,anage,B,amniote,anage,captive
Bitis gabonica,seed,B,amniote;anage,seed,wild+captive
Bitis nasicornis,anage,B,amniote,anage,captive
Bitis rhinoceros,amniote,B,,amniote,unrecorded
Blanus cinereus,anage,B,amniote,anage,captive
Blanus mettetali,amniote,B,,amniote,unrecorded
Boa constrictor,seed,B,amniote;anage,seed,wild+captive
Boaedon fuliginosus,amniote,B,,amniote,unrecorded
Boaedon lineatus,amniote,B,,amniote,unrecorded
Bogertophis rosaliae,amniote,B,,amniote,unrecorded
Bogertophis subocularis,anage,B,amniote,anage,captive
Boiga cynodon,anage,B,amniote,anage,captive
Boiga dendrophila,anage,B,amniote,anage,captive
Boiga irregularis,anage,B,amniote,anage,captive
Bothrochilus albertisii,amniote,B,,amniote,unrecorded
Bothrochilus bennettorum,amniote,B,,amniote,unrecorded
Bothrochilus boa,anage,B,amniote,anage,captive
Bothrops alternatus,anage,B,amniote,anage,captive
Bothrops asper,anage,B,amniote,anage,captive
Bothrops atrox,anage,B,amniote,anage,captive
Bothrops diporus,amniote,B,,amniote,unrecorded
Bothrops lutzi,amniote,B,,amniote,unrecorded
Bothrops matogrossensis,amniote,B,,amniote,unrecorded
Bothrops neuwiedi,anage,B,amniote,anage,captive
Bothrops pauloensis,amniote,B,,amniote,unrecorded
Bothrops pubescens,amniote,B,,amniote,unrecorded
Brachylophus fasciatus,anage,B,amniote,anage,captive
Bradypodion caffer,amniote,B,,amniote,unrecorded
Bradypodion damaranum,amniote,B,,amniote,unrecorded
Bradypodion gutturale,amniote,B,,amniote,unrecorded
Bradypodion occidentale,amniote,B,,amniote,unrecorded
Bradypodion pumilum,amniote,B,,amniote,unrecorded
Bradypodion taeniabronchum,amniote,B,,amniote,unrecorded
Bradypodion transvaalense,amniote,B,,amniote,unrecorded
Bradypodion ventrale,amniote,B,,amniote,unrecorded
Bungarus caeruleus,anage,B,amniote,anage,captive
Bungarus fasciatus,anage,B,amniote,anage,captive
Bungarus magnimaculatus,amniote,B,,amniote,unrecorded
Bungarus multicinctus,anage,B,amniote,anage,captive
Bungarus sindanus,amniote,B,,amniote,unrecorded
Caiman crocodilus,seed,B,amniote;anage,seed,wild+captive
Caiman latirostris,anage,B,amniote,anage,captive
Caiman yacare,amniote,B,,amniote,unrecorded
Calloselasma rhodostoma,amniote,B,,amniote,unrecorded
Calotes versicolor,anage,B,amniote,anage,captive
Candoia aspera,anage,B,amniote,anage,captive
Candoia carinata,anage,B,amniote,anage,captive
Caretta caretta,seed,B,amniote;anage,seed,wild+captive
Carettochelys insculpta,anage,B,amniote,anage,captive
Causus rhombeatus,anage,B,amniote,anage,captive
Cemophora coccinea,anage,B,amniote,anage,captive
Centrochelys sulcata,anage,B,,anage,captive
Chalcides bottegi,amniote,B,,amniote,unrecorded
Chalcides chalcides,amniote,B,,amniote,unrecorded
Chalcides colosii,amniote,B,,amniote,unrecorded
Chalcides lanzai,amniote,B,,amniote,unrecorded
Chalcides manueli,amniote,B,,amniote,unrecorded
Chalcides mertensi,amniote,B,,amniote,unrecorded
Chalcides montanus,amniote,B,,amniote,unrecorded
Chalcides ocellatus,anage,B,amniote,anage,captive
Chalcides polylepis,amniote,B,,amniote,unrecorded
Chalcides pulchellus,amniote,B,,amniote,unrecorded
Chalcides ragazzii,amniote,B,,amniote,unrecorded
Chalcides striatus,amniote,B,,amniote,unrecorded
Chalcides thierryi,amniote,B,,amniote,unrecorded
Chamaeleo calyptratus,seed,B,amniote,seed,wild+captive
Chamaeleo chamaeleon,anage,B,amniote,anage,captive
Chamaeleo dilepis,anage,B,amniote,anage,captive
Charina bottae,anage,B,amniote,anage,captive
Charina umbratica,amniote,B,,amniote,unrecorded
Chelodina canni,amniote,B,,amniote,unrecorded
Chelodina longicollis,anage,B,amniote,anage,wild
Chelodina novaeguineae,amniote,B,,amniote,unrecorded
Chelodina oblonga,amniote,B,,amniote,unrecorded
