hour,price_usd_mwh,charge_mw,discharge_mw,soc_mwh
2194,32.77,0.0,1.0,2.2962
2195,14.76,1.0,0.0,1.2179
2196,24.63,1.0,0.0,2.1453
2197,26.13,0.0,0.0,3.0726
2198,26.07,0.0,0.0,3.0726
2199,24.06,1.0,0.0,3.0726
2200,30.02,0.0,0.0,4.0
2201,37.14,0.0,0.2894,4.0
2202,42.21,0.0,1.0,3.6879
2203,49.76,0.0,1.0,2.6096
2204,55.79,0.0,1.0,1.5312
2205,32.18,0.0,0.0,0.4529
2206,28.52,1.0,0.0,0.4529
2207,37.21,0.0,1.0,1.3803
2208,-19.46,1.0,0.0,0.3019
2209,20.97,1.0,0.0,1.2293
2210,30.79,0.0,0.0,2.1567
2211,32.53,0.0,0.0,2.1567
2212,37.59,0.0,1.0,2.1567
2213,48.24,0.0,1.0,1.0783
2214,21.15,1.0,0.0,0.0
2215,31.5,0.0,0.0,0.9274
2216,33.05,0.0,0.86,0.9274
2217,31.61,0.0,0.0,0.0
2218,24.6,1.0,0.0,0.0
2219,16.82,1.0,0.0,0.9274
2220,27.13,0.0,0.0,1.8547
2221,19.89,1.0,0.0,1.8547
2222,29.0,0.0,0.0,2.7821
2223,24.25,1.0,0.0,2.7821
2224,24.69,0.3133,0.0,3.7094
2225,42.92,0.0,0.7094,4.0
2226,43.14,0.0,1.0,3.235
2227,49.36,0.0,1.0,2.1567
2228,82.21,0.0,1.0,1.0783
2229,39.35,0.0,0.0,0.0
2230,39.68,0.0,0.0,0.0
2231,21.92,1.0,0.0,0.0
2232,16.52,1.0,0.0,0.9274
2233,42.53,0.0,1.0,1.8547
2234,16.92,1.0,0.0,0.7764
2235,16.04,1.0,0.0,1.7038
2236,23.61,0.4761,0.0,2.6311
2237,25.11,0.0,0.0,3.0726
2238,20.91,1.0,0.0,3.0726
2239,28.2,0.0,0.0,4.0
2240,50.67,0.0,1.0,4.0
2241,24.69,0.1628,0.0,2.9217
2242,18.97,1.0,0.0,3.0726
2243,39.39,0.0,1.0,4.0
2244,31.23,0.0,1.0,2.9217
2245,20.97,1.0,0.0,1.8433
2246,16.19,1.0,0.0,2.7707
2247,24.7,0.3256,0.0,3.6981
2248,35.63,0.0,1.0,4.0
2249,59.52,0.0,1.0,2.9217
2250,28.5,0.5006,0.0,1.8433
2251,39.17,0.0,1.0,2.3076
2252,48.5,0.0,1.0,1.2293
2253,15.53,1.0,0.0,0.151
2254,48.12,0.0,1.0,1.0783
2255,21.15,1.0,0.0,0.0
2256,29.13,0.0,0.0,0.9274
2257,26.67,1.0,0.0,0.9274
2258,34.19,0.0,0.1706,1.8547
2259,28.05,0.0,0.0,1.6708
2260,10.43,1.0,0.0,1.6708
2261,19.71,1.0,0.0,2.5982
2262,30.13,0.0,0.0,3.5255
2263,29.34,0.0,0.0,3.5255
2264,38.99,0.0,1.0,3.5255
2265,43.2,0.0,1.0,2.4472
2266,38.27,0.0,1.0,1.3689
2267,26.3,1.0,0.0,0.2906
2268,13.79,1.0,0.0,1.2179
2269,22.24,1.0,0.0,2.1453
2270,32.62,0.0,0.0,3.0726
2271,21.9,1.0,0.0,3.0726
2272,45.35,0.0,1.0,4.0
2273,54.45,0.0,1.0,2.9217
2274,42.87,0.0,1.0,1.8433
2275,13.82,1.0,0.0,0.765
2276,24.51,1.0,0.0,1.6924
2277,69.24,0.0,1.0,2.6197
2278,27.71,1.0,0.0,1.5414
2279,15.99,1.0,0.0,2.4688
2280,40.01,0.0,1.0,3.3961
2281,24.6,1.0,0.0,2.3178
2282,34.48,0.0,0.16,3.2452
2283,25.51,1.0,0.0,3.0726
2284,28.16,0.0,0.0,4.0
2285,29.48,0.0,0.0,4.0
2286,36.68,0.0,0.0,4.0
2287,69.78,0.0,1.0,4.0
2288,46.39,0.0,1.0,2.9217
2289,18.87,1.0,0.0,1.8433
2290,36.2,0.0,0.0,2.7707
2291,42.31,0.0,0.4294,2.7707
2292,40.13,0.0,0.0,2.3076
2293,22.48,1.0,0.0,2.3076
2294,42.43,0.0,1.0,3.235
2295,44.43,0.0,1.0,2.1567
2296,89.56,0.0,1.0,1.0783
2297,30.51,0.0,0.0,0.0
2298,34.37,0.0,0.0,0.0
2299,36.32,0.0,0.0,0.0
2300,32.32,0.0,0.0,0.0
2301,26.23,1.0,0.0,0.0
2302,12.77,1.0,0.0,0.9274
2303,-6.11,1.0,0.0,1.8547
2304,29.58,0.3133,0.0,2.7821
2305,20.63,1.0,0.0,3.0726
2306,46.15,0.0,1.0,4.0
2307,23.29,1.0,0.0,2.9217
2308,37.73,0.0,0.72,3.849
2309,28.49,1.0,0.0,3.0726
2310,38.42,0.0,0.72,4.0
2311,34.71,0.0,0.0,3.2236
2312,53.38,0.0,1.0,3.2236
2313,33.49,0.0,0.0,2.1453
2314,36.88,0.0,0.0,2.1453
2315,32.29,0.0,0.0,2.1453
2316,23.84,1.0,0.0,2.1453
2317,30.11,1.0,0.0,3.0726
2318,61.76,0.0,1.0,4.0
2319,29.25,1.0,0.0,2.9217
2320,42.2,0.0,1.0,3.849
2321,61.67,0.0,1.0,2.7707
2322,61.25,0.0,1.0,1.6924
2323,40.64,0.0,0.2894,0.6141
2324,16.68,1.0,0.0,0.3019
2325,42.96,0.0,1.0,1.2293
2326,15.46,1.0,0.0,0.151
2327,53.68,0.0,1.0,1.0783
2328,27.61,1.0,0.0,0.0
2329,34.82,0.0,0.86,0.9274
2330,17.12,1.0,0.0,0.0
2331,13.48,1.0,0.0,0.9274
2332,26.34,0.3133,0.0,1.8547
2333,25.72,1.0,0.0,2.1453
2334,24.25,1.0,0.0,3.0726
2335,32.46,0.0,0.0,4.0
2336,87.19,0.0,1.0,4.0
2337,44.04,0.0,0.7094,2.9217
2338,44.81,0.0,1.0,2.1567
2339,38.21,0.0,0.0,1.0783
2340,44.31,0.0,1.0,1.0783
2341,24.48,1.0,0.0,0.0
2342,13.78,1.0,0.0,0.9274
2343,30.13,1.0,0.0,1.8547
2344,48.46,0.0,1.0,2.7821
2345,28.31,1.0,0.0,1.7038
2346,38.68,0.0,0.3,2.6311
2347,31.8,0.0,0.0,2.3076
2348,65.05,0.0,1.0,2.3076
2349,46.66,0.0,1.0,1.2293
2350,-5.54,1.0,0.0,0.151
2351,39.93,0.0,1.0,1.0783
2352,25.72,1.0,0.0,0.0
2353,26.33,0.3133,0.0,0.9274
2354,15.52,1.0,0.0,1.2179
2355,10.81,1.0,0.0,2.1453
2356,25.37,1.0,0.0,3.0726
2357,29.18,0.0,0.0,4.0
2358,44.03,0.0,1.0,4.0
2359,54.69,0.0,1.0,2.9217
2360,57.4,0.0,1.0,1.8433
2361,23.22,1.0,0.0,0.765
2362,27.47,1.0,0.0,1.6924
2363,33.69,0.6634,0.0,2.6197
2364,64.12,0.0,1.0,3.235
2365,43.98,0.0,1.0,2.1567
2366,41.9,0.0,1.0,1.0783
2367,28.13,1.0,0.0,0.0
2368,26.81,1.0,0.0,0.9274
2369,52.46,0.0,1.0,1.8547
2370,28.02,1.0,0.0,0.7764
2371,37.32,0.0,0.58,1.7038
2372,36.99,0.0,0.0,1.0783
2373,62.76,0.0,1.0,1.0783
2374,29.76,0.0,0.0,0.0
2375,13.7,1.0,0.0,0.0
2376,31.13,0.0,0.5906,0.9274
2377,-6.53,1.0,0.0,0.2906
2378,23.88,1.0,0.0,1.2179
2379,22.57,1.0,0.0,2.1453
2380,21.9,1.0,0.0,3.0726
2381,34.4,0.0,1.0,4.0
2382,-13.75,1.0,0.0,2.9217
2383,26.36,0.1628,0.0,3.849
2384,42.15,0.0,1.0,4.0
2385,26.59,0.0,0.0,2.9217
2386,17.71,1.0,0.0,2.9217
2387,36.03,0.0,1.0,3.849
2388,39.21,0.0,1.0,2.7707
2389,25.82,1.0,0.0,1.6924
2390,14.28,1.0,0.0,2.6197
2391,41.31,0.0,1.0,3.5471
2392,20.45,1.0,0.0,2.4688
2393,44.4,0.0,1.0,3.3961
2394,30.23,0.0,0.0,2.3178
2395,27.06,0.0,0.0,2.3178
2396,33.03,0.0,0.0094,2.3178
2397,33.75,0.0,1.0,2.3076
2398,26.93,0.0,0.0,1.2293
2399,39.57,0.0,1.0,1.2293
2400,22.35,1.0,0.0,0.151
2401,34.72,0.0,1.0,1.0783
2402,26.0,0.0,0.0,0.0
2403,18.25,1.0,0.0,0.0
2404,17.82,1.0,0.0,0.9274
2405,14.68,1.0,0.0,1.8547
2406,32.0,0.0,1.0,2.7821
2407,27.94,0.0,0.0,1.7038
2408,14.48,1.0,0.0,1.7038
2409,27.36,0.0,0.0,2.6311
2410,22.72,0.6389,0.0,2.6311
2411,49.55,0.0,1.0,3.2236
2412,14.6,1.0,0.0,2.1453
2413,15.86,1.0,0.0,3.0726
2414,41.87,0.0,1.0,4.0
2415,51.94,0.0,1.0,2.9217
2416,28.21,0.0,0.0,1.8433
2417,31.98,0.0,0.0,1.8433
2418,51.23,0.0,1.0,1.8433
2419,18.01,1.0,0.0,0.765
2420,20.12,1.0,0.0,1.6924
2421,32.66,0.0,0.0,2.6197
2422,58.12,0.0,1.0,2.6197
2423,27.69,0.3023,0.0,1.5414
2424,27.1,1.0,0.0,1.8218
2425,36.68,0.0,1.0,2.7491
2426,49.32,0.0,1.0,1.6708
2427,19.06,1.0,0.0,0.5925
2428,24.02,1.0,0.0,1.5198
2429,49.5,0.0,1.0,2.4472
2430,16.99,1.0,0.0,1.3689
2431,45.39,0.0,1.0,2.2962
2432,23.29,1.0,0.0,1.2179
2433,34.26,0.0,0.0,2.1453
2434,28.65,0.0,0.0,2.1453
2435,20.44,1.0,0.0,2.1453
2436,18.81,1.0,0.0,3.0726
2437,28.97,0.0,0.0,4.0
2438,40.28,0.0,1.0,4.0
2439,30.91,0.5006,0.0,2.9217
2440,37.58,0.0,0.0,3.3859
2441,48.8,0.0,1.0,3.3859
2442,29.43,1.0,0.0,2.3076
2443,52.76,0.0,1.0,3.235
2444,51.49,0.0,1.0,2.1567
2445,89.75,0.0,1.0,1.0783
2446,29.66,0.0,0.0,0.0
2447,27.51,1.0,0.0,0.0
2448,34.28,0.0,0.86,0.9274
2449,32.91,0.0,0.0,0.0
2450,19.59,1.0,0.0,0.0
2451,20.28,1.0,0.0,0.9274
2452,29.25,0.0,0.58,1.8547
2453,19.61,1.0,0.0,1.2293
2454,25.11,0.0,0.0,2.1567
2455,32.73,0.0,1.0,2.1567
2456,47.21,0.0,1.0,1.0783
2457,26.79,0.0,0.0,0.0
2458,16.39,1.0,0.0,0.0
2459,14.64,1.0,0.0,0.9274
2460,17.1,1.0,0.0,1.8547
2461,16.63,1.0,0.0,2.7821
2462,26.97,0.0,0.0,3.7094
2463,21.37,0.3133,0.0,3.7094
2464,28.71,0.0,0.0,4.0
2465,30.52,0.0,0.0,4.0
2466,35.49,0.0,0.7094,4.0
2467,64.79,0.0,1.0,3.235
2468,48.8,0.0,1.0,2.1567
2469,36.34,0.0,1.0,1.0783
2470,28.83,0.0,0.0,0.0
2471,27.79,0.6389,0.0,0.0
2472,29.42,0.0,0.0,0.5925
2473,30.35,0.0,0.0,0.5925
2474,17.22,1.0,0.0,0.5925
2475,23.69,1.0,0.0,1.5198
2476,11.9,1.0,0.0,2.4472
2477,28.25,0.0,0.0,3.3746
2478,37.91,0.0,1.0,3.3746
2479,28.8,0.0,0.0,2.2962
2480,63.0,0.0,1.0,2.2962
2481,24.35,1.0,0.0,1.2179
2482,33.76,0.0,0.0,2.1453
2483,28.31,0.0,0.0,2.1453
2484,25.69,1.0,0.0,2.1453
2485,25.34,1.0,0.0,3.0726
2486,29.6,0.0,0.0,4.0
2487,43.65,0.0,1.0,4.0
2488,59.56,0.0,1.0,2.9217
2489,40.04,0.0,0.4294,1.8433
2490,55.16,0.0,1.0,1.3803
2491,31.95,1.0,0.0,0.3019
2492,50.68,0.0,1.0,1.2293
2493,27.71,1.0,0.0,0.151
2494,49.7,0.0,1.0,1.0783
2495,-5.42,1.0,0.0,0.0
2496,25.17,1.0,0.0,0.9274
2497,11.5,1.0,0.0,1.8547
2498,19.56,1.0,0.0,2.7821
2499,36.06,0.0,0.5906,3.7094
2500,29.46,0.0,0.0,3.0726
2501,28.67,1.0,0.0,3.0726
2502,41.38,0.0,0.7094,4.0
2503,37.69,0.0,0.0,3.235
2504,51.17,0.0,1.0,3.235
2505,45.8,0.0,1.0,2.1567
2506,53.36,0.0,1.0,1.0783
2507,32.55,1.0,0.0,0.0
2508,36.59,0.0,0.0,0.9274
2509,23.72,1.0,0.0,0.9274
2510,23.14,1.0,0.0,1.8547
2511,59.05,0.0,1.0,2.7821
2512,39.72,0.0,0.0,1.7038
2513,-2.68,1.0,0.0,1.7038
2514,43.37,0.0,1.0,2.6311
2515,33.31,0.6512,0.0,1.5528
2516,38.97,0.0,0.0,2.1567
2517,59.91,0.0,1.0,2.1567
2518,41.27,0.0,1.0,1.0783
2519,17.82,1.0,0.0,0.0
2520,24.4,1.0,0.0,0.9274
2521,46.31,0.0,1.0,1.8547
2522,22.02,1.0,0.0,0.7764
2523,12.5,1.0,0.0,1.7038
2524,47.16,0.0,1.0,2.6311
2525,33.41,0.0,0.0,1.5528
2526,28.42,0.1273,0.0,1.5528
2527,27.98,1.0,0.0,1.6708
2528,48.88,0.0,1.0,2.5982
2529,27.5,1.0,0.0,1.5198
2530,46.9,0.0,1.0,2.4472
2531,34.77,0.0,0.0,1.3689
2532,29.08,0.0,0.0,1.3689
2533,27.84,1.0,0.0,1.3689
2534,26.9,1.0,0.0,2.2962
2535,46.93,0.0,1.0,3.2236
2536,27.25,1.0,0.0,2.1453
2537,22.79,1.0,0.0,3.0726
2538,51.58,0.0,1.0,4.0
2539,51.1,0.0,1.0,2.9217
2540,46.0,0.0,1.0,1.8433
2541,41.87,0.0,0.5694,0.765
2542,30.42,1.0,0.0,0.151
2543,42.79,0.0,1.0,1.0783
2544,25.94,0.0,0.0,0.0
2545,20.96,1.0,0.0,0.0
2546,21.31,1.0,0.0,0.9274
2547,47.68,0.0,1.0,1.8547
2548,13.27,1.0,0.0,0.7764
2549,31.4,0.0,0.0,1.7038
2550,16.21,1.0,0.0,1.7038
2551,30.73,0.0,0.0,2.6311
2552,28.8,0.0,0.0,2.6311
2553,16.05,1.0,0.0,2.6311
2554,36.02,0.0,1.0,3.5585
2555,25.22,0.6389,0.0,2.4802
2556,12.82,1.0,0.0,3.0726
2557,35.55,0.0,0.0,4.0
2558,47.34,0.0,0.0,4.0
2559,54.92,0.0,1.0,4.0
2560,41.89,0.0,0.0,2.9217
2561,40.92,0.3379,0.0,2.9217
2562,66.33,0.0,1.0,3.235
2563,73.94,0.0,1.0,2.1567
2564,57.92,0.0,1.0,1.0783
2565,26.15,1.0,0.0,0.0
2566,36.58,0.0,0.0,0.9274
2567,37.95,0.0,0.86,0.9274
2568,14.01,1.0,0.0,0.0
2569,29.35,1.0,0.0,0.9274
2570,52.76,0.0,1.0,1.8547
2571,29.46,1.0,0.0,0.7764
2572,40.85,0.0,1.0,1.7038
2573,28.15,1.0,0.0,0.6254
2574,28.48,1.0,0.0,1.5528
2575,36.54,0.0,0.3106,2.4802
2576,25.24,1.0,0.0,2.1453
2577,23.81,1.0,0.0,3.0726
2578,49.04,0.0,1.0,4.0
2579,46.65,0.0,1.0,2.9217
2580,18.93,1.0,0.0,1.8433
2581,37.25,0.0,0.0,2.7707
2582,27.84,1.0,0.0,2.7707
2583,36.78,0.0,0.0,3.6981
2584,43.48,0.0,0.0,3.6981
2585,57.12,0.0,1.0,3.6981
2586,42.96,0.0,0.0,2.6197
2587,67.34,0.0,1.0,2.6197
2588,43.48,0.0,0.2894,1.5414
2589,45.31,0.0,1.0,1.2293
2590,25.51,1.0,0.0,0.151
2591,69.38,0.0,1.0,1.0783
2592,31.18,0.0,0.0,0.0
2593,32.02,0.0,0.0,0.0
2594,13.59,1.0,0.0,0.0
2595,17.69,1.0,0.0,0.9274
2596,37.69,0.0,1.0,1.8547
2597,29.24,0.6512,0.0,0.7764
2598,14.98,1.0,0.0,1.3803
2599,46.07,0.0,1.0,2.3076
2600,27.81,1.0,0.0,1.2293
2601,54.77,0.0,1.0,2.1567
2602,30.59,0.0,0.0,1.0783
2603,31.05,0.0,0.0,1.0783
2604,40.54,0.0,1.0,1.0783
2605,19.42,1.0,0.0,0.0
2606,20.31,1.0,0.0,0.9274
2607,30.54,0.0,0.0,1.8547
2608,49.52,0.0,1.0,1.8547
2609,25.36,1.0,0.0,0.7764
2610,23.32,1.0,0.0,1.7038
2611,54.94,0.0,1.0,2.6311
2612,31.65,0.0,0.0,1.5528
2613,31.8,0.0,0.0,1.5528
2614,17.86,1.0,0.0,1.5528
2615,25.75,0.9645,0.0,2.4802
2616,26.43,0.0,0.0,3.3746
2617,34.61,0.0,1.0,3.3746
2618,18.25,1.0,0.0,2.2962
2619,42.21,0.0,1.0,3.2236
2620,19.26,1.0,0.0,2.1453
2621,20.86,1.0,0.0,3.0726
2622,50.23,0.0,1.0,4.0
2623,34.55,0.0,0.44,2.9217
2624,27.78,1.0,0.0,2.4472
2625,31.71,0.0,0.0,3.3746
2626,50.74,0.0,1.0,3.3746
2627,48.38,0.0,1.0,2.2962
2628,20.2,1.0,0.0,1.2179
2629,26.25,1.0,0.0,2.1453
2630,29.73,0.0,0.0,3.0726
2631,23.21,1.0,0.0,3.0726
2632,36.43,0.0,0.5694,4.0
2633,40.55,0.0,1.0,3.3859
2634,62.43,0.0,1.0,2.3076
2635,62.95,0.0,1.0,1.2293
2636,34.9,0.0,0.0,0.151
2637,-19.58,1.0,0.0,0.151
2638,43.24,0.0,1.0,1.0783
2639,26.65,1.0,0.0,0.0
2640,32.62,0.0,0.0,0.9274
2641,24.28,1.0,0.0,0.9274
2642,17.05,1.0,0.0,1.8547
2643,16.94,1.0,0.0,2.7821
2644,40.7,0.0,1.0,3.7094
2645,25.14,1.0,0.0,2.6311
2646,52.17,0.0,1.0,3.5585
2647,26.86,0.3023,0.0,2.4802
2648,37.39,0.0,1.0,2.7605
2649,77.51,0.0,1.0,1.6822
2650,21.87,1.0,0.0,0.6039
2651,-6.98,1.0,0.0,1.5312
2652,42.25,0.0,1.0,2.4586
2653,19.99,1.0,0.0,1.3803
2654,28.65,0.0,0.0,2.3076
2655,26.75,1.0,0.0,2.3076
2656,40.88,0.0,1.0,3.235
2657,29.08,0.0,0.0,2.1567
2658,39.41,0.0,1.0,2.1567
2659,48.38,0.0,1.0,1.0783
2660,27.57,0.0,0.0,0.0
2661,28.66,0.0,0.0,0.0
2662,30.41,0.0,0.0,0.0
2663,19.88,1.0,0.0,0.0
2664,22.94,0.3133,0.0,0.9274
2665,26.15,0.0,0.0,1.2179
2666,20.86,1.0,0.0,1.2179
2667,21.57,1.0,0.0,2.1453
2668,24.4,0.0,0.0,3.0726
2669,21.15,1.0,0.0,3.0726
2670,37.49,0.0,0.0,4.0
2671,53.25,0.0,1.0,4.0
2672,28.76,1.0,0.0,2.9217
2673,39.83,0.0,1.0,3.849
2674,29.17,1.0,0.0,2.7707
2675,33.04,0.0,0.0,3.6981
2676,46.68,0.0,1.0,3.6981
2677,31.96,0.0,0.0,2.6197
2678,15.54,1.0,0.0,2.6197
2679,38.57,0.0,1.0,3.5471
2680,57.41,0.0,1.0,2.4688
2681,37.6,0.0,0.1494,1.3904
2682,59.58,0.0,1.0,1.2293
2683,32.53,0.0,0.0,0.151
2684,23.37,1.0,0.0,0.151
2685,38.55,0.0,1.0,1.0783
2686,18.61,1.0,0.0,0.0
2687,30.2,0.1628,0.0,0.9274
2688,41.82,0.0,1.0,1.0783
2689,12.88,1.0,0.0,0.0
2690,15.36,1.0,0.0,0.9274
2691,16.56,1.0,0.0,1.8547
2692,24.09,0.3133,0.0,2.7821
2693,23.45,1.0,0.0,3.0726
2694,48.14,0.0,1.0,4.0
2695,45.08,0.0,1.0,2.9217
2696,40.32,0.0,0.2894,1.8433
2697,35.44,0.0,0.0,1.5312
2698,36.48,0.0,0.0,1.5312
2699,21.54,1.0,0.0,1.5312
2700,36.5,0.0,0.0,2.4586
2701,18.16,1.0,0.0,2.4586
2702,38.81,0.0,0.0,3.3859
2703,49.93,0.0,1.0,3.3859
2704,40.23,0.0,0.0,2.3076
2705,38.28,0.0,0.0,2.3076
2706,48.48,0.0,1.0,2.3076
2707,15.24,1.0,0.0,1.2293
2708,43.78,0.0,1.0,2.1567
2709,35.34,0.0,0.0,1.0783
2710,33.87,0.0,0.0,1.0783
2711,42.14,0.0,1.0,1.0783
2712,26.02,0.0,0.0,0.0
2713,16.9,1.0,0.0,0.0
2714,22.93,1.0,0.0,0.9274
2715,24.39,1.0,0.0,1.8547
2716,25.69,0.0,0.0,2.7821
2717,28.27,0.0,0.0,2.7821
2718,42.53,0.0,1.0,2.7821
2719,22.12,1.0,0.0,1.7038
2720,36.13,0.0,1.0,2.6311
2721,53.01,0.0,1.0,1.5528
2722,17.36,1.0,0.0,0.4745
2723,31.09,0.0,0.1706,1.4018
2724,22.08,1.0,0.0,1.2179
2725,23.59,1.0,0.0,2.1453
2726,21.15,1.0,0.0,3.0726
2727,31.13,0.0,0.0,4.0
2728,71.33,0.0,1.0,4.0
2729,26.21,1.0,0.0,2.9217
2730,28.04,0.0,0.0,3.849
2731,26.37,0.1628,0.0,3.849
2732,72.25,0.0,1.0,4.0
2733,31.34,0.0,0.0,2.9217
2734,34.24,0.0,1.0,2.9217
2735,28.64,0.0,0.0,1.8433
2736,19.24,1.0,0.0,1.8433
2737,23.25,1.0,0.0,2.7707
2738,57.08,0.0,1.0,3.6981
2739,38.86,0.0,1.0,2.6197
2740,18.35,1.0,0.0,1.5414
2741,33.58,0.0,0.3,2.4688
2742,22.14,1.0,0.0,2.1453
2743,17.41,1.0,0.0,3.0726
2744,48.64,0.0,1.0,4.0
2745,50.77,0.0,1.0,2.9217
2746,46.04,0.0,1.0,1.8433
2747,24.82,1.0,0.0,0.765
2748,25.62,1.0,0.0,1.6924
2749,34.99,0.0,0.0,2.6197
2750,33.37,0.0,0.0,2.6197
2751,28.85,0.4884,0.0,2.6197
2752,-5.23,1.0,0.0,3.0726
2753,42.56,0.0,0.5694,4.0
2754,61.74,0.0,1.0,3.3859
2755,27.41,1.0,0.0,2.3076
2756,49.47,0.0,1.0,3.235
2757,41.47,0.0,0.0,2.1567
2758,45.02,0.0,1.0,2.1567
2759,44.84,0.0,1.0,1.0783
2760,21.04,1.0,0.0,0.0
2761,14.37,1.0,0.0,0.9274
2762,20.08,1.0,0.0,1.8547
2763,32.66,0.0,1.0,2.7821
2764,20.5,1.0,0.0,1.7038
2765,21.04,0.4761,0.0,2.6311
2766,15.7,1.0,0.0,3.0726
2767,60.0,0.0,1.0,4.0
2768,-7.82,1.0,0.0,2.9217
2769,44.39,0.0,1.0,3.849
2770,44.89,0.0,1.0,2.7707
2771,35.88,0.0,0.44,1.6924
2772,24.99,1.0,0.0,1.2179
2773,25.47,1.0,0.0,2.1453
2774,25.11,1.0,0.0,3.0726
2775,83.45,0.0,1.0,4.0
2776,45.69,0.0,1.0,2.9217
2777,34.84,0.0,0.0,1.8433
2778,49.92,0.0,1.0,1.8433
2779,29.32,1.0,0.0,0.765
2780,67.13,0.0,1.0,1.6924
2781,29.36,1.0,0.0,0.6141
2782,41.35,0.0,0.4294,1.5414
2783,48.1,0.0,1.0,1.0783
2784,30.77,0.0,0.0,0.0
2785,26.22,0.3133,0.0,0.0
2786,24.35,1.0,0.0,0.2906
2787,23.51,1.0,0.0,1.2179
2788,20.3,1.0,0.0,2.1453
2789,22.98,1.0,0.0,3.0726
2790,49.95,0.0,1.0,4.0
2791,31.35,0.0,0.0,2.9217
2792,25.98,1.0,0.0,2.9217
2793,28.36,0.1628,0.0,3.849
2794,47.13,0.0,1.0,4.0
2795,37.23,0.0,1.0,2.9217
2796,33.19,0.0,0.0,1.8433
2797,24.71,1.0,0.0,1.8433
2798,35.73,0.0,0.0,2.7707
2799,26.55,1.0,0.0,2.7707
2800,34.42,0.0,0.0,3.6981
2801,57.68,0.0,1.0,3.6981
2802,57.73,0.0,1.0,2.6197
2803,29.69,0.0,0.0,1.5414
2804,29.46,0.6634,0.0,1.5414
2805,38.53,0.0,1.0,2.1567
2806,914.2,0.0,1.0,1.0783
2807,16.98,1.0,0.0,0.0
2808,29.72,0.0,0.86,0.9274
2809,15.71,1.0,0.0,0.0
2810,19.47,1.0,0.0,0.9274
2811,21.16,1.0,0.0,1.8547
2812,21.5,1.0,0.0,2.7821
2813,22.36,0.3133,0.0,3.7094
2814,29.91,0.0,0.86,4.0
2815,27.07,0.0,0.0,3.0726
2816,20.55,1.0,0.0,3.0726
2817,44.75,0.0,1.0,4.0
2818,41.84,0.0,1.0,2.9217
2819,39.57,0.0,1.0,1.8433
2820,15.95,1.0,0.0,0.765
2821,30.09,1.0,0.0,1.6924
2822,37.12,0.0,0.0,2.6197
2823,23.24,1.0,0.0,2.6197
2824,37.91,0.0,0.0,3.5471
2825,39.54,0.0,1.0,3.5471
2826,81.2,0.0,1.0,2.4688
2827,82.31,0.0,1.0,1.3904
2828,22.25,1.0,0.0,0.3121
2829,89.01,0.0,1.0,1.2395
2830,25.31,1.0,0.0,0.1612
2831,46.91,0.0,1.0,1.0885
2832,37.95,0.0,0.0094,0.0102
2833,17.99,1.0,0.0,0.0
2834,28.96,1.0,0.0,0.9274
2835,23.21,1.0,0.0,1.8547
2836,30.31,0.0,0.0,2.7821
2837,29.3,0.4884,0.0,2.7821
2838,45.46,0.0,1.0,3.235
2839,33.6,0.0,0.0,2.1567
2840,32.41,0.0,0.0,2.1567
2841,50.11,0.0,1.0,2.1567
2842,39.48,0.0,1.0,1.0783
2843,-4.01,1.0,0.0,0.0
2844,21.72,1.0,0.0,0.9274
2845,18.84,1.0,0.0,1.8547
2846,24.08,1.0,0.0,2.7821
2847,26.89,0.3133,0.0,3.7094
2848,49.88,0.0,1.0,4.0
2849,58.09,0.0,1.0,2.9217
2850,40.46,0.5006,0.0,1.8433
2851,69.42,0.0,1.0,2.3076
2852,64.47,0.0,1.0,1.2293
2853,40.59,0.0,0.0,0.151
2854,26.21,1.0,0.0,0.151
2855,57.9,0.0,1.0,1.0783
2856,26.52,0.0,0.0,0.0
2857,26.7,0.0,0.0,0.0
2858,21.7,1.0,0.0,0.0
2859,17.69,1.0,0.0,0.9274
2860,14.97,1.0,0.0,1.8547
2861,33.81,0.0,1.0,2.7821
2862,22.79,1.0,0.0,1.7038
2863,95.73,0.0,1.0,2.6311
2864,23.56,1.0,0.0,1.5528
2865,22.04,1.0,0.0,2.4802
2866,38.62,0.0,1.0,3.4075
2867,50.57,0.0,1.0,2.3292
2868,28.11,0.0,0.0,1.2509
2869,33.28,0.0,1.0,1.2509
2870,15.45,1.0,0.0,0.1725
2871,26.43,0.0,0.0,1.0999
2872,26.08,0.0,0.0,1.0999
2873,21.32,1.0,0.0,1.0999
2874,44.62,0.0,1.0,2.0273
2875,19.24,1.0,0.0,0.9489
2876,25.2,0.0,0.0,1.8763
2877,30.97,0.0,0.74,1.8763
2878,26.19,0.0,0.0,1.0783
2879,38.42,0.0,1.0,1.0783
2880,30.23,-0.0,0.0,0.0
2881,35.03,0.0,0.0,0.0
2882,31.88,0.0,0.0,0.0
2883,36.11,0.0,0.0,0.0
2884,25.08,1.0,0.0,0.0
2885,30.21,0.0,0.0,0.9274
2886,35.95,0.0,0.86,0.9274
2887,34.56,0.0,0.0,0.0
2888,30.06,0.0,0.0,0.0
2889,30.55,0.0,0.0,0.0
2890,24.33,1.0,0.0,0.0
2891,34.4,0.0,0.7506,0.9274
2892,26.66,1.0,0.0,0.118
2893,21.65,1.0,0.0,1.0454
2894,23.42,1.0,0.0,1.9727
2895,21.99,1.0,0.0,2.9001
