species,attractiveness,n_sex_rows
Synthliboramphus scrippsi,6.2090,1
Synthliboramphus wumizusume,5.3207,1
Sypheotides indicus,6.4742,1
Syrigma sibilatrix,6.1986,1
Syrmaticus ellioti,5.7917,1
Syrmaticus humiae,5.7559,2
Syrmaticus mikado,6.6185,1
Syrmaticus reevesii,6.0392,2
Syrmaticus soemmerringii,5.2206,2
Syrrhaptes paradoxus,6.4688,1
Syrrhaptes tibetanus,5.9773,2
Systellura decussata,4.9709,1
Taccocua leschenaultii,5.7575,1
Tachornis furcata,5.1179,1
Tachornis phoenicobia,5.5853,1
Tachornis squamata,5.1170,1
Tachuris rubrigastra,6.9529,1
Tachybaptus dominicus,5.4487,1
Tachybaptus novaehollandiae,6.2064,1
Tachybaptus pelzelnii,6.4493,1
Tachybaptus ruficollis,5.7125,1
Tachycineta albilinea,6.0872,1
Tachycineta albiventer,6.6050,1
Tachycineta bicolor,6.2058,1
Tachycineta cyaneoviridis,6.9169,1
Tachycineta euchrysea,5.1513,1
Tachycineta leucorrhoa,6.0331,1
Tachycineta meyeni,5.9751,1
Tachycineta stolzmanni,5.4062,1
Tachycineta thalassina,7.0104,1
Tachyeres brachypterus,5.7395,2
Tachyeres leucocephalus,5.2151,1
Tachyeres patachonicus,6.3893,1
Tachyeres pteneres,5.4311,1
Tachymarptis aequatorialis,5.4842,1
Tachymarptis melba,5.8944,1
Tachyphonus coronatus,5.3966,1
Tachyphonus phoenicius,5.4429,2
Tachyphonus rufus,6.1611,2
Tadorna cana,5.8017,1
Tadorna ferruginea,5.7900,1
Tadorna tadorna,6.3064,1
Tadorna tadornoides,5.5649,1
Tadorna variegata,5.7156,2
Taeniopygia bichenovii,6.8610,1
Taeniotriccus andrei,5.6647,1
Talegalla cuvieri,4.6442,1
Talegalla fuscirostris,4.6999,1
Talegalla jobiensis,4.0501,1
Tangara abbas,6.4028,1
Tangara argyrofenges,5.9995,1
Tangara cabanisi,6.2100,1
Tangara callophrys,7.3755,1
Tangara chilensis,7.4089,1
Tangara chrysotis,7.1245,1
Tangara cyanicollis,7.3492,1
Tangara cyanocephala,7.1977,1
Tangara cyanoptera,6.2761,1
Tangara cyanotis,6.9817,1
Tangara cyanoventris,7.7358,1
Tangara desmaresti,7.1801,1
Tangara dowii,6.8426,1
Tangara episcopus,7.2609,1
Tangara fastuosa,6.7526,1
Tangara florida,6.5481,1
Tangara fucosa,5.6344,1
Tangara glaucocolpa,5.6162,1
Tangara guttata,6.6265,1
Tangara gyrola,7.0900,1
Tangara heinei,6.6426,1
Tangara icterocephala,6.5841,1
Tangara inornata,4.8796,1
Tangara johannae,6.3836,1
Tangara labradorides,6.7098,1
Tangara larvata,7.4151,1
Tangara lavinia,6.6798,1
Tangara meyerdeschauenseei,5.7074,1
Tangara nigrocincta,7.0734,1
Tangara nigroviridis,7.5720,1
Tangara ornata,6.6063,1
Tangara palmarum,5.5921,1
Tangara palmeri,6.5747,1
Tangara peruviana,6.5283,1
Tangara phillipsi,5.7831,1
Tangara preciosa,7.3827,1
Tangara punctata,7.1731,1
Tangara rufigenis,6.1297,1
Tangara rufigula,6.1441,1
Tangara sayaca,6.6122,1
Tangara schrankii,6.9724,1
Tangara seledon,7.3637,1
Tangara varia,6.9371,1
Tangara viridicollis,5.6890,1
Tangara vitriolina,6.2144,1
Tangara xanthocephala,7.0381,1
Tangara xanthogastra,6.8562,1
Tanygnathus gramineus,5.4977,1
Tanygnathus lucionensis,7.3457,1
Tanygnathus megalorynchos,6.8394,1
Tanysiptera carolinae,7.3604,1
Tanysiptera danae,7.0665,1
Tanysiptera ellioti,7.1116,1
Tanysiptera galatea,7.1863,1
Tanysiptera hydrocharis,6.9122,1
Tanysiptera nigriceps,6.4199,1
Tanysiptera nympha,7.0973,1
Tanysiptera riedelii,7.1754,1
Tanysiptera sylvia,7.4269,1
Tapera naevia,6.2635,1
Taphrolesbia griseiventris,6.7022,1
Taphrospilus hypostictus,6.9886,1
Taraba major,5.9146,1
Tarphonomus certhioides,4.8569,1
Tarphonomus harterti,5.0315,1
Tarsiger chrysaeus,6.4947,2
Tarsiger cyanurus,6.7646,2
Tarsiger hyperythrus,7.5027,1
Tarsiger indicus,5.8166,1
Tarsiger johnstoniae,6.7266,1
Tarsiger rufilatus,7.3223,1
Tauraco bannermani,6.5099,1
Tauraco corythaix,7.1258,1
Tauraco erythrolophus,7.1921,1
Tauraco fischeri,7.2769,1
Tauraco hartlaubi,6.9573,1
Tauraco leucolophus,6.7020,1
Tauraco leucotis,6.6808,1
Tauraco livingstonii,7.2503,1
Tauraco macrorhynchus,7.1003,1
Tauraco persa,6.9342,1
Tauraco ruspolii,7.2001,1
Tauraco schalowi,7.2179,1
Tauraco schuettii,7.2831,1
Tchagra australis,5.6870,1
Tchagra jamesi,6.2860,1
Tchagra senegalus,6.2504,1
Tchagra tchagra,6.1714,1
Telacanthura melanopygia,4.2458,1
Telacanthura ussheri,5.5044,1
Teledromas fuscus,5.1589,1
Telespiza cantans,5.2983,1
Telespiza ultima,5.7889,1
Telophorus dohertyi,7.0527,1
Telophorus viridis,6.6875,1
Telophorus zeylonus,5.6819,1
Temnotrogon roseigaster,8.0647,1
Temnurus temnurus,5.8845,1
Tephrodornis affinis,5.2921,1
Tephrodornis pondicerianus,5.3487,1
Tephrodornis sylvicola,5.2732,1
Tephrodornis virgatus,6.3600,1
Tephrophilus wetmorei,6.7216,1
Tephrozosterops stalkeri,4.3573,1
Terathopius ecaudatus,6.5690,1
Terenotriccus erythrurus,6.6100,1
Terenura maculata,6.1999,1
Terenura sicki,5.2130,2
Teretistris fernandinae,6.1064,1
Teretistris fornsi,6.2681,1
Terpsiphone atrocaudata,6.7221,1
Terpsiphone atrochalybeia,6.5036,1
Terpsiphone batesi,5.9807,2
Terpsiphone bourbonnensis,6.7982,1
Terpsiphone corvina,6.0958,2
Terpsiphone cyanescens,6.4804,2
Terpsiphone incei,6.3324,2
Terpsiphone mutata,6.8322,2
Terpsiphone paradisi,6.7580,2
Terpsiphone rufiventer,6.8702,2
Terpsiphone rufocinerea,6.6889,1
Terpsiphone viridis,7.3685,1
Tersina viridis,6.6560,1
Tesia cyaniventer,6.4030,1
Tesia everetti,5.4338,1
Tesia olivea,6.2769,1
Tesia superciliaris,5.8646,1
Tetrao urogalloides,6.1752,1
Tetrao urogallus,6.8239,1
Tetraogallus altaicus,6.1998,1
Tetraogallus caspius,5.4230,1
Tetraogallus caucasicus,5.2498,1
Tetraogallus himalayensis,5.5686,1
Tetraogallus tibetanus,5.6214,2
Tetraophasis obscurus,5.4899,1
Tetraophasis szechenyii,5.7059,1
Tetrax tetrax,5.9818,1
Thalassarche bulleri,5.8281,1
Thalassarche chrysostoma,6.6808,1
Thalassarche eremita,5.2729,1
Thalassarche salvini,5.5988,1
Thalasseus bengalensis,5.5285,1
Thalasseus bergii,5.3111,1
Thalasseus bernsteini,5.6106,1
Thalasseus elegans,5.7718,1
Thalasseus sandvicensis,6.0249,1
Thalassoica antarctica,5.3933,1
Thalassornis leuconotus,5.0810,1
Thalurania colombica,7.2970,1
Thalurania furcata,6.9055,2
Thalurania glaucopis,7.9902,1
Thalurania ridgwayi,6.8688,1
Thalurania watertonii,7.1735,2
Thamnolaea cinnamomeiventris,5.8902,1
Thamnomanes ardesiacus,5.1396,1
Thamnomanes caesius,5.0518,2
Thamnomanes saturninus,5.1429,1
Thamnomanes schistogynus,5.4920,1
Thamnophilus aethiops,5.5314,2
Thamnophilus amazonicus,6.7390,1
Thamnophilus ambiguus,5.7580,2
Thamnophilus aroyae,5.3972,2
Thamnophilus atrinucha,6.3040,1
Thamnophilus bridgesi,5.6061,1
Thamnophilus caerulescens,6.2401,1
Thamnophilus cryptoleucus,6.0301,1
Thamnophilus divisorius,5.3304,1
Thamnophilus doliatus,5.9266,1
Thamnophilus insignis,5.0764,1
Thamnophilus melanonotus,5.6696,2
Thamnophilus melanothorax,4.6297,1
Thamnophilus multistriatus,6.2722,2
Thamnophilus murinus,5.7993,1
Thamnophilus nigriceps,5.5980,2
Thamnophilus nigrocinereus,5.7864,1
Thamnophilus palliatus,6.7705,1
Thamnophilus pelzelni,5.3141,1
Thamnophilus praecox,5.5794,2
Thamnophilus punctatus,5.6307,2
Thamnophilus schistaceus,5.5556,2
Thamnophilus stictocephalus,5.2069,1
Thamnophilus sticturus,5.6751,2
Thamnophilus tenuepunctatus,5.8813,1
Thamnophilus torquatus,6.0162,1
Thamnophilus unicolor,6.0650,1
Thamnophilus zarumae,6.0035,2
Thamnornis chloropetoides,5.8662,1
Thaumastura cora,6.7853,2
Thaumatibis gigantea,4.2788,1
Theristicus branickii,5.7955,1
Theristicus caerulescens,5.0005,1
Theristicus caudatus,5.1369,1
Theristicus melanopis,5.7921,2
Thescelocichla leucopleura,5.0163,1
Thinocorus orbignyianus,5.1664,1
Thinocorus rumicivorus,5.2660,1
Thinornis cucullatus,6.3171,1
Thinornis novaeseelandiae,5.8882,2
Thlypopsis fulviceps,6.4015,1
Thlypopsis inornata,6.6156,1
Thlypopsis ornata,6.0811,1
Thlypopsis pectoralis,6.0764,1
Thlypopsis pyrrhocoma,6.2586,1
Thlypopsis ruficeps,5.8858,1
Thlypopsis sordida,6.5039,1
Thlypopsis superciliaris,6.4467,1
Threnetes ruckeri,6.3473,1
Threskiornis aethiopicus,4.7899,1
Threskiornis bernieri,5.7492,1
Threskiornis melanocephalus,5.9241,1
Threskiornis moluccus,5.5069,1
Threskiornis spinicollis,5.1824,1
Thripadectes flammulatus,5.5446,1
Thripadectes holostictus,5.1994,1
Thripadectes ignobilis,5.3692,1
Thripadectes melanorhynchus,4.8719,1
Thripadectes rufobrunneus,5.6899,1
Thripadectes scrutator,4.8334,1
Thripadectes virgaticeps,5.5594,1
Thripophaga amacurensis,4.7601,1
Thripophaga cherriei,4.7818,1
Thripophaga fusciceps,5.3960,1
Thripophaga gutturata,5.3731,1
Thripophaga macroura,5.5257,1
Thryomanes bewickii,5.8645,1
Thryophilus nicefori,5.1748,1
Thryophilus pleurostictus,5.8714,1
Thryophilus rufalbus,5.2676,1
Thryophilus sernai,5.0667,1
Thryophilus sinaloa,5.6011,1
Thryorchilus browni,6.1632,1
Tiaris olivaceus,5.6724,1
Tichodroma muraria,6.8135,1
Tickellia hodgsoni,6.3496,1
Tigriornis leucolopha,5.3101,1
Tigrisoma fasciatum,5.7697,1
Tigrisoma lineatum,5.6593,1
Tigrisoma mexicanum,5.6884,1
Tilmatura dupontii,7.6124,1
Timalia pileata,6.2675,1
Timeliopsis fulvigula,5.0113,1
Tinamotis ingoufi,5.0451,1
Tinamotis pentlandii,5.2736,1
Tinamus guttatus,4.5654,1
Tinamus major,5.1580,1
Tinamus osgoodi,4.7396,1
Tinamus solitarius,5.3065,1
Tinamus tao,4.7561,1
Tityra inquisitor,5.6223,1
Tityra semifasciata,6.1025,1
Tmetothylacus tenellus,6.1625,1
Tockus damarensis,6.1073,1
Tockus deckeni,5.3323,1
Tockus flavirostris,6.7094,1
Tockus jacksoni,6.4300,1
Tockus leucomelas,6.0222,1
Tockus monteiri,5.7921,1
Todiramphus albonotatus,6.9540,1
Todiramphus australasia,7.5290,1
Todiramphus diops,7.4582,1
Todiramphus enigma,5.5828,1
Todiramphus farquhari,7.3863,1
Todiramphus funebris,6.7952,1
Todiramphus godeffroyi,7.5086,1
Todiramphus lazuli,7.9953,1
Todiramphus leucopygius,7.2618,1
Todiramphus macleayii,7.6194,1
Todiramphus nigrocyaneus,7.0290,1
Todiramphus pelewensis,6.0683,1
Todiramphus pyrrhopygius,6.2661,1
Todiramphus recurvirostris,7.2147,1
Todiramphus reichenbachii,6.9701,1
Todiramphus sanctus,7.2406,1
Todiramphus saurophagus,6.9138,1
Todiramphus tutus,6.1421,1
Todiramphus winchelli,6.5050,1
Todirostrum chrysocrotaphum,6.1916,1
Todirostrum cinereum,6.4813,1
Todirostrum maculatum,6.1412,1
Todirostrum nigriceps,5.9683,1
Todirostrum pictum,6.5761,1
Todirostrum poliocephalum,6.1418,1
Todirostrum viridanum,5.6465,1
Todus angustirostris,7.2922,1
Todus mexicanus,7.4275,1
Todus multicolor,7.6596,1
Todus subulatus,7.5614,1
Todus todus,7.6116,1
Tolmomyias poliocephalus,5.5940,1
Tolmomyias sulphurescens,5.3709,1
Tolmomyias traylori,5.5386,1
Topaza pella,7.8275,1
Topaza pyra,7.3429,1
Torgos tracheliotos,5.2042,1
Torreornis inexpectata,5.5813,1
Touit batavicus,6.8974,1
Touit costaricensis,7.3829,1
Touit dilectissimus,6.3167,1
Touit huetii,6.8672,1
Touit melanonotus,6.5912,1
Touit purpuratus,6.7596,1
Touit stictopterus,6.1575,2
Touit surdus,5.9760,1
Toxorhamphus novaeguineae,5.8791,1
Toxorhamphus poliopterus,5.1472,1
Toxostoma bendirei,4.8707,1
Toxostoma cinereum,4.8277,1
Toxostoma crissale,4.9710,1
Toxostoma curvirostre,4.8850,1
Toxostoma guttatum,4.7961,1
Toxostoma lecontei,5.3507,1
Toxostoma longirostre,4.6840,1
Toxostoma ocellatum,5.1739,1
Toxostoma redivivum,5.3990,1
Toxostoma rufum,5.4022,1
Trachyphonus erythrocephalus,6.6300,1
Trachyphonus margaritatus,6.3829,1
Trachyphonus vaillantii,5.7477,1
Tragopan blythii,6.4611,1
Tragopan caboti,5.2233,2
Tragopan melanocephalus,5.2898,1
Tragopan satyra,6.9902,1
Tragopan temminckii,5.4715,2
Tregellasia capito,6.8678,1
Tregellasia leucops,6.2585,1
Treron affinis,5.7243,1
Treron apicauda,6.2048,1
Treron aromaticus,5.5187,1
Treron australis,6.1450,1
Treron axillaris,5.1123,1
Treron bicinctus,6.2668,1
Treron capellei,5.6076,2
Treron chloropterus,5.9972,1
Treron curvirostra,6.1662,1
Treron floris,5.9668,1
Treron fulvicollis,5.8368,1
Treron griseicauda,6.0418,2
Treron griveaudi,5.7853,1
Treron olax,6.2678,1
Treron oxyurus,5.7607,1
Treron pembaensis,5.3231,1
Treron phayrei,5.6114,2
Treron phoenicopterus,6.4597,1
Treron pompadora,6.6015,1
Treron psittaceus,5.4715,1
Treron sanctithomae,5.6884,1
Treron seimundi,5.3515,1
Treron sieboldii,6.4792,1
Treron sphenurus,6.2250,1
Treron teysmannii,5.6831,1
Treron vernans,5.8925,1
Treron waalia,6.4529,1
Tribonyx mortierii,5.1543,1
Tribonyx ventralis,5.1965,1
Trichastoma bicolor,5.4680,1
Trichastoma buettikoferi,4.1333,1
Trichastoma celebense,5.4927,1
Trichastoma cinereiceps,5.1720,1
Trichastoma malaccense,5.5246,1
Trichastoma pyrrogenys,5.3979,1
Trichastoma rostratum,5.0319,1
Trichastoma tickelli,4.3669,1
Trichixos pyrropygus,6.0171,2
Trichodere cockerelli,4.9546,1
Trichoglossus capistratus,7.1423,1
Trichoglossus chlorolepidotus,6.2563,1
Trichoglossus euteles,6.6959,1
Trichoglossus flavoviridis,6.4644,1
Trichoglossus forsteni,5.8978,1
Trichoglossus iris,6.1755,1
Trichoglossus johnstoniae,6.0518,1
Trichoglossus moluccanus,7.1154,1
Trichoglossus ornatus,6.4998,1
Trichoglossus rubiginosus,6.7042,1
Trichoglossus rubritorquis,7.0128,1
Trichoglossus weberi,6.8998,1
Tricholaema diademata,6.1867,1
Tricholaema frontata,6.1706,1
Tricholaema hirsuta,5.2310,1
Tricholaema lacrymosa,5.7579,1
Tricholaema leucomelas,6.5451,1
Tricholaema melanocephala,6.0231,1
Tricholestes criniger,5.4817,1
Trichothraupis melanops,5.7852,1
Triclaria malachitacea,6.5670,2
Trigonoceps occipitalis,5.4696,1
Tringa brevipes,5.7062,1
Tringa erythropus,5.6451,1
Tringa flavipes,5.5184,1
Tringa glareola,5.6809,1
Tringa guttifer,5.8921,1
Tringa incana,5.2629,1
Tringa melanoleuca,5.8320,1
Tringa nebularia,6.0154,1
Tringa ochropus,5.6303,1
Tringa semipalmata,5.7195,1
Tringa solitaria,5.6309,1
Tringa stagnatilis,5.8686,1
Tringa totanus,6.0434,1
Trochalopteron affine,6.1103,1
Trochalopteron austeni,6.0849,1
Trochalopteron chrysopterum,5.9622,1
Trochalopteron elliotii,6.0680,1
Trochalopteron erythrocephalum,6.3926,1
Trochalopteron formosum,5.8140,1
Trochalopteron henrici,5.3736,1
Trochalopteron imbricatum,5.6595,1
Trochalopteron lineatum,5.3295,1
Trochalopteron melanostigma,5.8050,1
Trochalopteron milnei,6.5799,1
Trochalopteron morrisonianum,6.0251,1
Trochalopteron ngoclinhense,6.0810,1
Trochalopteron peninsulae,5.7562,1
Trochalopteron squamatum,6.5979,1
Trochalopteron subunicolor,5.8508,1
Trochalopteron variegatum,6.0065,1
Trochalopteron virgatum,5.0574,1
Trochalopteron yersini,6.7436,1
Trochocercus nitens,5.4400,1
Troglodytes cobbi,6.0500,1
Troglodytes hiemalis,6.3660,1
Troglodytes monticola,6.0071,1
Troglodytes ochraceus,5.7795,1
Troglodytes pacificus,6.3352,1
Troglodytes rufociliatus,5.5149,1
Troglodytes rufulus,4.7986,1
Troglodytes sissonii,5.2459,1
Troglodytes solstitialis,5.3399,1
Troglodytes tanneri,5.1656,1
Troglodytes troglodytes,5.2496,1
Trogon bairdii,6.9648,2
Trogon chionurus,6.8770,2
Trogon citreolus,6.6168,1
Trogon clathratus,7.2995,1
Trogon collaris,7.1782,2
Trogon comptus,7.0393,1
Trogon curucui,6.8783,2
Trogon massena,7.5627,1
Trogon melanocephalus,7.0432,1
Trogon melanurus,6.3971,1
Trogon mesurus,6.8150,1
Trogon mexicanus,7.7179,1
Trogon personatus,7.2250,2
Trogon rufus,7.5861,1
Trogon viridis,7.1056,2
Trugon terrestris,4.5440,1
Turacoena manadensis,6.2725,1
Turacoena modesta,5.2445,1
Turacoena sulaensis,5.0199,1
Turdinus atrigularis,5.0716,1
Turdinus brevicaudatus,4.6272,1
Turdinus crassus,5.8864,1
Turdinus macrodactylus,4.9892,1
Turdinus marmoratus,5.2868,1
Turdinus rufipectus,5.0097,1
Turdoides affinis,4.9899,1
Turdoides bicolor,5.7463,1
Turdoides gymnogenys,5.7879,1
Turdoides hartlaubii,5.2795,1
Turdoides hindei,4.6624,1
Turdoides hypoleuca,5.8889,1
Turdoides jardineii,4.9917,1
Turdoides leucocephala,5.0571,1
Turdoides leucopygia,5.4620,1
Turdoides melanops,4.9031,1
Turdoides plebejus,5.2850,1
Turdoides reinwardtii,5.2415,1
Turdoides rufescens,5.3749,1
Turdoides sharpei,5.3608,1
Turdoides squamulata,5.0896,1
Turdoides tenebrosa,5.0243,1
Turdus abyssinicus,5.4903,1
Turdus albocinctus,5.5072,2
Turdus amaurochalinus,5.0710,1
Turdus arthuri,4.5243,1
Turdus atrogularis,5.6693,1
Turdus aurantius,5.8952,1
Turdus bewsheri,5.0464,1
Turdus boulboul,5.4589,2
Turdus cardis,5.4703,2
Turdus celaenops,4.8053,1
Turdus chrysolaus,5.5674,2
Turdus dissimilis,5.5461,1
Turdus eremita,5.1134,1
Turdus eunomus,5.5206,1
Turdus falcklandii,5.8657,1
Turdus feae,5.3097,1
Turdus flavipes,5.9166,1
Turdus fulviventris,5.3569,1
Turdus fumigatus,5.2801,1
Turdus fuscater,4.9884,2
Turdus grayi,4.7928,1
Turdus haplochrous,4.5574,1
Turdus hauxwelli,4.7272,1
Turdus helleri,5.6272,1
Turdus hortulorum,5.5260,1
Turdus iliacus,5.8604,1
Turdus infuscatus,5.6150,1
Turdus jamaicensis,5.4810,1
Turdus kessleri,4.9528,1
Turdus lawrencii,5.2365,1
Turdus leucomelas,4.8654,1
Turdus leucops,5.7450,1
Turdus lherminieri,5.7041,1
Turdus libonyana,5.0634,1
Turdus ludoviciae,4.8851,1
Turdus maculirostris,4.9996,1
Turdus mandarinus,5.0503,2
Turdus maranonicus,4.8740,1
Turdus maximus,5.0030,1
Turdus menachensis,5.0670,1
Turdus merula,5.7538,2
Turdus naumanni,4.7305,1
Turdus nigrescens,5.8989,1
Turdus nigriceps,5.5241,1
Turdus niveiceps,5.8006,1
Turdus nudigenis,5.2564,1
Turdus obscurus,5.4761,1
Turdus obsoletus,4.8031,1
Turdus olivaceofuscus,4.8143,1
Turdus olivaceus,5.4211,1
Turdus olivater,5.2718,1
Turdus pallidus,5.0830,1
Turdus pelios,5.2077,1
Turdus philomelos,5.8102,1
Turdus pilaris,5.1516,1
Turdus plebejus,4.5435,1
Turdus poliocephalus,5.7398,1
Turdus reevei,5.4368,1
Turdus roehli,5.6112,1
Turdus rubrocanus,6.1751,1
Turdus ruficollis,5.6681,1
Turdus rufitorques,5.2241,1
Turdus rufiventris,5.2794,1
Turdus rufopalliatus,5.6565,1
Turdus sanchezorum,4.6922,1
Turdus serranus,5.1326,2
Turdus simillimus,5.7802,1
Turdus smithi,4.9706,1
Turdus subalaris,5.0039,1
Turdus swalesi,5.3978,1
Turdus tephronotus,5.4690,1
Turdus torquatus,5.3814,1
Turdus unicolor,5.6805,2
Turdus viscivorus,5.8354,1
Turdus xanthorhynchus,5.1046,1
Turnix castanotus,4.5702,1
Turnix everetti,4.7060,1
Turnix hottentottus,4.0563,1
Turnix maculosus,4.9426,1
Turnix melanogaster,5.1910,1
Turnix nanus,5.0478,1
Turnix nigricollis,5.8656,1
Turnix ocellatus,4.8238,2
Turnix pyrrhothorax,5.2837,2
Turnix suscitator,5.0937,1
Turnix sylvaticus,5.2638,1
Turnix tanki,5.5359,1
Turnix velox,4.3528,1
Turtur abyssinicus,5.6263,1
Turtur afer,5.4972,1
Turtur brehmeri,5.7453,1
Turtur chalcospilos,5.9791,1
Turtur tympanistria,6.0060,1
Tychaedon barbata,5.8623,1
Tychaedon coryphoeus,5.3272,1
Tychaedon leucosticta,5.5774,1
Tychaedon quadrivirgata,5.8340,1
Tychaedon signata,5.1338,1
Tylas eduardi,5.1116,1
Tympanuchus cupido,6.2207,1
Tympanuchus pallidicinctus,6.1697,1
Tympanuchus phasianellus,5.9733,1
Tyranneutes stolzmanni,5.5363,1
Tyranneutes virescens,5.5100,1
Tyrannopsis sulphurea,5.6202,1
Tyrannulus elatus,5.7269,1
Tyrannus albogularis,6.2793,1
Tyrannus caudifasciatus,5.7226,1
Tyrannus couchii,5.9130,1
Tyrannus crassirostris,5.6361,1
Tyrannus cubensis,5.6212,1
Tyrannus dominicensis,5.9942,1
Tyrannus forficatus,5.6288,1
Tyrannus melancholicus,5.7914,1
Tyrannus niveigularis,6.1854,1
Tyrannus savana,6.4583,1
Tyrannus tyrannus,6.1526,1
Tyrannus verticalis,6.3133,1
Tyrannus vociferans,5.4977,1
Tyto almae,7.0296,1
Tyto aurantia,6.8467,1
Tyto capensis,6.9631,1
Tyto inexspectata,7.3954,1
Tyto longimembris,6.8004,1
Tyto nigrobrunnea,5.6230,1
Tyto rosenbergii,7.2583,1
Tyto soumagnei,6.6964,1
Upucerthia albigula,4.9556,1
Upucerthia dumetaria,5.0384,1
Upucerthia saturatior,4.8371,1
Upucerthia validirostris,5.2039,1
Upupa epops,8.0013,1
Upupa marginata,7.3914,1
Uraeginthus angolensis,6.7479,2
Uraeginthus bengalus,6.8458,2
Uraeginthus cyanocephalus,6.5713,1
Uratelornis chimaera,7.1189,1
Uria aalge,6.2525,1
Uria lomvia,6.1378,1
Urile pelagicus,4.8578,1
Urile penicillatus,5.6332,1
Urile urile,5.0007,1
Urochroa bougueri,7.5386,1
Urochroa leucura,7.3620,1
Urocissa caerulea,6.6217,1
Urocissa erythroryncha,7.1833,1
Urocissa flavirostris,6.6969,1
Urocissa ornata,7.2987,1
Urocolius indicus,6.0472,1
Urocolius macrourus,6.0709,1
Urocynchramus pylzowi,5.8585,2
Urodynamis taitensis,5.2621,1
Uroglaux dimorpha,6.0210,1
Urolais epichlorus,4.8810,1
Urolestes melanoleucus,6.0052,1
Uromyias agilis,5.4861,1
Uromyias agraphia,5.6694,1
Uropelia campestris,5.7223,1
Uropsalis lyra,5.7572,2
Uropsalis segmentata,5.7945,2
Uropsila leucogastra,5.5897,1
Urosphena squameiceps,6.1589,1
Urosphena subulata,5.5314,1
Urosphena whiteheadi,5.8465,1
Urosticte benjamini,7.0994,2
Urosticte ruficrissa,6.9455,2
Urothraupis stolzmanni,5.8296,1
Urotriorchis macrourus,6.4146,1
Vanellus albiceps,5.2651,1
Vanellus armatus,6.2103,1
Vanellus chilensis,6.4417,1
Vanellus cinereus,5.8979,1
Vanellus coronatus,5.5203,1
Vanellus crassirostris,5.3530,1
Vanellus duvaucelii,6.7720,1
Vanellus gregarius,5.5648,1
Vanellus indicus,5.9337,1
Vanellus leucurus,6.1829,1
Vanellus lugubris,5.5647,1
Vanellus malabaricus,6.1483,1
Vanellus melanocephalus,5.8145,1
Vanellus melanopterus,5.5670,1
Vanellus resplendens,5.8593,1
Vanellus senegallus,5.7890,1
Vanellus spinosus,6.3735,1
Vanellus superciliosus,5.3288,1
Vanellus tectus,6.5465,1
Vanellus tricolor,6.5229,1
Vanellus vanellus,6.7776,1
Vanga curvirostris,6.1344,1
Vauriella albigularis,4.8084,1
Vauriella goodfellowi,5.7262,1
Vauriella gularis,5.7907,1
Vauriella insignis,5.5793,1
Veles binotatus,5.3270,1
Veniliornis affinis,6.5118,1
Veniliornis callonotus,6.1756,1
Veniliornis cassini,6.6345,1
Veniliornis chocoensis,6.1410,1
Veniliornis dignus,5.7720,1
Veniliornis frontalis,5.7309,1
Veniliornis kirkii,5.8546,2
Veniliornis lignarius,6.1814,2
Veniliornis maculifrons,6.4360,1
Veniliornis mixtus,5.5961,1
Veniliornis nigriceps,5.9441,2
Veniliornis passerinus,6.3478,2
Veniliornis sanguineus,5.7310,1
Veniliornis spilogaster,6.1559,2
Vermivora chrysoptera,6.6689,2
Vermivora cyanoptera,6.7690,1
Verreauxia africana,5.5404,1
Vidua camerunensis,5.0242,1
Vidua chalybeata,6.0704,1
Vidua codringtoni,5.8920,1
Vidua fischeri,6.7937,1
Vidua funerea,5.7301,1
Vidua hypocherina,6.0163,2
Vidua interjecta,7.2987,1
Vidua larvaticola,5.5203,1
Vidua macroura,6.5768,1
Vidua maryae,5.1173,1
Vidua obtusa,6.5465,1
Vidua orientalis,5.8843,1
Vidua paradisaea,7.0520,1
Vidua purpurascens,5.8847,1
Vidua raricola,5.0594,1
Vidua regia,6.8928,1
Vidua togoensis,6.4669,1
Vidua wilsoni,6.3086,1
Vini australis,7.0853,1
Vini kuhlii,7.0621,1
Vini peruviana,6.6630,1
Vini stepheni,5.9971,1
Vini ultramarina,7.1503,1
Vireo altiloquus,5.6792,1
Vireo atricapilla,6.0856,1
Vireo bairdi,5.4919,1
Vireo bellii,5.3795,1
Vireo brevipennis,6.5751,1
Vireo caribaeus,5.4278,1
Vireo carmioli,5.8432,1
Vireo cassinii,5.9996,1
