species,matched_name,authorship,year,source,fetched
Zosterops flavus,Zosterops flavus,"(Horsfield, 1821)",1821,gbif,2026-09-05
Zosterops fuscicapilla,Zosterops fuscicapilla,"Salvadori, 1876",1876,gbif,2026-09-05
Zosterops gibbsi,Zosterops gibbsi,"Dutson, 2008",2008,gbif,2026-09-05
Zosterops grayi,Zosterops grayi,"Wallace, 1864",1864,gbif,2026-09-05
Zosterops griseotinctus,Zosterops griseotinctus,"G.R.Gray, 1858",1858,gbif,2026-09-05
Zosterops griseovirescens,Zosterops griseovirescens,"Bocage, 1893",1893,gbif,2026-09-05
Zosterops hamlini,Zosterops hamlini,"Murphy, 1929",1929,gbif,2026-09-05
Zosterops hypolais,Zosterops hypolais,"Hartlaub & Finsch, 1872",1872,gbif,2026-09-05
Zosterops hypoxanthus,Zosterops hypoxanthus,"Salvadori, 1881",1881,gbif,2026-09-05
Zosterops inornatus,Zosterops inornatus,"E.L.Layard, 1878",1878,gbif,2026-09-05
Zosterops japonicus,Zosterops japonicus,"Temminck & Schlegel, 1845",1845,gbif,2026-09-05
Zosterops kaffensis,Zosterops kaffensis,"Neumann, 1902",1902,gbif,2026-09-05
Zosterops kikuyuensis,Zosterops kikuyuensis,"Sharpe, 1891",1891,gbif,2026-09-05
Zosterops kirki,Zosterops kirki,"Shelley, 1880",1880,gbif,2026-09-05
Zosterops kuehni,Zosterops kuehni,"Hartert, 1906",1906,gbif,2026-09-05
Zosterops kulalensis,Zosterops kulalensis,"Williams, 1947",1947,gbif,2026-09-05
Zosterops kulambangrae,Zosterops kulambangrae,"Rothschild & Hartert, 1901",1901,gbif,2026-09-05
Zosterops lacertosus,Zosterops lacertosus,"(Murphy & Mathews, 1929)",1929,gbif,2026-09-05
Zosterops lateralis,Zosterops lateralis,"(Latham, 1802)",1802,gbif,2026-09-05
Zosterops leucophaeus,Zosterops leucophaeus,"(Hartlaub, 1857)",1857,gbif,2026-09-05
Zosterops lugubris,Zosterops lugubris,"Hartlaub, 1848",1848,gbif,2026-09-05
Zosterops luteirostris,Zosterops luteirostris,"Hartert, 1904",1904,gbif,2026-09-05
Zosterops luteus,Zosterops luteus,"Gould, 1843",1843,gbif,2026-09-05
Zosterops maderaspatanus,Zosterops maderaspatanus,"(Linnaeus, 1766)",1766,gbif,2026-09-05
Zosterops mauritianus,Zosterops mauritianus,"(Gmelin, 1789)",1789,gbif,2026-09-05
Zosterops mayottensis,Zosterops mayottensis,"Schlegel, 1867",1867,gbif,2026-09-05
Zosterops mbuluensis,Zosterops mbuluensis,"W.L.Sclater & Moreau, 1935",1935,gbif,2026-09-05
Zosterops meeki,Zosterops meeki,"Hartert, 1898",1898,gbif,2026-09-05
Zosterops melanocephalus,Zosterops melanocephalus,"G.R.Gray, 1862",1862,gbif,2026-09-05
Zosterops melanurus,Zosterops melanurus,"Hartlaub, 1865",1865,gbif,2026-09-05
Zosterops metcalfii,Zosterops metcalfii,"Tristram, 1894",1894,gbif,2026-09-05
Zosterops meyeni,Zosterops meyeni,"Bonaparte, 1850",1850,gbif,2026-09-05
Zosterops minor,Zosterops minor,"A.B.Meyer, 1874",1874,gbif,2026-09-05
Zosterops minutus,Zosterops minutus,"E.L.Layard, 1878",1878,gbif,2026-09-05
Zosterops modestus,Zosterops modestus,"E.Newton, 1867",1867,gbif,2026-09-05
Zosterops mouroniensis,Zosterops mouroniensis,"Milne-Edwards & Oustalet, 1885",1885,gbif,2026-09-05
Zosterops murphyi,Zosterops murphyi,"Hartert, 1929",1929,gbif,2026-09-05
Zosterops mysorensis,Zosterops mysorensis,"A.B.Meyer, 1874",1874,gbif,2026-09-05
Zosterops natalis,Zosterops natalis,"Lister, 1889",1889,gbif,2026-09-05
Zosterops nehrkorni,Zosterops nehrkorni,"W.Blasius, 1888",1888,gbif,2026-09-05
Zosterops nigrorum,Zosterops nigrorum,"Tweeddale, 1878",1878,gbif,2026-09-05
Zosterops novaeguineae,Zosterops novaeguineae,"Salvadori, 1878",1878,gbif,2026-09-05
Zosterops oleagineus,Zosterops oleagineus,"Hartlaub & Finsch, 1872",1872,gbif,2026-09-05
Zosterops olivaceus,Zosterops olivaceus,"(Linnaeus, 1766)",1766,gbif,2026-09-05
Zosterops pallidus,Zosterops pallidus,"Swainson, 1838",1838,gbif,2026-09-05
Zosterops palpebrosus,Zosterops palpebrosus,"(Temminck, 1824)",1824,gbif,2026-09-05
Zosterops poliogastrus,Zosterops poliogastrus,"Heuglin, 1861",1861,gbif,2026-09-05
Zosterops ponapensis,Zosterops ponapensis,"Finsch, 1876",1876,gbif,2026-09-05
Zosterops rendovae,Zosterops rendovae,"Tristram, 1882",1882,gbif,2026-09-05
Zosterops rennellianus,Zosterops rennellianus,"Murphy, 1929",1929,gbif,2026-09-05
Zosterops rotensis,Zosterops rotensis,"Taka-Tsukasa & Yamashina, 1931",1931,gbif,2026-09-05
Zosterops samoensis,Zosterops samoensis,"Murphy & Mathews, 1929",1929,gbif,2026-09-05
Zosterops sanctaecrucis,Zosterops sanctaecrucis,"Tristram, 1894",1894,gbif,2026-09-05
Zosterops saypani,Zosterops saypani,"Dubois, 1902",1902,gbif,2026-09-05
Zosterops semperi,Zosterops semperi,"Hartlaub, 1868",1868,gbif,2026-09-05
Zosterops senegalensis,Zosterops senegalensis,"Bonaparte, 1850",1850,gbif,2026-09-05
Zosterops silvanus,Zosterops silvanus,"J.L.Peters & Loveridge, 1935",1935,gbif,2026-09-05
Zosterops simplex,Zosterops simplex,"Swinhoe, 1861",1861,gbif,2026-09-05
Zosterops somadikartai,Zosterops somadikartai,"Indrawan, Rasmussen & Sunarto, 2008",2008,gbif,2026-09-05
Zosterops splendidus,Zosterops splendidus,"Hartert, 1929",1929,gbif,2026-09-05
Zosterops stalkeri,Zosterops stalkeri,"Ogilvie-Grant, 1910",1910,gbif,2026-09-05
Zosterops stresemanni,Zosterops stresemanni,"Mayr, 1931",1931,gbif,2026-09-05
Zosterops superciliosus,Zosterops superciliosus,"(North, 1906)",1906,gbif,2026-09-05
Zosterops tenuirostris,Zosterops tenuirostris,"Gould, 1837",1837,gbif,2026-09-05
Zosterops uropygialis,Zosterops uropygialis,"Salvadori, 1874",1874,gbif,2026-09-05
Zosterops vaughani,Zosterops vaughani,"Bannerman, 1924",1924,gbif,2026-09-05
Zosterops vellalavella,Zosterops vellalavella,"Hartert, 1908",1908,gbif,2026-09-05
Zosterops virens,Zosterops virens,"Sundevall, 1850",1850,gbif,2026-09-05
Zosterops winifredae,Zosterops winifredae,"Moreau, Sclater & WL, 1934",1934,gbif,2026-09-05
Zosterops xanthochroa,Zosterops xanthochroa,"G.R.Gray, 1859",1859,gbif,2026-09-05
Zosterornis hypogrammicus,Zosterornis hypogrammicus,"(Salomonsen, 1961)",1961,gbif,2026-09-05
Zosterornis latistriatus,Zosterornis latistriatus,"(Gonzales & Kennedy, 1990)",1990,gbif,2026-09-05
Zosterornis nigrorum,Zosterornis nigrorum,"(Rand & Rabor, 1952)",1952,gbif,2026-09-05
Zosterornis striatus,Zosterornis striatus,"Ogilvie-Grant, 1894",1894,gbif,2026-09-05
Zosterornis whiteheadi,Zosterornis whiteheadi,"Ogilvie-Grant, 1894",1894,gbif,2026-09-05
Agamia agami,Agamia agami,"(Gmelin, 1789)",1789,gbif,2026-09-05
Ardea alba,Ardea alba,"Linnaeus, 1758",1758,gbif,2026-09-05
Ardea brachyrhyncha,Ardea brachyrhyncha,"(Brehm, 1854)",1854,gbif,2026-09-05
Ardea cinerea,Ardea cinerea,"Linnaeus, 1758",1758,gbif,2026-09-05
Ardea cocoi,Ardea cocoi,"Linnaeus, 1766",1766,gbif,2026-09-05
Ardea goliath,Ardea goliath,"Cretzschmar, 1829",1829,gbif,2026-09-05
Ardea herodias,Ardea herodias,"Linnaeus, 1758",1758,gbif,2026-09-05
Ardea humbloti,Ardea humbloti,"Milne-Edwards & A.Grandidier, 1885",1885,gbif,2026-09-05
Ardea insignis,Ardea insignis,"Hume, 1878",1878,gbif,2026-09-05
Ardea intermedia,Ardea intermedia,"Wagler, 1829",1829,gbif,2026-09-05
Ardea melanocephala,Ardea melanocephala,"Children & Vigors, 1826",1826,gbif,2026-09-05
Ardea occidentalis,Ardea occidentalis,"Audubon, 1835",1835,gbif,2026-09-05
Ardea pacifica,Ardea pacifica,"Latham, 1802",1802,gbif,2026-09-05
Ardea plumifera,Ardea plumifera,"(Gould, 1848)",1848,gbif,2026-09-05
Ardea purpurea,Ardea purpurea,"Linnaeus, 1766",1766,gbif,2026-09-05
Ardea sumatrana,Ardea sumatrana,"Raffles, 1822",1822,gbif,2026-09-05
Ardeola bacchus,Ardeola bacchus,"(Bonaparte, 1855)",1855,gbif,2026-09-05
Ardeola grayii,Ardeola grayii,"(Sykes, 1832)",1832,gbif,2026-09-05
Ardeola idae,Ardeola idae,"(Hartlaub, 1860)",1860,gbif,2026-09-05
Ardeola ralloides,Ardeola ralloides,"(Scopoli, 1769)",1769,gbif,2026-09-05
Ardeola rufiventris,Ardeola rufiventris,"(Sundevall, 1850)",1850,gbif,2026-09-05
Ardeola speciosa,Ardeola speciosa,"(Horsfield, 1821)",1821,gbif,2026-09-05
Botaurus lentiginosus,Botaurus lentiginosus,"(Rackett, 1813)",1813,gbif,2026-09-05
Botaurus pinnatus,Botaurus pinnatus,"(Wagler, 1829)",1829,gbif,2026-09-05
Botaurus poiciloptilus,Botaurus poiciloptilus,"(Wagler, 1827)",1827,gbif,2026-09-05
Botaurus stellaris,Botaurus stellaris,"(Linnaeus, 1758)",1758,gbif,2026-09-05
Bubulcus ibis,Bubulcus ibis,"(Linnaeus, 1758)",1758,gbif,2026-09-05
Butorides striata,Butorides striata,"(Linnaeus, 1758)",1758,gbif,2026-09-05
Calherodius leuconotus,Calherodius leuconotus,"(Wagler, 1827)",1827,gbif,2026-09-05
Cochlearius cochlearius,Cochlearius cochlearius,"(Linnaeus, 1766)",1766,gbif,2026-09-05
Egretta ardesiaca,Egretta ardesiaca,"(Wagler, 1827)",1827,gbif,2026-09-05
Egretta caerulea,Egretta caerulea,"(Linnaeus, 1758)",1758,gbif,2026-09-05
Egretta eulophotes,Egretta eulophotes,"(Swinhoe, 1860)",1860,gbif,2026-09-05
Egretta garzetta,Egretta garzetta,"(Linnaeus, 1766)",1766,gbif,2026-09-05
Egretta gularis,Egretta gularis,"(Bosc, 1792)",1792,gbif,2026-09-05
Egretta novaehollandiae,Egretta novaehollandiae,"(Latham, 1790)",1790,gbif,2026-09-05
Egretta picata,Egretta picata,"(Gould, 1845)",1845,gbif,2026-09-05
Egretta rufescens,Egretta rufescens,"(Gmelin, 1789)",1789,gbif,2026-09-05
Egretta sacra,Egretta sacra,"(Gmelin, 1789)",1789,gbif,2026-09-05
Egretta thula,Egretta thula,"(Molina, 1782)",1782,gbif,2026-09-05
Egretta tricolor,Egretta tricolor,"(Statius Muller, 1776)",1776,gbif,2026-09-05
Egretta vinaceigula,Egretta vinaceigula,"(Sharpe, 1895)",1895,gbif,2026-09-05
Gorsachius goisagi,Gorsachius goisagi,"(Temminck, 1836)",1836,gbif,2026-09-05
Gorsachius melanolophus,Gorsachius melanolophus,"(Raffles, 1822)",1822,gbif,2026-09-05
Ixobrychus cinnamomeus,Ixobrychus cinnamomeus,"(Gmelin, 1789)",1789,gbif,2026-09-05
Ixobrychus dubius,Ixobrychus dubius,"Mathews, 1912",1912,gbif,2026-09-05
Ixobrychus eurhythmus,Ixobrychus eurhythmus,"(Swinhoe, 1873)",1873,gbif,2026-09-05
Ixobrychus exilis,Ixobrychus exilis,"(Gmelin, 1789)",1789,gbif,2026-09-05
Ixobrychus flavicollis,Ixobrychus flavicollis,"(Latham, 1790)",1790,gbif,2026-09-05
Ixobrychus involucris,Ixobrychus involucris,"(Vieillot, 1823)",1823,gbif,2026-09-05
Ixobrychus minutus,Ixobrychus minutus,"(Linnaeus, 1766)",1766,gbif,2026-09-05
Ixobrychus sinensis,Ixobrychus sinensis,"(Gmelin, 1789)",1789,gbif,2026-09-05
Ixobrychus sturmii,Ixobrychus sturmii,"(Wagler, 1827)",1827,gbif,2026-09-05
Nyctanassa violacea,Nyctanassa violacea,"(Linnaeus, 1758)",1758,gbif,2026-09-05
Nycticorax caledonicus,Nycticorax caledonicus,"(Gmelin, 1789)",1789,gbif,2026-09-05
Nycticorax nycticorax,Nycticorax nycticorax,"(Linnaeus, 1758)",1758,gbif,2026-09-05
Oroanassa magnifica,Oroanassa magnifica,"(Ogilvie Grant, 1899)",1899,gbif,2026-09-05
Pilherodius pileatus,Pilherodius pileatus,"(Boddaert, 1783)",1783,gbif,2026-09-05
Syrigma sibilatrix,Syrigma sibilatrix,"(Temminck, 1824)",1824,gbif,2026-09-05
Tigriornis leucolopha,Tigriornis leucolopha,"(Jardine, 1846)",1846,gbif,2026-09-05
Tigrisoma fasciatum,Tigrisoma fasciatum,"(Such, 1825)",1825,gbif,2026-09-05
Tigrisoma lineatum,Tigrisoma lineatum,"(Boddaert, 1783)",1783,gbif,2026-09-05
Tigrisoma mexicanum,Tigrisoma mexicanum,"Swainson, 1834",1834,gbif,2026-09-05
Zebrilus undulatus,Zebrilus undulatus,"(Gmelin, 1789)",1789,gbif,2026-09-05
Zonerodius heliosylus,Zonerodius heliosylus,"(Lesson & Garnot, 1828)",1828,gbif,2026-09-05
Balaeniceps rex,Balaeniceps rex,"Gould, 1850",1850,gbif,2026-09-05
Pelecanus conspicillatus,Pelecanus conspicillatus,"Temminck, 1824",1824,gbif,2026-09-05
Pelecanus crispus,Pelecanus crispus,"Bruch, 1832",1832,gbif,2026-09-05
Pelecanus erythrorhynchos,Pelecanus erythrorhynchos,"Gmelin, 1789",1789,gbif,2026-09-05
Pelecanus occidentalis,Pelecanus occidentalis,"Linnaeus, 1766",1766,gbif,2026-09-05
Pelecanus onocrotalus,Pelecanus onocrotalus,"Linnaeus, 1758",1758,gbif,2026-09-05
Pelecanus philippensis,Pelecanus philippensis,"Gmelin, 1789",1789,gbif,2026-09-05
Pelecanus rufescens,Pelecanus rufescens,"Gmelin, 1789",1789,gbif,2026-09-05
Pelecanus thagus,Pelecanus thagus,"Molina, 1782",1782,gbif,2026-09-05
Scopus umbretta,Scopus umbretta,"Gmelin, 1789",1789,gbif,2026-09-05
Bostrychia bocagei,Bostrychia bocagei,"(Chapin, 1923)",1923,gbif,2026-09-05
Bostrychia carunculata,Bostrychia carunculata,"(Ruppell, 1837)",1837,gbif,2026-09-05
Bostrychia hagedash,Bostrychia hagedash,"(Latham, 1790)",1790,gbif,2026-09-05
Bostrychia olivacea,Bostrychia olivacea,"(Du Bus de Gisignies, 1838)",1838,gbif,2026-09-05
Bostrychia rara,Bostrychia rara,"(Rothschild, Hartert & O.Kleinschmidt, 1897)",1897,gbif,2026-09-05
Cercibis oxycerca,Cercibis oxycerca,"(Spix, 1825)",1825,gbif,2026-09-05
Eudocimus albus,Eudocimus albus,"(Linnaeus, 1758)",1758,gbif,2026-09-05
Eudocimus ruber,Eudocimus ruber,"(Linnaeus, 1758)",1758,gbif,2026-09-05
Geronticus calvus,Geronticus calvus,"(Boddaert, 1783)",1783,gbif,2026-09-05
Geronticus eremita,Geronticus eremita,"(Linnaeus, 1758)",1758,gbif,2026-09-05
Lophotibis cristata,Lophotibis cristata,"(Boddaert, 1783)",1783,gbif,2026-09-05
Mesembrinibis cayennensis,Mesembrinibis cayennensis,"(Gmelin, 1789)",1789,gbif,2026-09-05
Nipponia nippon,Nipponia nippon,"(Temminck, 1835)",1835,gbif,2026-09-05
Phimosus infuscatus,Phimosus infuscatus,"(Lichtenstein, 1823)",1823,gbif,2026-09-05
Platalea ajaja,Platalea ajaja,"Linnaeus, 1758",1758,gbif,2026-09-05
Platalea alba,Platalea alba,"Scopoli, 1786",1786,gbif,2026-09-05
Platalea flavipes,Platalea flavipes,"Gould, 1838",1838,gbif,2026-09-05
Platalea leucorodia,Platalea leucorodia,"Linnaeus, 1758",1758,gbif,2026-09-05
Platalea minor,Platalea minor,"Temminck & Schlegel, 1849",1849,gbif,2026-09-05
Platalea regia,Platalea regia,"Gould, 1838",1838,gbif,2026-09-05
Plegadis chihi,Plegadis chihi,"(Vieillot, 1817)",1817,gbif,2026-09-05
Plegadis falcinellus,Plegadis falcinellus,"(Linnaeus, 1766)",1766,gbif,2026-09-05
Plegadis ridgwayi,Plegadis ridgwayi,"(Allen, 1876)",1876,gbif,2026-09-05
Pseudibis davisoni,Pseudibis davisoni,"(Hume, 1875)",1875,gbif,2026-09-05
Pseudibis papillosa,Pseudibis papillosa,"(Temminck, 1824)",1824,gbif,2026-09-05
Thaumatibis gigantea,Thaumatibis gigantea,"(Oustalet, 1877)",1877,gbif,2026-09-05
Theristicus branickii,Theristicus branickii,"Berlepsch & Stolzmann, 1894",1894,gbif,2026-09-05
Theristicus caerulescens,Theristicus caerulescens,"(Vieillot, 1817)",1817,gbif,2026-09-05
Theristicus caudatus,Theristicus caudatus,"(Boddaert, 1783)",1783,gbif,2026-09-05
Theristicus melanopis,Theristicus melanopis,"(Gmelin, 1789)",1789,gbif,2026-09-05
Threskiornis aethiopicus,Threskiornis aethiopicus,"(Latham, 1790)",1790,gbif,2026-09-05
Threskiornis bernieri,Threskiornis bernieri,"(Bonaparte, 1855)",1855,gbif,2026-09-05
Threskiornis melanocephalus,Threskiornis melanocephalus,"(Latham, 1790)",1790,gbif,2026-09-05
Threskiornis moluccus,,,,none,2026-09-05
Threskiornis spinicollis,Threskiornis spinicollis,"(Jameson, 1835)",1835,gbif,2026-09-05
Phaethon aethereus,Phaethon aethereus,"Linnaeus, 1758",1758,gbif,2026-09-05
Phaethon lepturus,Phaethon lepturus,"Daudin, 1802",1802,gbif,2026-09-05
Phaethon rubricauda,Phaethon rubricauda,"Boddaert, 1783",1783,gbif,2026-09-05
Phoeniconaias minor,Phoeniconaias minor,"(É.Geoffroy Saint-Hilaire, 1798)",1798,gbif,2026-09-05
Phoenicoparrus andinus,Phoenicoparrus andinus,"(Philippi, 1854)",1854,gbif,2026-09-05
Phoenicoparrus jamesi,Phoenicoparrus jamesi,"(P.L.Sclater, 1886)",1886,gbif,2026-09-05
Phoenicopterus chilensis,Phoenicopterus chilensis,"Molina, 1782",1782,gbif,2026-09-05
Phoenicopterus roseus,Phoenicopterus roseus,"Pallas, 1811",1811,gbif,2026-09-05
Phoenicopterus ruber,Phoenicopterus ruber,"Linnaeus, 1758",1758,gbif,2026-09-05
Bucco capensis,Bucco capensis,"Linnaeus, 1766",1766,gbif,2026-09-05
Chelidoptera tenebrosa,Chelidoptera tenebrosa,"(Pallas, 1782)",1782,gbif,2026-09-05
Cyphos macrodactylus,Cyphos macrodactylus,"Spix, 1824",1824,gbif,2026-09-05
Hapaloptila castanea,Hapaloptila castanea,"(J.Verreaux, 1866)",1866,gbif,2026-09-05
Hypnelus bicinctus,Hypnelus bicinctus,"(Gould, 1837)",1837,gbif,2026-09-05
Hypnelus ruficollis,Hypnelus ruficollis,"(Wagler, 1829)",1829,gbif,2026-09-05
Malacoptila fulvogularis,Malacoptila fulvogularis,"P.L.Sclater, 1854",1854,gbif,2026-09-05
Malacoptila fusca,Malacoptila fusca,"(J.F.Gmelin, 1788)",1788,gbif,2026-09-05
Malacoptila minor,Malacoptila minor,"Sassi, 1911",1911,gbif,2026-09-05
Malacoptila mystacalis,Malacoptila mystacalis,"(Lafresnaye, 1850)",1850,gbif,2026-09-05
Malacoptila panamensis,Malacoptila panamensis,"Lafresnaye, 1847",1847,gbif,2026-09-05
Malacoptila rufa,Malacoptila rufa,"(von Spix, 1824)",1824,gbif,2026-09-05
Malacoptila semicincta,Malacoptila semicincta,"Todd, 1925",1925,gbif,2026-09-05
Malacoptila striata,Malacoptila striata,"(von Spix, 1824)",1824,gbif,2026-09-05
Micromonacha lanceolata,Micromonacha lanceolata,"(Deville, 1849)",1849,gbif,2026-09-05
Monasa atra,Monasa atra,"(Boddaert, 1783)",1783,gbif,2026-09-05
Monasa flavirostris,Monasa flavirostris,"Strickland, 1850",1850,gbif,2026-09-05
Monasa morphoeus,Monasa morphoeus,"(Hahn & Küster, 1823)",1823,gbif,2026-09-05
Monasa nigrifrons,Monasa nigrifrons,"(von Spix, 1824)",1824,gbif,2026-09-05
Nonnula amaurocephala,Nonnula amaurocephala,"Chapman, 1921",1921,gbif,2026-09-05
Nonnula brunnea,Nonnula brunnea,"P.L.Sclater, 1881",1881,gbif,2026-09-05
Nonnula frontalis,Nonnula frontalis,"(P.L.Sclater, 1854)",1854,gbif,2026-09-05
Nonnula rubecula,Nonnula rubecula,"(von Spix, 1824)",1824,gbif,2026-09-05
Nonnula ruficapilla,Nonnula ruficapilla,"(Tschudi, 1844)",1844,gbif,2026-09-05
Nonnula sclateri,Nonnula sclateri,"Hellmayr, 1907",1907,gbif,2026-09-05
Notharchus hyperrhynchus,Notharchus hyperrhynchus,"(P.L.Sclater, 1856)",1856,gbif,2026-09-05
Notharchus macrorhynchos,Notharchus macrorhynchos,"(J.F.Gmelin, 1788)",1788,gbif,2026-09-05
Notharchus ordii,Notharchus ordii,"(Cassin, 1851)",1851,gbif,2026-09-05
Notharchus pectoralis,Notharchus pectoralis,"(G.R.Gray, 1846)",1846,gbif,2026-09-05
Notharchus subtectus,Notharchus subtectus,"(Sclater, 1860)",1860,gbif,2026-09-05
Notharchus swainsoni,Notharchus swainsoni,"(G.R.Gray, 1846)",1846,gbif,2026-09-05
Notharchus tectus,Notharchus tectus,"(Boddaert, 1783)",1783,gbif,2026-09-05
Nystactes noanamae,Nystactes noanamae,"(Hellmayr, 1909)",1909,gbif,2026-09-05
Nystactes tamatia,Nystactes tamatia,"(J.F.Gmelin, 1788)",1788,gbif,2026-09-05
Nystalus chacuru,Nystalus chacuru,"(Vieillot, 1816)",1816,gbif,2026-09-05
Nystalus maculatus,Nystalus maculatus,"(J.F.Gmelin, 1788)",1788,gbif,2026-09-05
Nystalus radiatus,Nystalus radiatus,"(P.L.Sclater, 1854)",1854,gbif,2026-09-05
Nystalus striolatus,Nystalus striolatus,"(Pelzeln, 1856)",1856,gbif,2026-09-05
Capito auratus,Capito auratus,"(Dumont, 1805)",1805,gbif,2026-09-05
Capito aurovirens,Capito aurovirens,"(Cuvier, 1829)",1829,gbif,2026-09-05
Capito brunneipectus,Capito brunneipectus,"Chapman, 1921",1921,gbif,2026-09-05
Capito dayi,Capito dayi,"Cherrie, 1916",1916,gbif,2026-09-05
Capito fitzpatricki,Capito fitzpatricki,"Seeholzer, Winger, Harvey, Cáceres & Weckstein, 2012",2012,gbif,2026-09-05
Capito hypoleucus,Capito hypoleucus,"Salvin, 1897",1897,gbif,2026-09-05
Capito maculicoronatus,Capito maculicoronatus,"Lawrence, 1861",1861,gbif,2026-09-05
Capito niger,Capito niger,"(P.L.S.Müller, 1776)",1776,gbif,2026-09-05
Capito quinticolor,Capito quinticolor,"D.G.Elliot, 1865",1865,gbif,2026-09-05
Capito squamatus,Capito squamatus,"Salvin, 1876",1876,gbif,2026-09-05
Capito wallacei,Capito wallacei,"O'Neill, Lane, Kratter, Capparella & Fox, 2000",2000,gbif,2026-09-05
Eubucco aurantiicollis,Eubucco aurantiicollis,"Sclater, 1858",1858,gbif,2026-09-05
Eubucco bourcierii,Eubucco bourcierii,"(Lafresnaye, 1845)",1845,gbif,2026-09-05
Eubucco glaucogularis,Eubucco glaucogularis,"(Tschudi, 1844)",1844,gbif,2026-09-05
Eubucco richardsoni,Eubucco richardsoni,"(G.R.Gray, 1846)",1846,gbif,2026-09-05
Eubucco steerii,Eubucco steerii,"(Sclater, 1878)",1878,gbif,2026-09-05
Eubucco tucinkae,Eubucco tucinkae,"(Seilern, 1913)",1913,gbif,2026-09-05
Eubucco versicolor,Eubucco versicolor,"(P.L.S.Müller, 1776)",1776,gbif,2026-09-05
Brachygalba albogularis,Brachygalba albogularis,"(von Spix, 1824)",1824,gbif,2026-09-05
Brachygalba goeringi,Brachygalba goeringi,"P.L.Sclater & Salvin, 1869",1869,gbif,2026-09-05
Brachygalba lugubris,Brachygalba lugubris,"(Swainson, 1838)",1838,gbif,2026-09-05
Brachygalba salmoni,Brachygalba salmoni,"P.L.Sclater & Salvin, 1879",1879,gbif,2026-09-05
Galbalcyrhynchus leucotis,Galbalcyrhynchus leucotis,"Des Murs, 1845",1845,gbif,2026-09-05
Galbalcyrhynchus purusianus,Galbalcyrhynchus purusianus,"Goeldi, 1904",1904,gbif,2026-09-05
Galbula albirostris,Galbula albirostris,"Latham, 1790",1790,gbif,2026-09-05
Galbula chalcocephala,Galbula chalcocephala,"Deville, 1849",1849,gbif,2026-09-05
Galbula chalcothorax,Galbula chalcothorax,"P.L.Sclater, 1855",1855,gbif,2026-09-05
Galbula cyanescens,Galbula cyanescens,"Deville, 1849",1849,gbif,2026-09-05
Galbula cyanicollis,Galbula cyanicollis,"Cassin, 1851",1851,gbif,2026-09-05
Galbula dea,Galbula dea,"(Linnaeus, 1758)",1758,gbif,2026-09-05
Galbula galbula,Galbula galbula,"(Linnaeus, 1766)",1766,gbif,2026-09-05
Galbula leucogastra,Galbula leucogastra,"Vieillot, 1817",1817,gbif,2026-09-05
Galbula pastazae,Galbula pastazae,"Taczanowski & von Berlepsch, 1885",1885,gbif,2026-09-05
Galbula ruficauda,Galbula ruficauda,"Cuvier, 1816",1816,gbif,2026-09-05
Galbula tombacea,Galbula tombacea,"von Spix, 1824",1824,gbif,2026-09-05
Jacamaralcyon tridactyla,Jacamaralcyon tridactyla,"(Vieillot, 1817)",1817,gbif,2026-09-05
Jacamerops aureus,Jacamerops aureus,"(P.L.S.Müller, 1776)",1776,gbif,2026-09-05
Indicator archipelagicus,Indicator archipelagicus,"Temminck, 1832",1832,gbif,2026-09-05
Indicator exilis,Indicator exilis,"(Cassin, 1856)",1856,gbif,2026-09-05
Indicator indicator,Indicator indicator,"(Sparrman, 1777)",1777,gbif,2026-09-05
Indicator maculatus,Indicator maculatus,"G.R.Gray, 1847",1847,gbif,2026-09-05
Indicator meliphilus,Indicator meliphilus,"(Oberholser, 1905)",1905,gbif,2026-09-05
Indicator minor,Indicator minor,"Stephens, 1815",1815,gbif,2026-09-05
Indicator pumilio,Indicator pumilio,"Chapin, 1958",1958,gbif,2026-09-05
Indicator variegatus,Indicator variegatus,"R.Lesson, 1830",1830,gbif,2026-09-05
Indicator willcocksi,Indicator willcocksi,"Alexander, 1901",1901,gbif,2026-09-05
Indicator xanthonotus,Indicator xanthonotus,"Blyth, 1842",1842,gbif,2026-09-05
Melichneutes robustus,Melichneutes robustus,"(Bates, 1909)",1909,gbif,2026-09-05
Melignomon eisentrauti,Melignomon eisentrauti,"Louette, 1981",1981,gbif,2026-09-05
