species,field_id,works,cost_usd,fetched
Amytornis merrotsyi,11,1,0.0000,2026-09-09
Amytornis merrotsyi,33,1,0.0000,2026-09-09
Amytornis woodwardi,23,10,0.0001,2026-09-09
Amytornis woodwardi,19,6,0.0000,2026-09-09
Amytornis woodwardi,11,1,0.0000,2026-09-09
Amytornis woodwardi,22,1,0.0000,2026-09-09
Amytornis woodwardi,26,1,0.0000,2026-09-09
Anairetes alpinus,23,39,0.0001,2026-09-09
Anairetes alpinus,19,7,0.0000,2026-09-09
Anairetes alpinus,22,7,0.0000,2026-09-09
Anairetes alpinus,11,3,0.0000,2026-09-09
Anairetes alpinus,13,2,0.0000,2026-09-09
Anairetes fernandezianus,23,13,0.0001,2026-09-09
Anairetes fernandezianus,11,4,0.0000,2026-09-09
Anairetes fernandezianus,19,4,0.0000,2026-09-09
Anairetes fernandezianus,22,2,0.0000,2026-09-09
Anairetes fernandezianus,13,1,0.0000,2026-09-09
Anarhynchus frontalis,23,15,0.0001,2026-09-09
Anarhynchus frontalis,19,4,0.0000,2026-09-09
Anarhynchus frontalis,11,2,0.0000,2026-09-09
Anarhynchus frontalis,13,2,0.0000,2026-09-09
Anarhynchus frontalis,22,1,0.0000,2026-09-09
Anarhynchus frontalis,26,1,0.0000,2026-09-09
Anas albogularis,23,7,0.0001,2026-09-09
Anas albogularis,13,2,0.0000,2026-09-09
Anas albogularis,27,2,0.0000,2026-09-09
Anas albogularis,19,1,0.0000,2026-09-09
Anas aucklandica,23,18,0.0001,2026-09-09
Anas aucklandica,19,4,0.0000,2026-09-09
Anas aucklandica,27,2,0.0000,2026-09-09
Anas aucklandica,22,1,0.0000,2026-09-09
Anas bernieri,23,13,0.0001,2026-09-09
Anas bernieri,19,4,0.0000,2026-09-09
Anas bernieri,11,2,0.0000,2026-09-09
Anas bernieri,22,2,0.0000,2026-09-09
Anas bernieri,13,1,0.0000,2026-09-09
Anas bernieri,34,1,0.0000,2026-09-09
Anas chlorotis,23,19,0.0001,2026-09-09
Anas chlorotis,22,4,0.0000,2026-09-09
Anas chlorotis,27,4,0.0000,2026-09-09
Anas chlorotis,19,3,0.0000,2026-09-09
Anas chlorotis,11,1,0.0000,2026-09-09
Anas laysanensis,23,29,0.0001,2026-09-09
Anas laysanensis,13,3,0.0000,2026-09-09
Anas laysanensis,19,3,0.0000,2026-09-09
Anas laysanensis,11,2,0.0000,2026-09-09
Anas laysanensis,33,2,0.0000,2026-09-09
Anas laysanensis,22,1,0.0000,2026-09-09
Anas melleri,23,32,0.0001,2026-09-09
Anas melleri,19,4,0.0000,2026-09-09
Anas melleri,22,4,0.0000,2026-09-09
Anas melleri,13,1,0.0000,2026-09-09
Anas melleri,32,1,0.0000,2026-09-09
Anas nesiotis,23,7,0.0001,2026-09-09
Anas nesiotis,19,4,0.0000,2026-09-09
Anas nesiotis,22,2,0.0000,2026-09-09
Anas nesiotis,27,2,0.0000,2026-09-09
Anas wyvilliana,23,27,0.0001,2026-09-09
Anas wyvilliana,13,5,0.0000,2026-09-09
Anas wyvilliana,27,3,0.0000,2026-09-09
Anas wyvilliana,11,1,0.0000,2026-09-09
Anas wyvilliana,22,1,0.0000,2026-09-09
Andigena laminirostris,23,49,0.0001,2026-09-09
Andigena laminirostris,22,14,0.0000,2026-09-09
Andigena laminirostris,21,8,0.0000,2026-09-09
Andigena laminirostris,19,7,0.0000,2026-09-09
Andigena laminirostris,13,4,0.0000,2026-09-09
Andigena laminirostris,11,1,0.0000,2026-09-09
Andigena laminirostris,32,1,0.0000,2026-09-09
Anodorhynchus hyacinthinus,23,107,0.0001,2026-09-09
Anodorhynchus hyacinthinus,22,33,0.0000,2026-09-09
Anodorhynchus hyacinthinus,11,15,0.0000,2026-09-09
Anodorhynchus hyacinthinus,13,15,0.0000,2026-09-09
Anodorhynchus hyacinthinus,24,9,0.0000,2026-09-09
Anodorhynchus hyacinthinus,19,4,0.0000,2026-09-09
Anodorhynchus hyacinthinus,33,3,0.0000,2026-09-09
Anodorhynchus hyacinthinus,34,1,0.0000,2026-09-09
Anodorhynchus leari,23,61,0.0001,2026-09-09
Anodorhynchus leari,22,14,0.0000,2026-09-09
Anodorhynchus leari,11,13,0.0000,2026-09-09
Anodorhynchus leari,19,7,0.0000,2026-09-09
Anodorhynchus leari,13,5,0.0000,2026-09-09
Anodorhynchus leari,20,1,0.0000,2026-09-09
Anodorhynchus leari,24,1,0.0000,2026-09-09
Anodorhynchus leari,27,1,0.0000,2026-09-09
Anodorhynchus leari,32,1,0.0000,2026-09-09
Anodorhynchus leari,33,1,0.0000,2026-09-09
Anodorhynchus leari,34,1,0.0000,2026-09-09
Anorrhinus austeni,23,13,0.0001,2026-09-09
Anorrhinus austeni,19,5,0.0000,2026-09-09
Anorrhinus austeni,22,4,0.0000,2026-09-09
Anorrhinus austeni,11,3,0.0000,2026-09-09
Anorrhinus austeni,13,2,0.0000,2026-09-09
Anorrhinus austeni,17,1,0.0000,2026-09-09
Anorrhinus galeritus,23,13,0.0001,2026-09-09
Anorrhinus galeritus,13,7,0.0000,2026-09-09
Anorrhinus galeritus,11,5,0.0000,2026-09-09
Anorrhinus galeritus,22,3,0.0000,2026-09-09
Anorrhinus galeritus,19,2,0.0000,2026-09-09
Anorrhinus galeritus,16,1,0.0000,2026-09-09
Anorrhinus galeritus,24,1,0.0000,2026-09-09
Anorrhinus galeritus,32,1,0.0000,2026-09-09
Anorrhinus tickelli,23,13,0.0001,2026-09-09
Anorrhinus tickelli,13,3,0.0000,2026-09-09
Anorrhinus tickelli,11,2,0.0000,2026-09-09
Anorrhinus tickelli,19,2,0.0000,2026-09-09
Anorrhinus tickelli,17,1,0.0000,2026-09-09
Anorrhinus tickelli,22,1,0.0000,2026-09-09
Anser cygnoid,23,37,0.0001,2026-09-09
Anser cygnoid,13,4,0.0000,2026-09-09
Anser cygnoid,11,2,0.0000,2026-09-09
Anser cygnoid,19,2,0.0000,2026-09-09
Anser cygnoid,22,2,0.0000,2026-09-09
Anser erythropus,23,185,0.0001,2026-09-09
Anser erythropus,13,21,0.0000,2026-09-09
Anser erythropus,22,15,0.0000,2026-09-09
Anser erythropus,11,10,0.0000,2026-09-09
Anser erythropus,19,8,0.0000,2026-09-09
Anser erythropus,33,4,0.0000,2026-09-09
Anser erythropus,17,3,0.0000,2026-09-09
Anser erythropus,16,2,0.0000,2026-09-09
Anser erythropus,26,2,0.0000,2026-09-09
Anser erythropus,34,1,0.0000,2026-09-09
Anthocephala berlepschi,23,17,0.0001,2026-09-09
Anthocephala berlepschi,19,3,0.0000,2026-09-09
Anthocephala berlepschi,13,2,0.0000,2026-09-09
Anthocephala berlepschi,32,1,0.0000,2026-09-09
Anthocephala floriceps,23,25,0.0001,2026-09-09
Anthocephala floriceps,22,10,0.0000,2026-09-09
Anthocephala floriceps,19,8,0.0000,2026-09-09
Anthocephala floriceps,13,5,0.0000,2026-09-09
Anthocephala floriceps,32,1,0.0000,2026-09-09
Anthochaera phrygia,23,26,0.0001,2026-09-09
Anthochaera phrygia,13,13,0.0000,2026-09-09
Anthochaera phrygia,11,4,0.0000,2026-09-09
Anthochaera phrygia,24,3,0.0000,2026-09-09
Anthochaera phrygia,19,1,0.0000,2026-09-09
Anthochaera phrygia,20,1,0.0000,2026-09-09
Anthochaera phrygia,22,1,0.0000,2026-09-09
Anthochaera phrygia,27,1,0.0000,2026-09-09
Anthracoceros coronatus,23,28,0.0001,2026-09-09
Anthracoceros coronatus,13,8,0.0000,2026-09-09
Anthracoceros coronatus,11,5,0.0000,2026-09-09
Anthracoceros coronatus,22,4,0.0000,2026-09-09
Anthracoceros coronatus,33,1,0.0000,2026-09-09
Anthracoceros malayanus,23,29,0.0001,2026-09-09
Anthracoceros malayanus,13,6,0.0000,2026-09-09
Anthracoceros malayanus,11,5,0.0000,2026-09-09
Anthracoceros malayanus,19,3,0.0000,2026-09-09
Anthracoceros malayanus,22,3,0.0000,2026-09-09
Anthracoceros malayanus,33,2,0.0000,2026-09-09
Anthracoceros malayanus,32,1,0.0000,2026-09-09
Anthracoceros marchei,23,14,0.0001,2026-09-09
Anthracoceros marchei,13,4,0.0000,2026-09-09
Anthracoceros marchei,11,2,0.0000,2026-09-09
Anthracoceros marchei,19,1,0.0000,2026-09-09
Anthracoceros marchei,22,1,0.0000,2026-09-09
Anthracoceros marchei,24,1,0.0000,2026-09-09
Anthracoceros montani,23,14,0.0001,2026-09-09
Anthracoceros montani,13,5,0.0000,2026-09-09
Anthracoceros montani,11,1,0.0000,2026-09-09
Anthracoceros montani,19,1,0.0000,2026-09-09
Anthracoceros montani,22,1,0.0000,2026-09-09
Anthreptes rhodolaemus,23,11,0.0001,2026-09-09
Anthreptes rhodolaemus,11,1,0.0000,2026-09-09
Anthreptes rhodolaemus,19,1,0.0000,2026-09-09
Anthreptes rubritorques,23,12,0.0001,2026-09-09
Anthreptes rubritorques,19,3,0.0000,2026-09-09
Anthreptes rubritorques,11,1,0.0000,2026-09-09
Anthropoides paradiseus,23,42,0.0001,2026-09-09
Anthropoides paradiseus,11,7,0.0000,2026-09-09
Anthropoides paradiseus,22,6,0.0000,2026-09-09
Anthropoides paradiseus,13,5,0.0000,2026-09-09
Anthropoides paradiseus,17,2,0.0000,2026-09-09
Anthropoides paradiseus,19,2,0.0000,2026-09-09
Anthropoides paradiseus,24,1,0.0000,2026-09-09
Anthropoides paradiseus,27,1,0.0000,2026-09-09
Anthus crenatus,11,7,0.0001,2026-09-09
Anthus crenatus,23,3,0.0000,2026-09-09
Anthus crenatus,13,2,0.0000,2026-09-09
Anthus hoeschi,23,5,0.0001,2026-09-09
Anthus hoeschi,11,2,0.0000,2026-09-09
Anthus hoeschi,22,1,0.0000,2026-09-09
Anthus nattereri,23,44,0.0001,2026-09-09
Anthus nattereri,13,6,0.0000,2026-09-09
Anthus nattereri,22,6,0.0000,2026-09-09
Anthus nattereri,19,4,0.0000,2026-09-09
Anthus nattereri,11,3,0.0000,2026-09-09
Anthus nattereri,27,1,0.0000,2026-09-09
Anthus nilghiriensis,23,18,0.0001,2026-09-09
Anthus nilghiriensis,22,12,0.0000,2026-09-09
Anthus nilghiriensis,11,3,0.0000,2026-09-09
Anthus nilghiriensis,19,3,0.0000,2026-09-09
Anthus sokokensis,23,6,0.0001,2026-09-09
Anthus sokokensis,11,3,0.0000,2026-09-09
Anthus sokokensis,13,1,0.0000,2026-09-09
Anthus sokokensis,19,1,0.0000,2026-09-09
Anthus sokokensis,22,1,0.0000,2026-09-09
Anthus spragueii,23,88,0.0001,2026-09-09
Anthus spragueii,22,11,0.0000,2026-09-09
Anthus spragueii,11,2,0.0000,2026-09-09
Anthus spragueii,17,2,0.0000,2026-09-09
Anthus spragueii,19,2,0.0000,2026-09-09
Anthus spragueii,13,1,0.0000,2026-09-09
Anthus spragueii,20,1,0.0000,2026-09-09
Antilophia bokermanni,23,29,0.0001,2026-09-09
Antilophia bokermanni,11,10,0.0000,2026-09-09
Antilophia bokermanni,22,8,0.0000,2026-09-09
Antilophia bokermanni,13,6,0.0000,2026-09-09
Antilophia bokermanni,12,1,0.0000,2026-09-09
Antilophia bokermanni,19,1,0.0000,2026-09-09
Antrostomus carolinensis,23,32,0.0001,2026-09-09
Antrostomus carolinensis,11,3,0.0000,2026-09-09
Antrostomus carolinensis,22,3,0.0000,2026-09-09
Antrostomus carolinensis,13,1,0.0000,2026-09-09
Antrostomus carolinensis,19,1,0.0000,2026-09-09
Antrostomus carolinensis,24,1,0.0000,2026-09-09
Antrostomus noctitherus,23,9,0.0001,2026-09-09
Antrostomus noctitherus,11,1,0.0000,2026-09-09
Antrostomus noctitherus,13,1,0.0000,2026-09-09
Antrostomus noctitherus,19,1,0.0000,2026-09-09
Antrostomus noctitherus,22,1,0.0000,2026-09-09
Antrostomus vociferus,23,84,0.0001,2026-09-09
Antrostomus vociferus,22,7,0.0000,2026-09-09
Antrostomus vociferus,11,5,0.0000,2026-09-09
Antrostomus vociferus,13,3,0.0000,2026-09-09
Antrostomus vociferus,19,1,0.0000,2026-09-09
Anumara forbesi,23,12,0.0001,2026-09-09
Anumara forbesi,22,4,0.0000,2026-09-09
Anumara forbesi,11,3,0.0000,2026-09-09
Anumara forbesi,17,2,0.0000,2026-09-09
Anumara forbesi,19,2,0.0000,2026-09-09
Anumara forbesi,20,1,0.0000,2026-09-09
Apalharpactes reinwardtii,23,6,0.0001,2026-09-09
Apalharpactes reinwardtii,11,3,0.0000,2026-09-09
Apalharpactes reinwardtii,19,3,0.0000,2026-09-09
Apalharpactes reinwardtii,13,2,0.0000,2026-09-09
Apalharpactes reinwardtii,22,2,0.0000,2026-09-09
Apalis chariessa,23,5,0.0001,2026-09-09
Apalis chariessa,11,3,0.0000,2026-09-09
Apalis chariessa,13,2,0.0000,2026-09-09
Apalis chariessa,22,1,0.0000,2026-09-09
Apalis chirindensis,23,9,0.0001,2026-09-09
Apalis chirindensis,11,4,0.0000,2026-09-09
Apalis chirindensis,13,2,0.0000,2026-09-09
Apalis chirindensis,19,1,0.0000,2026-09-09
Apalis chirindensis,22,1,0.0000,2026-09-09
Apalis flavigularis,23,7,0.0001,2026-09-09
Apalis flavigularis,19,3,0.0000,2026-09-09
Apalis flavigularis,11,2,0.0000,2026-09-09
Apalis flavigularis,22,2,0.0000,2026-09-09
Apalis fuscigularis,23,21,0.0001,2026-09-09
Apalis fuscigularis,19,15,0.0000,2026-09-09
Apalis fuscigularis,11,4,0.0000,2026-09-09
Apalis fuscigularis,13,2,0.0000,2026-09-09
Apalis fuscigularis,22,1,0.0000,2026-09-09
Apalis fuscigularis,28,1,0.0000,2026-09-09
Apalis karamojae,23,9,0.0001,2026-09-09
Apalis karamojae,12,4,0.0000,2026-09-09
Apalis karamojae,13,1,0.0000,2026-09-09
Apalis karamojae,19,1,0.0000,2026-09-09
Apalis karamojae,22,1,0.0000,2026-09-09
Apalis lynesi,11,4,0.0001,2026-09-09
Apalis lynesi,23,4,0.0000,2026-09-09
Apalis lynesi,19,3,0.0000,2026-09-09
Apalis lynesi,22,2,0.0000,2026-09-09
Apalis lynesi,13,1,0.0000,2026-09-09
Apalis sharpii,23,8,0.0001,2026-09-09
Apalis sharpii,22,2,0.0000,2026-09-09
Apalis sharpii,13,1,0.0000,2026-09-09
Apalis sharpii,32,1,0.0000,2026-09-09
Aphanotriccus audax,23,10,0.0001,2026-09-09
Aphanotriccus audax,13,2,0.0000,2026-09-09
Aphanotriccus audax,19,1,0.0000,2026-09-09
Aphanotriccus audax,22,1,0.0000,2026-09-09
Aphanotriccus capitalis,23,11,0.0001,2026-09-09
Aphanotriccus capitalis,22,6,0.0000,2026-09-09
Aphanotriccus capitalis,13,3,0.0000,2026-09-09
Aphanotriccus capitalis,11,1,0.0000,2026-09-09
Aphanotriccus capitalis,19,1,0.0000,2026-09-09
Aphelocephala leucopsis,23,11,0.0001,2026-09-09
Aphelocephala leucopsis,13,2,0.0000,2026-09-09
Aphelocephala leucopsis,19,2,0.0000,2026-09-09
Aphelocephala pectoralis,23,9,0.0001,2026-09-09
Aphelocephala pectoralis,13,3,0.0000,2026-09-09
Aphelocoma coerulescens,23,52,0.0001,2026-09-09
Aphelocoma coerulescens,13,33,0.0000,2026-09-09
Aphelocoma coerulescens,11,27,0.0000,2026-09-09
Aphelocoma coerulescens,19,4,0.0000,2026-09-09
Aphelocoma coerulescens,17,2,0.0000,2026-09-09
Aphelocoma coerulescens,33,2,0.0000,2026-09-09
Aphelocoma coerulescens,25,1,0.0000,2026-09-09
Aphelocoma coerulescens,27,1,0.0000,2026-09-09
Aplonis brunneicapillus,23,8,0.0001,2026-09-09
Aplonis brunneicapillus,19,2,0.0000,2026-09-09
Aplonis brunneicapillus,11,1,0.0000,2026-09-09
Aplonis cinerascens,23,9,0.0001,2026-09-09
Aplonis cinerascens,13,2,0.0000,2026-09-09
Aplonis cinerascens,19,1,0.0000,2026-09-09
Aplonis cinerascens,22,1,0.0000,2026-09-09
Aplonis crassa,23,4,0.0001,2026-09-09
Aplonis crassa,11,2,0.0000,2026-09-09
Aplonis feadensis,23,4,0.0001,2026-09-09
Aplonis feadensis,19,1,0.0000,2026-09-09
Aprosmictus jonquillaceus,23,15,0.0001,2026-09-09
Aprosmictus jonquillaceus,19,2,0.0000,2026-09-09
Aprosmictus jonquillaceus,11,1,0.0000,2026-09-09
Aprosmictus jonquillaceus,13,1,0.0000,2026-09-09
Aprosmictus jonquillaceus,22,1,0.0000,2026-09-09
Aptenodytes forsteri,23,117,0.0001,2026-09-09
Aptenodytes forsteri,22,34,0.0000,2026-09-09
Aptenodytes forsteri,13,28,0.0000,2026-09-09
Aptenodytes forsteri,17,22,0.0000,2026-09-09
Aptenodytes forsteri,19,22,0.0000,2026-09-09
Aptenodytes forsteri,27,4,0.0000,2026-09-09
Aptenodytes forsteri,11,3,0.0000,2026-09-09
Aptenodytes forsteri,33,3,0.0000,2026-09-09
Aptenodytes forsteri,12,1,0.0000,2026-09-09
Aptenodytes forsteri,24,1,0.0000,2026-09-09
Aptenodytes forsteri,26,1,0.0000,2026-09-09
Aptenodytes forsteri,28,1,0.0000,2026-09-09
Aptenodytes forsteri,32,1,0.0000,2026-09-09
Aptenodytes forsteri,34,1,0.0000,2026-09-09
Apteryx australis,23,35,0.0001,2026-09-09
Apteryx australis,19,8,0.0000,2026-09-09
Apteryx australis,13,7,0.0000,2026-09-09
Apteryx australis,22,6,0.0000,2026-09-09
Apteryx australis,24,5,0.0000,2026-09-09
Apteryx australis,11,1,0.0000,2026-09-09
Apteryx australis,33,1,0.0000,2026-09-09
Apteryx haastii,23,21,0.0001,2026-09-09
Apteryx haastii,19,11,0.0000,2026-09-09
Apteryx haastii,11,4,0.0000,2026-09-09
Apteryx haastii,13,4,0.0000,2026-09-09
Apteryx haastii,22,4,0.0000,2026-09-09
Apteryx haastii,16,1,0.0000,2026-09-09
Apteryx haastii,32,1,0.0000,2026-09-09
Apteryx mantelli,23,25,0.0001,2026-09-09
Apteryx mantelli,13,16,0.0000,2026-09-09
Apteryx mantelli,11,15,0.0000,2026-09-09
Apteryx mantelli,19,14,0.0000,2026-09-09
Apteryx mantelli,24,12,0.0000,2026-09-09
Apteryx mantelli,22,6,0.0000,2026-09-09
Apteryx mantelli,27,3,0.0000,2026-09-09
Apteryx mantelli,34,2,0.0000,2026-09-09
Apteryx mantelli,12,1,0.0000,2026-09-09
Apteryx mantelli,16,1,0.0000,2026-09-09
Apteryx mantelli,17,1,0.0000,2026-09-09
Apteryx mantelli,28,1,0.0000,2026-09-09
Apteryx mantelli,32,1,0.0000,2026-09-09
Apteryx mantelli,33,1,0.0000,2026-09-09
Apteryx owenii,22,120,0.0001,2026-09-09
Apteryx owenii,23,32,0.0000,2026-09-09
Apteryx owenii,13,5,0.0000,2026-09-09
Apteryx owenii,19,3,0.0000,2026-09-09
Apteryx owenii,11,2,0.0000,2026-09-09
Apteryx owenii,16,1,0.0000,2026-09-09
Apteryx owenii,17,1,0.0000,2026-09-09
Apteryx owenii,24,1,0.0000,2026-09-09
Apteryx owenii,32,1,0.0000,2026-09-09
Apteryx rowi,23,6,0.0001,2026-09-09
Apteryx rowi,11,5,0.0000,2026-09-09
Apteryx rowi,13,4,0.0000,2026-09-09
Apteryx rowi,19,3,0.0000,2026-09-09
Apteryx rowi,22,1,0.0000,2026-09-09
Apus acuticauda,23,20,0.0001,2026-09-09
Apus acuticauda,13,2,0.0000,2026-09-09
Apus acuticauda,19,1,0.0000,2026-09-09
Aquila adalberti,23,99,0.0001,2026-09-09
Aquila adalberti,16,26,0.0000,2026-09-09
Aquila adalberti,22,19,0.0000,2026-09-09
Aquila adalberti,11,12,0.0000,2026-09-09
Aquila adalberti,19,2,0.0000,2026-09-09
Aquila adalberti,27,2,0.0000,2026-09-09
Aquila adalberti,12,1,0.0000,2026-09-09
Aquila adalberti,13,1,0.0000,2026-09-09
Aquila adalberti,17,1,0.0000,2026-09-09
Aquila adalberti,24,1,0.0000,2026-09-09
Aquila gurneyi,23,6,0.0001,2026-09-09
Aquila gurneyi,11,4,0.0000,2026-09-09
Aquila gurneyi,16,2,0.0000,2026-09-09
Aquila gurneyi,19,1,0.0000,2026-09-09
Aquila heliaca,23,186,0.0001,2026-09-09
Aquila heliaca,16,42,0.0000,2026-09-09
Aquila heliaca,19,27,0.0000,2026-09-09
Aquila heliaca,22,27,0.0000,2026-09-09
Aquila heliaca,11,13,0.0000,2026-09-09
Aquila heliaca,13,10,0.0000,2026-09-09
Aquila heliaca,33,8,0.0000,2026-09-09
Aquila heliaca,24,7,0.0000,2026-09-09
Aquila heliaca,26,2,0.0000,2026-09-09
Aquila heliaca,27,1,0.0000,2026-09-09
Aquila heliaca,32,1,0.0000,2026-09-09
Aquila nipalensis,23,152,0.0001,2026-09-09
Aquila nipalensis,16,54,0.0000,2026-09-09
Aquila nipalensis,19,26,0.0000,2026-09-09
Aquila nipalensis,22,25,0.0000,2026-09-09
Aquila nipalensis,11,10,0.0000,2026-09-09
Aquila nipalensis,13,9,0.0000,2026-09-09
Aquila nipalensis,24,3,0.0000,2026-09-09
Aquila nipalensis,12,2,0.0000,2026-09-09
Aquila nipalensis,21,1,0.0000,2026-09-09
Aquila nipalensis,31,1,0.0000,2026-09-09
Aquila nipalensis,32,1,0.0000,2026-09-09
Aquila nipalensis,33,1,0.0000,2026-09-09
Aquila rapax,23,37,0.0001,2026-09-09
Aquila rapax,16,13,0.0000,2026-09-09
Aquila rapax,11,9,0.0000,2026-09-09
Aquila rapax,22,5,0.0000,2026-09-09
Aquila rapax,19,2,0.0000,2026-09-09
Aquila rapax,24,2,0.0000,2026-09-09
Aquila rapax,27,2,0.0000,2026-09-09
Aquila rapax,13,1,0.0000,2026-09-09
Aquila rapax,28,1,0.0000,2026-09-09
Ara ambiguus,23,51,0.0001,2026-09-09
Ara ambiguus,13,38,0.0000,2026-09-09
Ara ambiguus,22,31,0.0000,2026-09-09
Ara ambiguus,32,4,0.0000,2026-09-09
Ara ambiguus,27,3,0.0000,2026-09-09
Ara ambiguus,33,3,0.0000,2026-09-09
Ara ambiguus,11,1,0.0000,2026-09-09
Ara ambiguus,14,1,0.0000,2026-09-09
Ara ambiguus,19,1,0.0000,2026-09-09
Ara ambiguus,26,1,0.0000,2026-09-09
Ara glaucogularis,23,28,0.0001,2026-09-09
Ara glaucogularis,13,10,0.0000,2026-09-09
Ara glaucogularis,22,8,0.0000,2026-09-09
Ara glaucogularis,11,7,0.0000,2026-09-09
Ara glaucogularis,27,7,0.0000,2026-09-09
Ara glaucogularis,32,4,0.0000,2026-09-09
Ara glaucogularis,34,3,0.0000,2026-09-09
Ara glaucogularis,19,2,0.0000,2026-09-09
Ara glaucogularis,24,2,0.0000,2026-09-09
Ara glaucogularis,16,1,0.0000,2026-09-09
Ara militaris,23,144,0.0001,2026-09-09
Ara militaris,22,73,0.0000,2026-09-09
Ara militaris,13,31,0.0000,2026-09-09
Ara militaris,11,8,0.0000,2026-09-09
Ara militaris,19,7,0.0000,2026-09-09
Ara militaris,27,5,0.0000,2026-09-09
Ara militaris,32,2,0.0000,2026-09-09
Ara militaris,33,2,0.0000,2026-09-09
Ara militaris,24,1,0.0000,2026-09-09
Ara militaris,34,1,0.0000,2026-09-09
Ara rubrogenys,23,52,0.0001,2026-09-09
Ara rubrogenys,22,9,0.0000,2026-09-09
Ara rubrogenys,13,5,0.0000,2026-09-09
Ara rubrogenys,19,4,0.0000,2026-09-09
Ara rubrogenys,24,1,0.0000,2026-09-09
Aramidopsis plateni,19,3,0.0001,2026-09-09
Aramidopsis plateni,23,3,0.0000,2026-09-09
Aramidopsis plateni,16,2,0.0000,2026-09-09
Aramidopsis plateni,11,1,0.0000,2026-09-09
Aramidopsis plateni,13,1,0.0000,2026-09-09
Aramidopsis plateni,22,1,0.0000,2026-09-09
Aramidopsis plateni,32,1,0.0000,2026-09-09
Aramidopsis plateni,33,1,0.0000,2026-09-09
Aratinga solstitialis,23,43,0.0001,2026-09-09
Aratinga solstitialis,11,18,0.0000,2026-09-09
Aratinga solstitialis,13,10,0.0000,2026-09-09
Aratinga solstitialis,22,7,0.0000,2026-09-09
Aratinga solstitialis,27,5,0.0000,2026-09-09
Aratinga solstitialis,24,4,0.0000,2026-09-09
Aratinga solstitialis,19,2,0.0000,2026-09-09
Aratinga solstitialis,16,1,0.0000,2026-09-09
Aratinga solstitialis,17,1,0.0000,2026-09-09
Arborophila ardens,23,24,0.0001,2026-09-09
Arborophila ardens,22,8,0.0000,2026-09-09
Arborophila ardens,11,2,0.0000,2026-09-09
Arborophila ardens,13,2,0.0000,2026-09-09
Arborophila ardens,19,1,0.0000,2026-09-09
Arborophila cambodiana,23,3,0.0001,2026-09-09
Arborophila cambodiana,13,2,0.0000,2026-09-09
Arborophila cambodiana,19,2,0.0000,2026-09-09
Arborophila cambodiana,22,2,0.0000,2026-09-09
Arborophila davidi,22,3,0.0001,2026-09-09
Arborophila davidi,23,3,0.0000,2026-09-09
Arborophila davidi,11,2,0.0000,2026-09-09
Arborophila davidi,13,1,0.0000,2026-09-09
Arborophila gingica,23,22,0.0001,2026-09-09
Arborophila gingica,22,5,0.0000,2026-09-09
Arborophila gingica,11,3,0.0000,2026-09-09
Arborophila gingica,13,3,0.0000,2026-09-09
Arborophila gingica,16,2,0.0000,2026-09-09
Arborophila gingica,19,1,0.0000,2026-09-09
Arborophila mandellii,23,20,0.0001,2026-09-09
Arborophila mandellii,22,9,0.0000,2026-09-09
Arborophila mandellii,19,3,0.0000,2026-09-09
Arborophila mandellii,11,2,0.0000,2026-09-09
Arborophila mandellii,13,1,0.0000,2026-09-09
Arborophila orientalis,23,7,0.0001,2026-09-09
Arborophila orientalis,11,2,0.0000,2026-09-09
Arborophila orientalis,13,1,0.0000,2026-09-09
Arborophila orientalis,19,1,0.0000,2026-09-09
Arborophila orientalis,22,1,0.0000,2026-09-09
Arborophila rufipectus,23,35,0.0001,2026-09-09
Arborophila rufipectus,13,9,0.0000,2026-09-09
Arborophila rufipectus,11,4,0.0000,2026-09-09
Arborophila rufipectus,19,4,0.0000,2026-09-09
Arborophila rufipectus,22,4,0.0000,2026-09-09
Arborophila rufipectus,16,1,0.0000,2026-09-09
Arborophila rufipectus,27,1,0.0000,2026-09-09
Arcanator orostruthus,23,8,0.0001,2026-09-09
Arcanator orostruthus,11,3,0.0000,2026-09-09
Arcanator orostruthus,22,3,0.0000,2026-09-09
Arcanator orostruthus,19,2,0.0000,2026-09-09
Arcanator orostruthus,16,1,0.0000,2026-09-09
Ardea humbloti,11,5,0.0001,2026-09-09
Ardea humbloti,23,4,0.0000,2026-09-09
Ardea humbloti,13,1,0.0000,2026-09-09
Ardea humbloti,19,1,0.0000,2026-09-09
Ardea humbloti,22,1,0.0000,2026-09-09
Ardea insignis,23,51,0.0001,2026-09-09
Ardea insignis,11,8,0.0000,2026-09-09
Ardea insignis,22,8,0.0000,2026-09-09
Ardea insignis,13,6,0.0000,2026-09-09
Ardea insignis,19,1,0.0000,2026-09-09
Ardenna bulleri,23,6,0.0001,2026-09-09
Ardenna bulleri,11,2,0.0000,2026-09-09
Ardenna bulleri,13,1,0.0000,2026-09-09
Ardenna bulleri,19,1,0.0000,2026-09-09
Ardenna bulleri,22,1,0.0000,2026-09-09
Ardenna bulleri,33,1,0.0000,2026-09-09
Ardenna carneipes,23,39,0.0001,2026-09-09
Ardenna carneipes,11,5,0.0000,2026-09-09
Ardenna carneipes,13,4,0.0000,2026-09-09
Ardenna carneipes,33,3,0.0000,2026-09-09
Ardenna carneipes,16,1,0.0000,2026-09-09
