sta,plate,lat,lon,dist_km,residual_mm_yr,kept
RBYL,AU,-23.4264,147.5873,1525.4,0.280,1
RGAR,AU,-38.5620,176.3430,31.9,7.464,0
RGAW,AU,-38.0032,176.8962,36.4,12.499,0
RGHD,AU,-38.0937,176.3659,24.1,4.548,0
RGHL,AU,-38.2519,176.3523,10.5,6.036,0
RGHR,AU,-38.3858,176.2880,11.7,5.293,0
RGKA,AU,-38.0201,176.2441,27.7,2.839,0
RGKW,AU,-38.0525,176.7728,29.7,11.097,0
RGLI,AU,-38.0033,176.3857,17.0,4.962,0
RGLN,AU,-33.4157,149.6550,1950.6,0.023,1
RGMK,AU,-38.1383,176.4671,25.8,10.261,0
RGMT,AU,-37.9154,176.7247,19.2,5.494,0
RGON,AU,-38.2566,176.2323,3.5,6.396,0
RGOP,AU,-37.8459,176.5563,6.0,3.720,0
RGRE,AU,-38.0573,176.5212,19.2,6.178,0
RGRR,AU,-38.3389,176.5146,24.6,7.151,0
RGTA,AU,-38.2338,176.5061,23.9,6.616,0
RGUT,AU,-38.1766,176.1942,12.9,4.970,0
RGWI,AU,-37.5181,177.1778,36.2,9.872,0
RGWV,AU,-38.3526,176.2109,7.8,5.080,0
RHPT,AU,-41.0651,145.9618,1135.1,0.126,1
RID1,AU,-23.2876,150.2091,1462.0,1.478,1
RIPA,AU,-39.1655,176.4925,66.0,12.445,0
RIVN,AU,-17.7116,129.9922,971.2,0.092,1
RKLD,AU,-19.9676,137.8348,1469.5,0.086,1
RNBO,AU,-35.9098,141.9929,1609.0,1.914,1
RNSP,AU,-18.3879,133.8165,1131.1,0.448,1
ROBI,AU,-28.0770,153.3813,1735.3,0.202,1
ROS5,AU,-24.6310,151.9147,1587.3,0.982,1
RSBY,AU,-23.1610,150.7901,1437.5,0.241,1
RUTH,AU,-36.0985,146.5089,1670.4,0.288,1
RUUS,AU,-34.0425,141.2690,1810.3,0.248,1
RVSO,AU,-17.6064,145.4827,960.8,0.514,1
RXBY,AU,-30.5581,136.9021,2180.3,1.616,1
RYLS,AU,-32.7924,149.9767,1987.0,0.112,1
SA45,AU,-32.4703,137.9343,1975.3,0.116,1
SALT,AU,-28.2717,153.5749,1726.8,0.928,1
SCON,AU,-32.0513,150.8696,1996.7,0.141,1
SEAL,AU,-35.5045,142.8487,1663.1,0.034,1
SEMR,AU,-37.0242,145.1392,1537.7,0.602,1
SFLD,AU,-27.6832,152.9078,1761.6,0.591,1
SG36,AU,-37.9126,145.1327,1442.3,0.193,1
SKIP,AU,-37.6849,143.3595,1431.2,0.342,1
SLAD,AU,-21.0669,149.2256,1241.5,1.416,1
SNGO,AU,-32.5582,151.1758,1935.1,0.253,1
SPA7,AU,-32.0071,115.8950,1920.6,0.467,1
SPA8,AU,-32.0071,115.8950,1920.6,0.224,1
SPBY,AU,-42.5464,147.9309,1067.6,0.329,1
SPPT,AU,-32.9602,151.6237,1873.9,0.652,1
SPWD,AU,-33.6985,150.5639,1873.8,0.464,1
SRIP,AU,-27.6919,152.8073,1771.1,0.711,1
SSCK,AU,-40.9616,145.5843,1133.5,0.509,1
STA6,AU,-36.6152,143.2574,1546.6,0.926,1
STHG,AU,-24.3502,143.2853,1742.6,2.159,0
STNY,AU,-38.3752,145.2140,1394.8,0.204,1
STR1,AU,-35.3155,149.0101,1827.5,0.080,1
STR2,AU,-35.3162,149.0102,1827.5,0.037,1
STR4,AU,-35.3157,149.0099,1827.5,0.181,1
STRH,AU,-37.7288,141.1365,1400.6,0.105,1
SUNM,AU,-27.4849,153.0353,1741.9,0.409,1
SWNH,AU,-35.3435,143.5602,1690.6,0.213,1
SWTC,AU,-27.6724,152.8771,1764.0,0.134,1
SYDN,AU,-33.7809,151.1504,1833.6,0.082,1
SYM1,AU,-35.3425,149.1611,1816.9,0.097,1
TAMW,AU,-31.0928,150.9309,2075.8,0.092,1
TAR3,AU,-25.8014,149.8945,1742.4,0.934,1
TARE,AU,-31.9122,152.4638,1914.9,0.424,1
TATU,AU,-36.4396,145.2704,1603.5,0.478,1
TAUP,AU,-38.7427,176.0810,10.7,5.780,0
TBOB,AU,-29.4502,142.0574,2317.8,0.166,1
TCBY,AU,-25.9188,153.0034,1680.7,0.561,1
TELO,AU,-36.1260,141.1109,1578.2,0.938,1
TERG,AU,-23.9606,148.7845,1566.1,0.520,1
TGHR,AU,-38.6781,175.7119,21.3,2.203,0
TGOH,AU,-38.8458,176.0475,13.7,6.549,0
TGRA,AU,-38.8634,175.7701,18.0,3.844,0
TGRI,AU,-38.9771,175.8585,24.7,4.017,0
TGTK,AU,-38.6110,175.8108,17.5,2.680,0
TGW2,AU,-38.6735,175.9396,4.8,2.459,0
THEV,AU,-32.1286,133.6968,1925.3,0.137,1
THIO,AU,-21.6086,166.2154,259.1,0.336,0
THO1,AU,-37.8435,146.3982,1482.8,0.384,1
TID1,AU,-35.3992,148.9800,1817.9,0.116,1
TID2,AU,-35.3992,148.9800,1817.9,0.252,1
TIDB,AU,-35.3992,148.9800,1817.9,0.082,1
TIDV,AU,-35.3992,148.9800,1817.9,0.084,1
TITG,AU,-10.5865,142.2219,469.4,0.133,0
TLPA,AU,-30.8670,144.4138,2194.7,0.131,1
TMBA,AU,-35.7777,148.0115,1747.4,0.086,1
TMBO,AU,-24.7717,146.2841,1701.0,0.110,1
TMRA,AU,-34.4464,147.5344,1873.5,0.168,1
TMUT,AU,-35.3011,148.2202,1803.6,0.105,1
TNDA,AU,-34.5058,138.9831,1749.2,0.176,1
TNGL,AU,-24.4917,150.5735,1587.1,0.667,1
TNTR,AU,-29.0548,152.0199,1900.9,0.212,1
TOMP,AU,-22.8465,117.4003,1277.3,0.248,1
TOOG,AU,-27.0833,152.3664,1786.9,0.460,1
TOOW,AU,-27.5344,151.9285,1845.4,0.261,1
TORK,AU,-31.4957,115.5843,1978.5,0.744,1
TOTT,AU,-32.2534,147.3697,2103.0,0.376,1
TOW2,AU,-19.2693,147.0557,1089.9,0.177,1
TRN1,AU,-26.7954,151.8993,1818.7,0.512,1
TRNG,AU,-37.7288,176.2609,27.9,2.197,0
TSMI,AU,-40.8505,145.1324,1131.4,0.471,1
TTTA,AU,-22.0115,166.2169,280.2,0.495,0
TULL,AU,-32.6322,147.5697,2067.6,0.727,1
TULY,AU,-17.9417,145.9316,979.4,0.386,1
TURO,AU,-36.0351,150.1222,1701.5,0.069,1
TWED,AU,-28.3489,153.4003,1745.9,1.028,1
UCLA,AU,-31.6796,128.8832,1896.0,0.109,1
ULLA,AU,-35.3620,150.4653,1736.8,0.951,1
UNDE,AU,-35.1712,141.8126,1689.1,0.470,1
UNSW,AU,-33.9177,151.2318,1817.0,0.340,1
UNW2,AU,-33.9182,151.2327,1816.9,0.475,1
VGET,AU,-39.1357,175.7108,13.6,2.336,0
VGFW,AU,-39.2551,175.5527,5.6,2.239,0
VGKR,AU,-39.0944,175.6413,15.3,3.112,0
VGMO,AU,-39.4074,175.7543,23.4,4.770,0
VGMT,AU,-39.3846,175.4705,20.9,3.110,0
VGNG,AU,-39.1756,175.6011,6.1,1.326,0
VGNT,AU,-39.0987,175.6759,15.7,1.463,0
VGOB,AU,-39.1998,175.5422,6.6,2.085,0
VGOT,AU,-39.1631,175.6651,8.8,2.133,0
VGPK,AU,-39.2893,175.3464,23.6,2.366,0
VGTM,AU,-39.1156,175.7041,15.1,2.386,0
VGTR,AU,-39.2984,175.5483,9.3,2.827,0
VGTS,AU,-39.2773,175.6089,5.3,2.701,0
VGWH,AU,-39.2824,175.5890,6.1,2.618,0
VGWN,AU,-39.3269,175.5978,10.9,2.933,0
VGWT,AU,-39.1151,175.5897,12.8,2.012,0
VIKR,AU,-35.7354,143.9223,1653.5,1.670,1
VLWD,AU,-33.8806,150.9772,1834.5,0.216,1
WAGN,AU,-33.3331,117.4101,1753.1,0.121,1
WAI3,AU,-34.1824,140.0334,1788.9,0.205,1
WAIK,AU,-34.1956,140.0047,1787.3,0.330,1
WAK1,AU,-35.4553,144.3810,1692.1,0.547,1
WALH,AU,-17.7763,135.6433,1144.2,0.344,1
WALW,AU,-35.9660,147.7342,1719.2,0.868,1
WANG,AU,-39.7869,174.8214,91.7,6.407,0
WANI,AU,-34.5589,135.6605,1722.5,0.654,1
WAR3,AU,-29.5406,150.5742,2051.0,0.243,1
WARA,AU,-25.0372,128.2962,1650.7,0.174,1
WARK,AU,-36.4344,174.6628,220.7,0.862,0
WARW,AU,-28.2135,152.0304,1863.4,0.266,1
WBEE,AU,-37.9061,144.6686,1432.3,0.298,1
WCHP,AU,-31.4611,152.7343,1939.9,0.238,1
WDBG,AU,-28.3934,152.6071,1818.9,0.256,1
WEDD,AU,-36.4255,143.6140,1573.0,0.120,1
WEEM,AU,-29.0133,149.2545,2105.0,0.630,1
WEIA,AU,-12.6683,141.8624,695.1,1.485,1
WEIP,AU,-12.6783,141.9205,692.2,0.322,1
WEND,AU,-37.5377,143.8302,1455.3,0.456,1
WFAL,AU,-34.1342,150.9950,1811.2,0.224,1
WGBA,AU,-33.8864,150.5977,1855.4,0.447,1
WGGA,AU,-35.1072,147.3693,1798.9,0.154,1
WHIY,AU,-32.2975,116.0281,1888.0,0.307,1
WHKT,AU,-37.9817,177.0139,45.6,13.196,0
WHNG,AU,-35.8038,174.3146,284.0,0.641,0
WHVR,AU,-39.7301,175.4517,57.3,7.537,0
WIL3,AU,-33.0260,116.8797,1794.4,0.372,1
WILI,AU,-16.2874,149.9648,705.9,2.029,0
WILU,AU,-26.6257,120.2184,1679.4,0.128,1
WLAL,AU,-19.7786,120.6435,918.1,0.240,1
WLCA,AU,-31.5553,143.3751,2104.8,0.956,1
WLGT,AU,-30.0234,148.1169,2238.3,0.170,1
WLMD,AU,-35.5945,149.1377,1797.8,0.228,1
WLT1,AU,-32.0424,115.8796,1916.8,0.610,1
WMGA,AU,-19.9334,134.3545,1312.0,0.337,1
WNBL,AU,-38.3827,142.4785,1341.6,0.363,1
WNGA,AU,-36.3545,146.3231,1638.3,0.405,1
WNTN,AU,-22.4692,143.0063,1559.6,0.235,1
WONG,AU,-16.3590,145.4121,837.1,0.402,1
WOOL,AU,-27.4850,153.0353,1741.9,0.376,1
WORI,AU,-37.7771,145.5300,1466.5,0.389,1
WOTG,AU,-38.6081,145.5909,1379.8,0.252,1
WPND,AU,-38.1961,144.2997,1393.1,0.483,1
WRDI,AU,-38.2822,144.0516,1378.7,2.318,0
WRRN,AU,-31.7008,147.8364,2174.0,0.247,1
WSEA,AU,-37.5145,145.1162,1484.5,0.102,1
WTCF,AU,-30.8533,143.0930,2179.0,0.765,1
WTON,AU,-32.5738,148.9566,2064.5,0.281,1
WWCC,AU,-35.1096,147.3712,1798.7,0.508,1
WWLG,AU,-33.7034,147.3217,1946.7,0.218,1
WYCH,AU,-36.0775,143.2259,1605.2,0.186,1
WYNG,AU,-33.2825,151.4240,1859.3,0.294,1
WYRL,AU,-27.9275,152.7901,1782.4,0.182,1
YALL,AU,-38.1821,146.3490,1445.9,1.295,1
YANK,AU,-38.8123,146.2069,1375.7,0.580,1
YAR1,AU,-29.0466,115.3470,1976.1,0.772,1
YAR2,AU,-29.0466,115.3470,1976.1,0.228,1
YAR3,AU,-29.0465,115.3472,1976.1,0.197,1
YARO,AU,-31.2363,151.9222,2005.8,0.157,1
YARR,AU,-29.0466,115.3470,1976.1,0.135,1
YARS,AU,-34.5280,141.4546,1757.6,1.414,1
YASS,AU,-34.8449,148.9133,1873.1,0.185,1
YATE,AU,-22.1595,166.9444,222.0,0.949,0
YEEL,AU,-34.1441,135.7844,1769.7,0.130,1
YELO,AU,-31.2907,119.6458,1959.5,0.066,1
YIEL,AU,-35.9279,145.2358,1657.9,0.618,1
YLRB,AU,-28.6316,150.7323,1998.6,0.181,1
YMBA,AU,-29.4474,153.3579,1803.2,0.188,1
YNKI,AU,-38.8122,146.2182,1376.1,1.059,1
YRBE,AU,-23.2700,149.0167,1487.4,5.263,0
YRRM,AU,-38.5652,146.6752,1415.6,0.600,1
YTWN,AU,-34.9389,137.6958,1700.3,0.845,1
YULA,AU,-25.2310,130.9416,1774.6,0.212,1
YUNG,AU,-34.3038,148.2828,1910.1,0.141,1
Z406,AU,-38.6918,175.9948,2.0,1.924,0
25MA,SA,-37.7719,-67.7156,602.7,5.612,0
3ARO,SA,-38.3821,-60.2743,1243.4,1.493,1
ABD0,SA,16.4743,-61.4880,213.9,17.150,0
ABDZ,SA,16.4743,-61.4880,213.9,16.904,0
ABE1,SA,16.4720,-61.5093,215.8,16.966,0
ABMF,SA,16.2623,-61.5275,231.3,16.816,0
ABPD,SA,4.4766,-74.0989,65.6,5.987,0
ABRA,SA,-22.7220,-65.6973,142.5,12.684,0
ACP1,SA,9.3714,-79.9499,105.2,22.394,0
ACP6,SA,9.2385,-79.4078,132.1,22.057,0
ADE0,SA,16.2969,-61.0865,193.8,16.468,0
AGCA,SA,8.3150,-73.5954,144.8,12.561,0
AGGO,SA,-34.8737,-58.1399,1362.0,0.723,1
AJB0,SA,14.8123,-61.1200,271.7,18.076,0
ALAR,SA,-9.7492,-36.6534,1389.5,0.090,1
ALB3,SA,7.7605,-73.3894,105.2,10.774,0
ALMA,SA,-9.5547,-35.7771,1321.2,0.258,1
ALPA,SA,11.5280,-72.9178,156.5,15.954,0
ALT1,SA,-43.8841,-68.4135,580.0,2.563,0
ALUM,SA,-27.3234,-66.5966,516.3,3.827,0
AMCO,SA,-4.8720,-65.3340,1026.5,1.043,1
AMCR,SA,-4.0858,-63.1422,1208.2,0.612,1
AMHA,SA,-7.5167,-63.0284,903.3,0.588,1
AMPT,SA,-2.6542,-56.7484,1433.4,0.396,1
AMTE,SA,-3.3457,-64.7067,1209.8,1.056,1
AMTG,SA,-4.2305,-69.9147,932.2,0.529,1
AMUA,SA,-3.0918,-60.0182,1483.5,0.501,1
APLJ,SA,-0.8220,-52.5156,1371.4,0.189,1
APMA,SA,0.0470,-51.0971,1369.0,0.680,1
APS1,SA,-0.0595,-51.1665,1374.5,0.347,1
APSA,SA,-0.0603,-51.1675,1374.5,0.773,1
APTO,SA,7.8778,-76.6324,66.7,20.314,0
ARCA,SA,7.0843,-70.7585,132.6,0.467,0
AREG,SA,-16.4654,-71.4929,238.9,12.036,0
ASC1,SA,-7.9512,-14.4121,101.9,0.609,0
ASCG,SA,-7.9163,-14.3327,92.9,0.348,0
AUA1,SA,12.5085,-70.0085,23.8,17.629,0
AZUE,SA,7.9557,-80.4325,66.3,28.842,0
AZUL,SA,-36.7670,-59.8813,1227.7,1.606,1
B914,SA,-39.8205,-73.2293,162.1,17.088,0
BABJ,SA,-13.2615,-43.5471,2168.1,0.438,1
BABR,SA,-12.1500,-44.9949,2106.6,0.467,1
BAIL,SA,-14.7966,-39.1724,2010.6,0.113,1
BAIR,SA,-11.3056,-41.8585,1884.6,0.256,1
BAIT,SA,-12.5213,-40.2887,1871.5,0.229,1
BAPA,SA,-9.3901,-38.2155,1458.4,0.147,1
BATF,SA,-17.5549,-39.7433,2306.8,0.739,1
BAVC,SA,-14.8883,-40.8027,2115.4,0.276,1
BBAF,SA,-45.9825,-71.7029,331.1,1.124,0
BCAR,SA,-37.7612,-58.3011,1388.5,1.348,1
BCH1,SA,-41.1468,-71.2989,327.9,1.617,0
BCOR,SA,-17.1804,-68.4292,246.5,7.424,0
BEJA,SA,7.0606,-73.8756,173.9,10.822,0
BELE,SA,-1.4088,-48.4626,1413.0,0.562,1
BEPA,SA,-1.4608,-48.4414,1415.8,1.530,1
BGGY,SA,17.0451,-61.8612,209.9,16.129,0
BIEC,SA,-1.4466,-78.5016,18.6,0.287,0
BIM0,SA,14.5182,-61.0674,276.4,18.618,0
BLOV,SA,-19.8536,-68.2454,183.3,14.855,0
BLPZ,SA,-16.5299,-68.1683,181.6,5.203,0
BN02,SA,-23.6685,-70.4050,101.6,34.971,0
BN03,SA,-27.3695,-70.3321,150.3,25.449,0
BN05,SA,-33.0433,-71.6239,120.3,26.383,0
BN11,SA,-45.5720,-72.0686,304.7,2.208,0
BN13,SA,-33.4433,-70.6464,205.8,9.967,0
BN20,SA,-42.4819,-73.7655,136.2,14.006,0
BNGA,SA,7.1049,-73.1237,98.8,7.879,0
BOAV,SA,2.8452,-60.7011,832.1,0.255,1
BOGA,SA,4.6387,-74.0799,75.3,10.002,0
BOGT,SA,4.6401,-74.0809,75.5,6.133,0
BOMJ,SA,-13.2556,-43.4217,2158.1,1.021,1
BQLA,SA,11.0197,-74.8496,85.5,14.556,0
BRAZ,SA,-15.9475,-47.8779,1677.6,0.124,1
BRFT,SA,-3.8774,-38.4255,1052.2,0.459,1
BSUC,SA,-19.0062,-65.3026,190.9,12.221,0
BUE1,SA,-34.5737,-58.5193,1327.3,1.670,1
BUE2,SA,-34.5737,-58.5193,1327.3,2.815,0
BUEN,SA,3.8820,-77.0104,149.1,11.032,0
CAEP,SA,-25.9569,-60.6217,590.7,1.483,1
CAL3,SA,-12.0629,-77.1493,172.7,23.106,0
CAL9,SA,-33.3980,-70.5372,215.8,12.253,0
CALI,SA,3.3758,-76.5326,172.5,8.837,0
CART,SA,10.3913,-75.5339,71.3,17.792,0
CAS5,SA,7.9888,-75.2000,182.9,14.928,0
CATA,SA,-28.4710,-65.7741,611.6,2.985,0
CAYN,SA,4.9488,-52.3100,866.5,1.010,1
CBAA,SA,-22.7464,-68.4481,141.6,19.877,0
CBE0,SA,16.0670,-61.6111,252.0,16.933,0
CBEZ,SA,16.0670,-61.6111,252.0,16.790,0
CBMB,SA,-17.4166,-66.2588,90.9,6.160,0
CCHR,SA,-47.2530,-72.5907,258.2,3.714,0
CDLC,SA,-22.1896,-69.7615,82.7,29.577,0
CECA,SA,-51.2706,-72.3382,216.1,5.602,0
CEEU,SA,-3.8775,-38.4255,1052.2,0.354,1
CEFE,SA,-20.3108,-40.3195,2382.9,0.323,1
CEFT,SA,-3.7108,-38.4729,1045.8,0.612,1
CESB,SA,-3.6813,-40.3375,1188.3,0.895,1
CFAG,SA,-31.6022,-68.2326,421.2,5.339,0
CGUA,SA,-25.1626,-69.5903,194.9,30.716,0
CHAC,SA,-27.4204,-58.9597,817.4,0.808,1
CHEP,SA,9.1706,-79.1045,139.1,22.294,0
CHIM,SA,-39.1637,-66.1465,747.3,3.721,0
CHLT,SA,-49.3405,-72.8856,300.7,9.232,0
CHOY,SA,-34.8981,-60.0194,1190.7,1.231,1
CHPG,SA,-22.6823,-45.0024,1901.0,0.395,1
CHPI,SA,-22.6871,-44.9852,1902.8,0.227,1
CHYT,SA,-18.3708,-70.3421,180.2,16.412,0
CIFU,SA,-25.6526,-70.6470,100.5,35.737,0
CJNT,SA,-23.0275,-67.7606,170.2,17.165,0
CLLA,SA,-20.9545,-69.3566,65.7,24.646,0
CMRI,SA,-20.0102,-63.5334,40.4,2.883,0
CN00,SA,17.6685,-61.7856,145.6,15.190,0
CN04,SA,14.0235,-60.9739,292.3,17.989,0
CN19,SA,12.6118,-70.0485,21.0,17.992,0
CN28,SA,8.6251,-79.0337,145.4,23.821,0
CN36,SA,8.8196,-75.8211,95.3,22.982,0
CN37,SA,10.7926,-75.2632,77.4,15.609,0
CN38,SA,12.2218,-71.9880,139.1,16.339,0
CN40,SA,12.1800,-68.9580,38.1,17.856,0
CN41,SA,8.9435,-68.0415,173.2,0.514,0
CN47,SA,13.7108,-60.9405,309.3,18.308,0
CN55,SA,8.2433,-80.5393,93.5,26.586,0
CN57,SA,10.8371,-60.9383,49.2,17.550,0
CNBA,SA,-31.3982,-71.4580,116.7,22.233,0
CNEC,SA,-1.4331,-78.4632,22.7,4.539,0
COEC,SA,0.7161,-77.7870,17.0,9.121,0
CONE,SA,-0.6600,-78.4137,10.1,5.741,0
CONT,SA,-36.8428,-73.0254,126.8,35.292,0
COR5,SA,-19.0003,-57.6296,594.9,0.407,1
CORD,SA,-31.5284,-64.4700,776.9,0.721,1
CORO,SA,9.3281,-75.2879,155.7,16.740,0
COYQ,SA,-45.5143,-71.8921,316.7,1.290,0
CRA1,SA,-7.2380,-39.4156,1379.3,0.790,1
CRBR,SA,-16.9963,-71.7901,172.3,12.298,0
CRIS,SA,-24.1679,-70.3868,109.9,34.261,0
CRRH,SA,-39.5835,-71.4726,307.8,1.795,0
CRSC,SA,-20.9177,-70.0798,64.8,29.265,0
CRUZ,SA,-7.6112,-72.6721,531.3,1.552,1
CSEC,SA,-1.0531,-80.7284,76.4,18.501,0
CSJ1,SA,-31.9805,-68.4272,405.0,2.897,0
CSLO,SA,-31.7849,-69.3022,320.8,9.264,0
CUCU,SA,7.8985,-72.4879,22.7,8.587,0
CUIB,SA,-15.5553,-56.0699,856.7,0.417,1
CURR,SA,-40.2299,-72.0043,270.0,8.123,0
CYNE,SA,4.8220,-52.3654,871.6,0.293,1
DAR2,SA,8.6584,-78.1541,99.2,25.138,0
DESI,SA,16.3038,-61.0736,192.3,16.708,0
DINO,SA,-30.1633,-67.8426,457.3,3.196,0
DOR1,SA,5.4538,-74.6633,185.9,8.797,0
DORE,SA,-36.3151,-57.6810,1413.8,0.809,1
DSD0,SA,16.3123,-61.0660,191.0,16.773,0
EACH,SA,-23.4815,-46.4997,1759.7,0.314,1
EBYP,SA,-27.3689,-55.8922,1022.3,0.489,1
ECAR,SA,-50.3358,-72.2630,311.1,5.602,0
EESC,SA,-22.0049,-47.8992,1597.7,0.228,1
ELOA,SA,-21.4249,-70.0568,8.4,30.650,0
EMAT,SA,-31.1467,-71.6627,93.2,27.973,0
EMIB,SA,-16.5322,-68.0817,173.8,5.302,0
EPGZ,SA,-32.0295,-61.2248,1083.5,0.679,1
EPSF,SA,-31.6399,-60.6721,1136.7,0.174,1
ESNV,SA,-18.7135,-40.3777,2394.1,0.110,1
ESQU,SA,-42.9171,-71.3234,341.1,1.657,0
ETSJ,SA,-32.8853,-68.8212,374.5,3.516,0
FALK,SA,-51.6937,-57.8741,215.0,0.940,0
FEDE,SA,-30.9535,-58.7830,1166.6,0.243,1
FFE0,SA,16.2175,-61.5124,233.2,17.626,0
FFT2,SA,14.6015,-61.0633,272.8,17.526,0
FLOR,SA,1.6203,-75.6045,39.4,2.501,0
FNA0,SA,15.8753,-61.5820,264.3,17.502,0
FOSA,SA,-26.1913,-58.1708,765.8,0.680,1
FQNE,SA,5.4673,-73.7348,121.1,7.320,0
FSDC,SA,14.7348,-61.1465,276.7,17.938,0
FUTF,SA,-43.1905,-71.8484,302.2,0.994,0
GARA,SA,5.0813,-73.3600,61.7,4.066,0
GGPA,SA,-0.1804,-78.5937,44.9,12.369,0
GGUA,SA,-33.1510,-59.3138,1259.0,0.339,1
GLPS,SA,-0.7430,-90.3037,210.0,54.504,0
GOGY,SA,-16.6647,-49.2547,1516.0,0.484,1
GOJA,SA,-17.8833,-51.7261,1229.5,0.986,1
GOLG,SA,-24.6906,-65.7608,356.7,9.826,0
GOSI,SA,16.2063,-61.4814,231.4,17.209,0
GOUR,SA,-14.5092,-49.1436,1592.9,0.547,1
GRCA,SA,-39.0290,-67.5770,623.0,3.742,0
GRE1,SA,12.2218,-61.6405,199.8,18.814,0
GRSA,SA,4.2753,-54.3827,775.5,0.538,1
GSTV,SA,17.9014,-62.8518,168.5,15.606,0
GUAY,SA,-31.8691,-59.0262,1250.7,0.542,1
GVA1,SA,-18.8556,-41.9576,2227.2,0.471,1
HLPN,SA,-36.7478,-73.1902,111.5,28.191,0
HOUE,SA,15.9796,-61.7031,265.8,16.888,0
HOUZ,SA,15.9796,-61.7031,265.8,17.080,0
IAC1,SA,-18.4797,-70.3329,174.4,17.010,0
IBAG,SA,4.4280,-75.2147,158.7,7.890,0
IBEC,SA,0.3502,-78.1157,25.6,2.458,0
IFSC,SA,-27.5944,-48.5421,1666.9,0.276,1
IGM1,SA,-34.5722,-58.4393,1334.6,0.924,1
IGN1,SA,8.9849,-79.5358,157.9,23.160,0
ILAM,SA,14.7746,-60.8754,247.5,18.082,0
ILHA,SA,-20.4278,-51.3434,1234.2,0.599,1
ILOC,SA,-34.9488,-72.1790,122.0,20.788,0
IMBT,SA,-28.2348,-48.6557,1683.8,0.519,1
IMPZ,SA,-5.4918,-47.4972,1728.8,0.627,1
INR1,SA,4.9086,-75.8972,232.6,9.244,0
IRAC,SA,5.4793,-53.2102,753.4,0.424,1
IROY,SA,5.2847,-52.5868,818.7,0.309,1
ITAI,SA,-25.4207,-54.5883,1018.7,0.127,1
JAMG,SA,-15.3627,-43.7669,2120.0,0.355,1
JBAL,SA,-27.5844,-65.6227,615.4,4.690,0
JCHL,SA,-30.2426,-68.7463,370.3,5.219,0
JRGN,SA,-23.2889,-70.5749,87.1,36.089,0
JVCH,SA,-27.0028,-64.6820,620.0,3.841,0
JVGO,SA,-25.1197,-64.1249,413.7,2.836,0
KOUG,SA,5.0985,-52.6398,828.4,0.512,1
KOUR,SA,5.2522,-52.8060,803.3,0.641,1
KROU,SA,5.1530,-52.6698,821.8,0.571,1
LAM0,SA,14.8130,-61.1631,276.2,18.143,0
LARJ,SA,-29.4145,-66.8507,531.7,3.320,0
LBHT,SA,-19.8686,-43.9619,2006.7,0.334,1
LBOA,SA,2.8338,-60.6946,833.3,0.757,1
LBO_,SA,4.6378,-74.0823,75.4,5.037,0
LBSB,SA,-15.7644,-47.8692,1683.4,0.347,1
LCEN,SA,-25.3261,-68.6026,295.1,20.140,0
LDIS,SA,16.3029,-61.0724,192.2,17.394,0
LHCL,SA,-38.0027,-65.5952,786.6,2.543,0
LIEC,SA,0.7946,-78.3609,76.3,7.886,0
LLCH,SA,-28.1903,-71.0815,98.8,30.070,0
LME2,SA,-33.8475,-70.2034,252.1,5.474,0
LMMF,SA,14.5948,-60.9962,266.2,17.982,0
LNCM,SA,-42.2151,-73.6282,146.2,13.304,0
LORI,SA,14.8246,-61.0519,264.3,18.283,0
LPG2,SA,-34.9067,-57.9323,1381.0,0.931,1
LPGS,SA,-34.9067,-57.9323,1381.0,0.505,1
LPTS,SA,-19.5820,-65.7538,212.1,12.795,0
LROS,SA,-32.4755,-61.5783,1049.7,1.273,1
LSTF,SA,-32.9593,-60.6284,1137.8,1.719,1
LVI1,SA,-31.9092,-71.5138,117.9,18.778,0
LVLG,SA,-35.0326,-63.0136,919.4,1.438,1
MA00,SA,10.6740,-71.6244,219.9,13.518,0
MA01,SA,-38.9510,-68.0574,580.7,9.107,0
MA02,SA,-34.6070,-58.3941,1338.7,1.908,1
MABA,SA,-5.3624,-49.1223,1808.7,0.425,1
MABB,SA,-4.2410,-44.8157,1478.9,0.435,1
MABS,SA,-7.5338,-46.0397,1869.3,0.384,1
MAD0,SA,16.0145,-61.6427,258.4,17.195,0
MAG2,SA,15.8899,-61.3061,243.1,17.229,0
MAGT,SA,15.8841,-61.3141,244.1,17.436,0
MALO,SA,4.0032,-81.6061,140.9,52.299,0
MAPA,SA,0.0467,-51.0973,1369.0,0.710,1
MCL1,SA,-22.7458,-70.2475,112.8,30.900,0
MCLA,SA,-16.7204,-43.8813,2069.4,0.053,1
MECO,SA,-29.1849,-58.0758,1028.1,0.892,1
MEDE,SA,6.1994,-75.5789,269.2,10.219,0
MELK,SA,-43.8967,-73.7492,153.6,11.042,0
MGBH,SA,-19.9419,-43.9249,2010.0,0.596,1
MGD2,SA,-19.8223,-63.9614,78.7,6.528,0
MGIN,SA,-22.3186,-46.3280,1761.8,0.409,1
MGJF,SA,-21.7768,-43.3726,2062.8,0.301,1
MGJP,SA,-19.8520,-43.9651,2006.5,0.293,1
MGL0,SA,15.9494,-61.2822,236.4,16.722,0
MGLA,SA,-21.2291,-44.9749,1896.1,0.548,1
MGMC,SA,-16.7164,-43.8583,2071.9,0.535,1
MGMT,SA,-18.7241,-47.5238,1648.3,0.222,1
MGRP,SA,-19.2099,-46.1326,1786.7,0.284,1
