sta,lat,lon,ve,vn,sve,svn,dur_yr,ngl_plate
0PAH,67.794655,20.086406,0.015825,0.014716,0.000367,0.000361,3.2334,EU
0PAU,57.466411,15.510573,0.018384,0.014609,0.000103,0.000125,21.8973,EU
0PIN,65.329226,21.466955,0.016615,0.014259,0.000307,0.000345,3.5318,EU
0PIS,65.236497,21.632168,0.017621,0.014359,0.000387,0.000349,3.5975,EU
0PJU,66.958598,19.818083,0.016079,0.014948,0.000147,0.000164,13.2895,EU
0PRA,67.881669,20.184298,0.016102,0.015086,0.000356,0.000351,4.2738,EU
0RAD,57.680873,12.714154,0.017542,0.014705,0.000162,0.000164,8.6626,EU
0RAM,62.182307,15.64953,0.016109,0.014789,0.000120,0.000120,18.9815,EU
0RAT,63.985592,20.895575,0.017718,0.014012,0.000129,0.000137,17.5113,EU
0RAU,67.99435,19.894743,0.015695,0.014700,0.000120,0.000127,17.1581,EU
0RAV,57.649597,12.490871,0.017219,0.014592,0.000176,0.000145,9.4730,EU
0REJ,58.825421,15.930156,0.018302,0.014292,0.000177,0.000127,11.2142,EU
0REN,61.364766,16.617282,0.017352,0.014480,0.000158,0.000144,12.5229,EU
0RIB,56.651225,16.248686,0.018978,0.014419,0.000161,0.000163,7.8795,EU
0RIN,58.334613,16.448997,0.018215,0.014245,0.000146,0.000137,11.2991,EU
0ROB,56.207883,15.272206,0.018535,0.014351,0.000170,0.000179,8.6818,EU
0ROC,56.80159,16.346526,0.018884,0.014299,0.000166,0.000160,7.8795,EU
0ROE,57.779409,14.213942,0.017831,0.014310,0.000204,0.000267,7.3648,EU
0ROM,57.511278,18.448327,0.019044,0.013721,0.000118,0.000141,15.1239,EU
0ROR,57.776956,11.615816,0.016980,0.014677,0.000104,0.000101,23.8440,EU
0ROS,65.427031,21.690801,0.016813,0.013530,0.000147,0.000157,13.6920,EU
0ROT,57.023105,14.890461,0.018196,0.014458,0.000097,0.000098,21.8946,EU
0RUN,56.697652,16.692483,0.018797,0.014068,0.000113,0.000128,17.1828,EU
0RYF,56.563161,13.932192,0.018299,0.014638,0.000195,0.000151,14.6311,EU
0SAA,63.900447,20.556083,0.017341,0.013736,0.000251,0.000205,7.1540,EU
0SAF,59.135874,12.934681,0.016868,0.014799,0.000097,0.000106,20.7557,EU
0SAK,63.969118,20.709377,0.017563,0.013602,0.000204,0.000221,6.8282,EU
0SAL,61.154239,13.266089,0.016178,0.015225,0.000164,0.000156,20.7557,EU
0SAN,61.266207,17.153917,0.017728,0.014254,0.000115,0.000105,20.7666,EU
0SAR,61.693845,13.148247,0.015570,0.015173,0.000123,0.000135,20.7584,EU
0SAT,60.346493,15.745008,0.017535,0.014672,0.000191,0.000208,7.0992,
0SAV,65.769785,21.738448,0.017223,0.013553,0.000204,0.000224,13.3416,EU
0SAX,64.971771,15.347461,0.015284,0.015417,0.000160,0.000141,18.4230,EU
0SBA,60.071677,15.557112,0.017500,0.014217,0.000137,0.000129,13.2047,EU
0SBR,62.459599,17.356962,0.017166,0.014418,0.000157,0.000149,10.6694,EU
0SBY,56.631008,16.512859,0.019452,0.013996,0.000184,0.000193,7.5127,EU
0SDE,59.189569,17.608094,0.018606,0.013707,0.000111,0.000140,16.0356,EU
0SEI,66.977854,18.583017,0.015833,0.014804,0.000347,0.000309,4.7995,EU
0SIB,56.264205,14.197376,0.018329,0.014961,0.000148,0.000118,13.7906,EU
0SJM,65.523014,21.488375,0.017043,0.013712,0.000326,0.000321,3.4798,EU
0SJN,65.346164,21.24189,0.017146,0.014184,0.000334,0.000322,3.5373,EU
0SJO,58.783484,17.101528,0.018019,0.012941,0.000164,0.000144,11.3703,EU
0SKB,62.399437,17.338119,0.016976,0.014478,0.000228,0.000243,5.7467,EU
0SKC,64.754258,20.921459,0.017497,0.013490,0.000205,0.000304,7.1403,EU
0SKE,64.879198,21.048293,0.017089,0.014297,0.000112,0.000112,32.4080,EU
0SKH,64.688597,21.230463,0.017901,0.013839,0.000340,0.000355,5.3799,EU
0SKL,55.474885,14.279361,0.018597,0.014809,0.000098,0.000098,23.9507,EU
0SKN,55.413765,12.857947,0.018402,0.014911,0.000098,0.000093,23.9507,EU
0SKO,63.378212,17.883638,0.016918,0.014472,0.000132,0.000121,18.9897,EU
0SKR,57.887237,14.364167,0.018515,0.014825,0.000245,0.000202,7.2581,EU
0SKU,55.477194,13.50243,0.018229,0.014975,0.000221,0.000210,4.8487,
0SKV,58.38728,13.840086,0.016339,0.014285,0.000428,0.000338,3.1048,EU
0SKY,60.074574,17.7443,0.018272,0.013969,0.000135,0.000123,13.2348,EU
0SLI,57.706494,18.798242,0.019196,0.013539,0.000120,0.000144,15.1212,EU
0SLU,65.431554,16.245433,0.015126,0.015106,0.000140,0.000143,18.4805,EU
0SMA,57.161343,13.405094,0.017611,0.014614,0.000171,0.000144,14.6722,EU
0SMY,55.345702,13.369854,0.018576,0.014879,0.000134,0.000135,23.9507,EU
0SNA,63.173452,15.859852,0.015488,0.014736,0.000147,0.000129,17.8069,EU
0SNE,57.492756,12.647392,0.017910,0.014623,0.000128,0.000128,15.5072,EU
0SNG,65.858884,23.494012,0.017755,0.013765,0.000209,0.000192,10.5681,EU
0SOA,56.449197,16.071767,0.018691,0.014531,0.000116,0.000107,13.6975,EU
0SOD,60.437295,18.41632,0.018518,0.013970,0.000098,0.000092,24.3340,EU
0SOL,59.444372,17.952937,0.019065,0.014016,0.000126,0.000131,15.8357,EU
0SOP,68.090868,21.691857,0.016349,0.014252,0.000117,0.000134,17.2293,EU
0SOR,65.535241,17.539909,0.015982,0.014931,0.000117,0.000120,18.9952,EU
0SOV,57.740638,15.799873,0.018421,0.014172,0.000138,0.000128,12.7173,EU
0SPR,57.715284,12.890677,0.017385,0.014605,0.000184,0.000208,6.9815,EU
0SSB,65.658502,21.942925,0.017061,0.014043,0.000284,0.000383,3.5401,EU
0SSK,60.376037,18.246397,0.018402,0.013725,0.000190,0.000181,6.5791,EU
0STA,59.308864,18.693262,0.018729,0.013633,0.000099,0.000099,24.9281,EU
0STD,62.407976,16.569399,0.016794,0.014642,0.000142,0.000160,12.5093,EU
0STF,59.532403,14.272819,0.017286,0.014628,0.000123,0.000121,13.6017,EU
0STH,59.317648,18.023392,0.018437,0.013650,0.000172,0.000211,6.2889,EU
0STI,59.706398,15.096707,0.017588,0.014400,0.000146,0.000145,11.3703,EU
0STJ,58.730062,16.410707,0.018580,0.014180,0.000160,0.000157,9.6071,EU
0STL,63.301673,12.121832,0.015401,0.015867,0.000189,0.000207,18.6913,EU
0STN,59.375643,17.021521,0.018237,0.014001,0.000130,0.000158,14.7433,EU
0STO,57.315612,14.594702,0.018061,0.014524,0.000099,0.000108,22.5599,EU
0STR,58.936641,11.181337,0.016219,0.014894,0.000126,0.000112,20.7748,EU
0STS,63.852396,15.561215,0.015847,0.015122,0.000116,0.000113,18.9843,EU
0STU,65.092544,17.10514,0.015890,0.015007,0.000128,0.000130,18.9843,EU
0STV,60.595506,16.549692,0.017533,0.017246,0.000383,0.000595,2.3080,EU
0STY,57.618617,11.760432,0.017283,0.014798,0.000221,0.000171,6.0014,EU
0SUM,62.38308,17.334132,0.016713,0.014470,0.000215,0.000272,7.6304,EU
0SUN,62.232476,17.65989,0.017394,0.014349,0.000104,0.000090,32.5804,EU
0SUR,57.830992,12.017255,0.017034,0.014671,0.000139,0.000155,20.4244,EU
0SVA,60.913022,16.140205,0.017408,0.014476,0.000138,0.000158,15.5948,EU
0SVD,55.510048,13.235141,0.018319,0.014825,0.000173,0.000139,14.7598,EU
0SVE,62.017414,14.700015,0.016330,0.015016,0.000115,0.000107,32.5804,EU
0SVI,57.077025,16.860594,0.018875,0.014501,0.000170,0.000174,7.7153,EU
0SVJ,59.809866,17.702916,0.017890,0.014435,0.000295,0.000274,3.5510,EU
0SVL,55.920182,13.110951,0.018429,0.014959,0.000180,0.000161,8.6352,EU
0SVP,67.649134,21.055344,0.015993,0.014316,0.000132,0.000167,15.2006,EU
0SVS,56.26157,14.769499,0.018615,0.014137,0.000126,0.000122,13.6646,EU
0SVT,64.512019,21.061634,0.017781,0.014120,0.000182,0.000185,6.9843,EU
0SYS,60.710314,12.885723,0.016404,0.015080,0.000161,0.000177,10.5134,EU
0TAV,64.037357,20.046157,0.017724,0.013650,0.000150,0.000156,11.3703,EU
0TEG,63.819583,20.244291,0.017522,0.013773,0.000265,0.000232,7.2088,EU
0TEN,57.704755,14.324347,0.016987,0.013930,0.000379,0.000288,3.4552,EU
0TIV,58.780598,14.536835,0.017336,0.014569,0.000201,0.000144,14.8282,EU
0TJU,57.964672,12.112167,0.016994,0.014873,0.000152,0.000112,20.3970,EU
0TNN,57.137621,12.276481,0.018064,0.014720,0.000210,0.000177,6.1930,EU
0TOC,59.508379,11.833527,0.016406,0.014945,0.000163,0.000155,10.7050,EU
0TOK,56.412759,12.624992,0.017847,0.014962,0.000221,0.000165,8.6160,EU
0TOR,57.033428,14.571749,0.018228,0.014467,0.000118,0.000112,15.1431,EU
0TOS,58.973872,12.635299,0.017146,0.014779,0.000218,0.000171,9.3443,EU
0TOU,56.960249,13.074026,0.017722,0.014975,0.000143,0.000135,14.4613,EU
0TRA,57.484239,13.351267,0.017480,0.014682,0.000234,0.000221,5.3059,
0TRE,56.696568,16.120861,0.018727,0.014647,0.000167,0.000149,7.8494,EU
0TRL,57.057363,12.312843,0.017567,0.014759,0.000215,0.000183,6.1903,EU
0TRN,58.028507,14.992059,0.017350,0.014363,0.000145,0.000148,14.8611,EU
0TRO,58.252281,12.280129,0.017061,0.014915,0.000139,0.000166,13.9986,EU
0TUA,57.574815,16.109925,0.018937,0.014315,0.000144,0.000133,13.6674,EU
0TUH,60.33669,15.194011,0.017701,0.013779,0.000222,0.000255,10.3354,EU
0TUN,59.106567,18.04387,0.018539,0.013892,0.000129,0.000130,16.1041,EU
0TVS,56.624265,16.043347,0.018879,0.014171,0.000168,0.000180,7.8604,EU
0TYJ,60.292425,13.870204,0.016862,0.014686,0.000135,0.000135,12.7338,EU
0TYR,59.22195,18.205595,0.018764,0.013827,0.000159,0.000136,13.7412,EU
0TYS,58.847566,17.233369,0.019020,0.014099,0.000165,0.000178,11.3128,EU
0ULL,67.0133,21.815226,0.016716,0.014294,0.000120,0.000141,17.2293,EU
0ULR,57.790616,13.423422,0.017293,0.014694,0.000251,0.000208,5.7823,
0UME,63.57814,19.509599,0.017448,0.014245,0.000099,0.000099,32.5804,EU
0UPP,59.865152,17.590168,0.018331,0.013925,0.000097,0.000092,24.9281,EU
0UPV,59.522507,17.909484,0.018701,0.013962,0.000184,0.000163,8.5969,EU
0VAD,58.032885,12.818139,0.017519,0.014716,0.000149,0.000169,11.7098,EU
0VAF,59.944245,16.276399,0.017751,0.014171,0.000127,0.000144,14.1136,EU
0VAG,58.945626,17.496551,0.019703,0.013266,0.000115,0.000114,16.0247,EU
0VAN,58.693129,12.035006,0.016652,0.014831,0.000097,0.000095,32.1780,EU
0VAR,57.101267,12.257124,0.017529,0.014702,0.000146,0.000120,15.5044,EU
0VAS,59.645683,16.561366,0.017930,0.014127,0.000157,0.000154,13.5606,EU
0VAX,56.420104,13.115273,0.018104,0.014646,0.000188,0.000192,9.7413,EU
0VEB,64.401991,21.010295,0.017530,0.013920,0.000225,0.000169,6.9815,EU
0VED,57.425801,15.086323,0.018477,0.014514,0.000127,0.000122,13.4785,EU
0VEI,56.551574,13.073223,0.018044,0.014907,0.000174,0.000134,9.6646,EU
0VEN,60.952648,13.908605,0.016321,0.014127,0.000199,0.000172,11.3703,EU
0VET,57.426125,15.084125,0.017952,0.013744,0.000206,0.000333,6.7570,EU
0VGG,57.499321,14.142996,0.017931,0.014629,0.000149,0.000127,14.6913,EU
0VIA,57.694644,12.818801,0.017571,0.014769,0.000174,0.000141,9.5496,EU
0VIB,62.373816,17.427742,0.017161,0.014458,0.000146,0.000160,16.2930,EU
0VID,65.83427,20.51081,0.016873,0.014435,0.000163,0.000191,11.2033,EU
0VIK,56.154097,12.577841,0.017903,0.014928,0.000184,0.000158,7.8768,EU
0VIL,64.697848,16.559933,0.015709,0.015104,0.000120,0.000120,32.5558,EU
0VIN,64.20223,19.714052,0.017270,0.014554,0.000100,0.000109,20.1479,EU
0VIT,67.683852,21.62737,0.016474,0.014311,0.000113,0.000127,17.2293,EU
0VMN,57.119718,12.285661,0.016846,0.014341,0.000319,0.000321,6.0150,EU
0VMO,56.891899,14.80402,0.018477,0.014535,0.000217,0.000245,5.3799,EU
0VNG,57.632348,11.604875,0.017235,0.014843,0.000208,0.000178,5.9904,EU
0VOL,55.701825,13.782178,0.018447,0.014815,0.000117,0.000087,23.9507,EU
0VRE,58.861143,16.700799,0.018431,0.014394,0.000128,0.000119,14.1711,EU
0VRI,66.431519,20.62623,0.016817,0.014471,0.000166,0.000174,11.3703,EU
0VSE,59.385886,13.852958,0.017320,0.014820,0.000116,0.000116,13.2348,EU
0VSL,56.786954,14.440732,0.018388,0.014164,0.000121,0.000131,15.1403,EU
0YST,55.432647,13.836363,0.018536,0.014832,0.000108,0.000116,15.5866,EU
0YTT,63.318169,14.168366,0.015458,0.015235,0.000140,0.000145,13.7878,EU
0ZIN,58.819363,15.088641,0.018376,0.014313,0.000225,0.000192,6.5407,EU
108W,38.850553,-121.793594,-0.021684,-0.003962,0.000785,0.000708,1.3826,PA
15OO,38.787019,-121.656219,-0.024073,-0.004568,0.001384,0.002902,1.0349,PA
1ALB,65.673984,21.006946,0.016979,0.014341,0.000127,0.000151,15.2690,EU
1ALV,61.222438,14.043831,0.016260,0.015184,0.000434,0.000363,2.1903,EU
1ANE,57.834274,14.814637,0.018014,0.014327,0.000117,0.000093,22.5106,EU
1ARH,59.860684,19.125383,0.018489,0.013895,0.000158,0.000153,12.2820,EU
1ARK,58.483275,16.96266,0.018369,0.014046,0.000138,0.000133,12.9117,EU
1ASA,58.241714,12.423081,0.017165,0.014688,0.000108,0.000109,23.9507,EU
1BAG,57.720924,12.018756,0.017145,0.014757,0.000113,0.000109,21.8179,EU
1BJA,56.29303,13.71119,0.018463,0.014746,0.000227,0.000199,4.9719,EU
1BLG,67.180383,20.594196,0.020774,0.015633,0.000471,0.000572,1.9411,EU
1BOD,57.246954,17.05866,0.018952,0.013986,0.000211,0.000259,5.7139,EU
1BOL,57.669572,12.570609,0.017284,0.014301,0.000207,0.000179,7.4798,EU
1BOS,64.255313,20.248481,0.017365,0.014011,0.000282,0.000242,5.1253,EU
1BOT,63.135297,17.71698,0.016917,0.015579,0.000172,0.000201,9.7824,EU
1CHA,59.884464,12.306062,0.016504,0.014590,0.000262,0.000221,4.8323,EU
1DUN,67.101502,20.616345,0.017332,0.018119,0.000697,0.000857,1.9439,EU
1FBG,56.907175,12.490904,0.017297,0.014748,0.000172,0.000205,8.4928,EU
1FRO,59.467379,15.363704,0.017653,0.014888,0.000257,0.000286,3.9370,EU
1GAT,60.666763,17.131649,0.017476,0.014245,0.000155,0.000140,14.6557,EU
1GIM,60.172801,18.169958,0.018423,0.013319,0.000178,0.000163,8.9035,EU
1GRY,58.186667,16.800857,0.018526,0.014155,0.000106,0.000112,21.8946,EU
1HAD,56.65851,12.806946,0.017861,0.014558,0.000265,0.000266,3.6112,EU
1HAG,60.035022,13.704402,0.016892,0.014649,0.000126,0.000123,15.1020,EU
1HAR,56.530709,14.46175,0.018320,0.014897,0.000118,0.000131,15.4716,EU
1HEL,56.046045,12.710106,0.018090,0.014724,0.000131,0.000129,15.5291,EU
1HER,58.076183,13.018043,0.017710,0.014953,0.000551,0.000630,1.4757,EU
1HLV,56.013665,14.690544,0.018578,0.014619,0.000097,0.000104,23.9507,EU
1HOL,60.899126,12.598612,0.016121,0.015218,0.000127,0.000148,17.6838,EU
1HUS,63.329885,19.164788,0.017138,0.013865,0.000253,0.000286,3.4661,EU
1IDR,61.857751,12.713273,0.015981,0.014869,0.000226,0.000317,5.9548,EU
1KEB,67.868028,18.622723,0.015492,0.014191,0.000920,0.000995,2.0178,EU
1KOS,67.217982,20.649802,0.016221,0.013534,0.000624,0.000544,1.9411,EU
1KTH,59.348353,18.072965,0.018534,0.013518,0.000501,0.000550,1.6017,EU
1LAD,55.890654,12.826911,0.017039,0.014921,0.000362,0.000449,3.7591,EU
1LAT,65.382515,20.33915,0.017041,0.014616,0.000150,0.000161,17.9795,EU
1LID,62.700918,16.802354,0.016593,0.014385,0.000126,0.000137,15.5565,EU
1LIN,60.331756,14.525483,0.016627,0.014808,0.000298,0.000271,3.4524,EU
1LJU,56.837866,13.938264,0.017785,0.014869,0.000234,0.000198,8.8049,EU
1LNT,32.909873,-93.69882,-0.012692,-0.002106,0.000377,0.000321,2.8364,NA
1LSU,30.407425,-91.180263,-0.012847,-0.000531,0.000259,0.000217,23.3320,NA
1LUG,58.642138,13.692644,0.017097,0.014763,0.000176,0.000145,14.9021,EU
1LYC,64.627276,18.667181,0.016564,0.014837,0.000143,0.000147,16.6297,EU
1MAL,55.601132,13.02983,0.018461,0.014686,0.000133,0.000121,15.5291,EU
1MEL,50.631133,3.078401,0.018058,0.016453,0.000240,0.000233,4.7885,EU
1MOL,58.077797,11.4839,0.017007,0.014826,0.000281,0.000260,5.2813,EU
1MRF,59.261469,17.225141,0.018398,0.013872,0.000110,0.000123,17.2293,EU
1NOL,57.920912,12.066185,0.016889,0.014298,0.000289,0.000230,4.7310,EU
1NSU,31.750801,-93.097604,-0.013251,-0.000599,0.000129,0.000125,22.5982,NA
1RAT,63.985718,20.895231,0.017291,0.013943,0.000372,0.000371,2.6886,EU
1ROB,56.207213,15.28553,0.019063,0.013929,0.000219,0.000205,4.7557,EU
1ROF,64.191616,20.855994,0.018057,0.014549,0.000196,0.000197,6.7296,EU
1ROY,32.861296,-91.387303,-0.012399,-0.002130,0.000314,0.000322,2.8364,NA
1RUN,56.697694,16.692884,0.019002,0.014375,0.000249,0.000205,4.6790,EU
1SAT,60.346493,15.745009,0.017705,0.014743,0.000148,0.000161,12.7365,EU
1SKH,64.689147,21.231199,0.018974,0.013689,0.000762,0.000977,1.6236,EU
1SKI,59.828515,15.689539,0.017639,0.014334,0.000124,0.000128,13.8262,EU
1SKU,55.477194,13.502431,0.018363,0.014749,0.000115,0.000105,14.6119,EU
1SKV,58.387281,13.840088,0.017748,0.014607,0.000185,0.000155,8.7803,EU
1SSJ,67.488381,18.341321,0.015253,0.015040,0.000168,0.000178,16.5832,EU
1STV,60.595507,16.549694,0.017938,0.015925,0.000198,0.000307,8.7803,EU
1SVA,60.911504,16.142731,0.017592,0.013105,0.000228,0.000258,5.1253,EU
1TEN,57.704755,14.324348,0.017373,0.014780,0.000384,0.000412,2.9048,EU
1TOS,58.973918,12.6349,0.016889,0.014505,0.000369,0.000244,4.1150,EU
1TRA,57.484239,13.351268,0.017727,0.014796,0.000128,0.000123,15.5866,EU
1TRO,58.283422,12.291844,0.016853,0.014644,0.000398,0.000322,2.2286,EU
1ULM,32.529034,-92.075907,-0.013384,-0.000929,0.000131,0.000119,23.1896,NA
1ULR,57.790616,13.423422,0.017515,0.014694,0.000144,0.000131,15.6852,EU
1VAS,59.641596,16.570947,0.018081,0.014245,0.000139,0.000140,12.6598,EU
20NA,-23.698193,133.882752,0.032066,0.058904,0.000164,0.000173,9.2156,AU
21NA,-23.766991,133.879217,0.031639,0.059193,0.000214,0.000163,9.2293,AU
25MA,-37.771914,-67.715567,-0.005856,0.012987,0.000317,0.000210,12.9473,SA
299C,64.028926,-142.075778,-0.004837,-0.020953,0.000378,0.000388,4.0548,NA
2ARH,59.860718,19.125451,0.019043,0.013847,0.000183,0.000165,7.6934,EU
2FBG,56.898022,12.487018,0.017876,0.014983,0.000200,0.000186,7.0062,EU
2FRO,59.46738,15.363706,0.017472,0.014149,0.000184,0.000179,6.3463,EU
2HAR,56.530673,14.460553,0.018568,0.014573,0.000172,0.000221,8.5147,EU
2HER,58.076184,13.018045,0.017563,0.014755,0.000134,0.000142,11.8960,EU
2HUS,63.329887,19.164785,0.017257,0.013472,0.000208,0.000201,6.4504,EU
2JRN,59.083786,17.556875,0.019101,0.014276,0.000203,0.000173,11.3703,EU
2LJU,56.835065,13.935049,0.018126,0.014625,0.000121,0.000111,15.0773,EU
2MRH,57.737475,12.002169,0.018733,0.013342,0.000331,0.000292,8.1944,EU
2OSV,60.183001,17.174681,0.018148,0.013937,0.000105,0.000110,18.5599,EU
2SKV,58.387357,13.840114,0.017440,0.013997,0.000332,0.000356,3.0144,EU
2TRY,-33.768794,151.116335,0.018437,0.054945,0.000487,0.000493,1.6099,AU
34A1,41.838658,-119.653982,-0.016587,-0.007100,0.000316,0.000297,5.1636,NA
34A2,41.853118,-119.607364,-0.017298,-0.008405,0.000361,0.000710,5.1527,NA
34A3,41.850735,-119.577145,-0.016520,-0.008404,0.000315,0.000510,5.1581,NA
34A4,41.866601,-119.494826,-0.016481,-0.008340,0.000315,0.000430,5.1581,NA
34NO,41.929141,-119.708566,-0.016574,-0.007738,0.000351,0.000437,5.1691,NA
34SO,41.805874,-119.70684,-0.017088,-0.007837,0.000332,0.000356,5.1691,NA
3ARO,-38.382075,-60.27425,-0.002877,0.011436,0.000130,0.000172,12.8761,SA
3CAN,40.613569,-3.701634,0.018601,0.016617,0.000169,0.000218,12.4763,EU
3GAV,60.66678,17.131716,0.017361,0.014081,0.000424,0.000196,7.0691,EU
3MAT,4.494495,-70.667791,-0.004240,0.010539,0.000847,0.000835,2.2916,SA
3RIV,46.314763,-72.576085,-0.015943,0.004573,0.000407,0.000333,27.8193,NA
3WKB,-36.252818,142.393145,0.021034,0.056451,0.000281,0.000307,4.9199,AU
4CDA,-28.244569,153.556109,0.021806,0.054258,0.000307,0.000365,3.7919,AU
4COO,-27.491511,153.050127,0.022262,0.054676,0.000364,0.000497,3.1321,AU
4CRN,-16.952384,145.742484,0.030504,0.058027,0.000361,0.000344,3.9042,AU
4GAV,60.666771,17.131683,0.017755,0.013976,0.000116,0.000107,19.2471,EU
4GLD,-23.839179,151.244551,0.025237,0.055862,0.000265,0.000386,3.9042,AU
4GLE,-23.854455,151.232152,0.024294,0.054140,0.000331,0.000283,4.9145,AU
4GRM,-21.755526,147.949915,0.026554,0.055220,0.000497,0.000459,2.9131,AU
4GW2,-28.546897,150.304554,0.022007,0.054650,0.000285,0.000260,4.9199,AU
4HLN,-27.921873,153.336265,0.021501,0.053013,0.000318,0.000336,3.7919,AU
4HVB,-25.29967,152.809817,0.023826,0.054179,0.000464,0.000498,2.0452,AU
4MC0,-26.662788,153.033379,0.022282,0.054300,0.000320,0.000353,3.7919,AU
4MCK,-21.1172,149.158868,0.091325,0.494995,0.000600,0.000609,1.9165,AU
4MRB,-21.755525,147.949916,0.028561,0.055658,0.000841,0.000552,1.8837,AU
4MRN,-27.949554,151.282036,0.024573,0.055514,0.000391,0.000346,2.9432,AU
4RMA,-26.575381,148.819851,0.024115,0.054750,0.000280,0.000219,4.9199,AU
4SPC,-27.937987,152.016965,0.020502,0.054324,0.000992,0.000886,1.4429,AU
59WE,33.431119,-112.183092,-0.013911,-0.008172,0.000246,0.000135,9.1226,NA
5AVR,-37.002163,140.136166,0.022010,0.058364,0.000351,0.000473,4.8323,AU
5BAL,-34.142411,138.444956,0.025719,0.055780,0.000471,0.000492,2.4285,AU
5BO2,-33.520278,138.726532,0.026455,0.053419,0.000502,0.000546,2.4997,AU
5BOO,-33.520279,138.726531,0.002074,0.017294,0.008598,0.005499,1.7714,AU
5BWH,-34.890184,139.636643,0.023955,0.057980,0.000307,0.000269,4.2601,AU
5CAL,-34.142417,138.444936,0.026532,0.061492,0.000588,0.000599,2.3710,AU
5CL3,-33.83543,138.613315,0.026202,0.057453,0.000477,0.000330,2.5599,AU
5CLB,-35.805312,139.838709,0.022873,0.057641,0.000300,0.000313,4.2409,AU
5CLV,-33.70147,136.50133,0.025651,0.058330,0.000312,0.000291,4.5147,AU
5CPR,-32.916577,134.728659,0.027236,0.058677,0.000270,0.000294,4.5914,AU
5DMP,-33.141233,135.107639,0.027148,0.058412,0.000245,0.000247,4.5722,AU
5FRC,-36.731486,140.914191,0.022267,0.057801,0.000284,0.000225,4.9199,AU
5GA2,-37.82887,140.773971,0.021351,0.057622,0.000432,0.000392,2.6037,AU
5GAV,60.666524,17.132389,0.017888,0.014128,0.000123,0.000114,13.7878,EU
5GLN,-37.196492,140.722504,0.021555,0.057512,0.000303,0.000247,4.7611,AU
5HPE,-34.137885,135.339463,0.026601,0.058411,0.000301,0.000255,4.5722,AU
5KMB,-33.145385,136.41847,0.026155,0.058433,0.000269,0.000245,4.7392,AU
5KTH,-36.09996,140.340773,0.022504,0.057764,0.000279,0.000260,4.9145,AU
5LAR,-35.370942,140.414897,0.027630,0.056025,0.000907,0.000589,4.6708,AU
5LCH,-33.968221,138.320737,0.023962,0.057540,0.000389,0.000313,4.3587,AU
5LOK,-33.593874,135.706438,0.025945,0.058657,0.000379,0.000412,4.0219,AU
5LY2,-34.602356,138.889537,0.026067,0.057415,0.000622,0.000568,1.9685,AU
5LYN,-34.602355,138.889533,0.027125,0.059160,0.000507,0.000551,2.9049,AU
5MA2,-34.914915,139.30725,0.024841,0.056829,0.000500,0.000411,2.4285,AU
5MAM,-35.161008,140.177816,0.024139,0.056839,0.000331,0.000310,4.1643,AU
5MAN,-34.914917,139.307248,0.023857,0.057791,0.000423,0.000367,2.4094,AU
5MEN,-35.689171,139.337852,0.025846,0.056383,0.000650,0.000637,1.3771,AU
5MGB,-37.828869,140.773971,0.021943,0.056596,0.000449,0.000409,2.2724,AU
5MIP,-32.837017,135.150619,0.027218,0.058012,0.000277,0.000279,4.5914,AU
5MTB,-35.053373,138.845435,0.024105,0.058240,0.000314,0.000313,4.9199,AU
5MTN,-34.854427,137.581457,0.028829,0.061403,0.000525,0.000506,2.2533,AU
5NAR,-36.959166,140.730289,0.022059,0.057785,0.000310,0.000283,4.9145,AU
5PDY,-36.650288,140.529838,0.022199,0.057515,0.000309,0.000273,4.7611,AU
5PTA,-32.490858,137.76406,0.026140,0.058228,0.000259,0.000230,4.9145,AU
